Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;4;5.97%;3;4.48%;43;64.18%;9;13.43%;6;8.96%;2;2.99%;67
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;4;3.36%;2;1.68%;57;47.9%;24;20.17%;24;20.17%;8;6.72%;119
CENTRO-OESTE;52;GO;520310;BALIZA;4;4.88%;1;1.22%;58;70.73%;10;12.2%;4;4.88%;5;6.1%;82
CENTRO-OESTE;52;GO;520320;BARRO ALTO;13;4.13%;9;2.86%;218;69.21%;43;13.65%;20;6.35%;12;3.81%;315
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;7;1.31%;12;2.25%;322;60.41%;94;17.64%;58;10.88%;40;7.5%;533
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;7;3.95%;5;2.82%;111;62.71%;27;15.25%;15;8.47%;12;6.78%;177
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;9;2.24%;15;3.74%;239;59.6%;69;17.21%;40;9.98%;29;7.23%;401
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;3;1.35%;14;6.31%;139;62.61%;33;14.86%;18;8.11%;15;6.76%;222
CENTRO-OESTE;52;GO;520357;BONOPOLIS;10;8.7%;16;13.91%;67;58.26%;10;8.7%;9;7.83%;3;2.61%;115
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;2;1.12%;5;2.81%;95;53.37%;29;16.29%;25;14.04%;22;12.36%;178
CENTRO-OESTE;52;GO;520380;BRITANIA;4;1.96%;5;2.45%;124;60.78%;37;18.14%;25;12.25%;9;4.41%;204
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;1;1.41%;1;1.41%;46;64.79%;14;19.72%;7;9.86%;2;2.82%;71
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;3;6.98%;3;6.98%;20;46.51%;6;13.95%;7;16.28%;4;9.3%;43
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;5;3.73%;9;6.72%;72;53.73%;24;17.91%;16;11.94%;8;5.97%;134
CENTRO-OESTE;52;GO;520400;CABECEIRAS;0;-;15;4.39%;216;63.16%;56;16.37%;27;7.89%;28;8.19%;342
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;1;0.43%;8;3.42%;159;67.95%;33;14.1%;18;7.69%;15;6.41%;234
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;2;3.28%;1;1.64%;46;75.41%;4;6.56%;7;11.48%;1;1.64%;61
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;10;6.49%;6;3.9%;89;57.79%;26;16.88%;14;9.09%;9;5.84%;154
CENTRO-OESTE;52;GO;520430;CACU;0;-;3;1.64%;123;67.21%;32;17.49%;16;8.74%;9;4.92%;183
CENTRO-OESTE;52;GO;520440;CAIAPONIA;7;1.92%;5;1.37%;255;69.86%;61;16.71%;20;5.48%;17;4.66%;365
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;6;0.79%;20;2.65%;540;71.43%;94;12.43%;60;7.94%;36;4.76%;756
CENTRO-OESTE;52;GO;520455;CALDAZINHA;2;1.69%;6;5.08%;80;67.8%;12;10.17%;9;7.63%;9;7.63%;118
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;3;2.21%;5;3.68%;84;61.76%;25;18.38%;7;5.15%;12;8.82%;136
CENTRO-OESTE;52;GO;520465;CAMPINACU;5;3.5%;6;4.2%;98;68.53%;18;12.59%;12;8.39%;4;2.8%;143
CENTRO-OESTE;52;GO;520470;CAMPINORTE;4;1.53%;8;3.07%;177;67.82%;38;14.56%;23;8.81%;11;4.21%;261
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;1;1.61%;0;-;44;70.97%;10;16.13%;2;3.23%;5;8.06%;62
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;2;1.02%;0;-;153;78.06%;25;12.76%;13;6.63%;3;1.53%;196
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;12;1.93%;40;6.44%;457;73.59%;64;10.31%;36;5.8%;12;1.93%;621
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;3;2.17%;1;0.72%;101;73.19%;16;11.59%;15;10.87%;2;1.45%;138
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;5;1.98%;9;3.56%;129;50.99%;49;19.37%;22;8.7%;39;15.42%;253
CENTRO-OESTE;52;GO;520505;CASTELANDIA;1;1.1%;1;1.1%;64;70.33%;12;13.19%;6;6.59%;7;7.69%;91
CENTRO-OESTE;52;GO;520510;CATALAO;11;1.15%;36;3.75%;626;65.21%;154;16.04%;88;9.17%;45;4.69%;960
CENTRO-OESTE;52;GO;520520;CATURAI;4;1.62%;2;0.81%;152;61.54%;36;14.57%;30;12.15%;23;9.31%;247
CENTRO-OESTE;52;GO;520530;CAVALCANTE;29;9.83%;23;7.8%;179;60.68%;32;10.85%;13;4.41%;19;6.44%;295
CENTRO-OESTE;52;GO;520540;CERES;3;1.48%;8;3.94%;129;63.55%;31;15.27%;17;8.37%;15;7.39%;203
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;1;1.61%;40;64.52%;10;16.13%;8;12.9%;3;4.84%;62
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;4;1.11%;6;1.67%;259;71.94%;46;12.78%;37;10.28%;8;2.22%;360
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;32;2.21%;64;4.41%;995;68.62%;207;14.28%;104;7.17%;48;3.31%;1.450
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;15;3.04%;26;5.26%;329;66.6%;64;12.96%;37;7.49%;23;4.66%;494
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;12;5.48%;14;6.39%;150;68.49%;23;10.5%;15;6.85%;5;2.28%;219
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;0;-;0;-;26;63.41%;6;14.63%;5;12.2%;4;9.76%;41
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;4;2.3%;7;4.02%;120;68.97%;21;12.07%;18;10.34%;4;2.3%;174
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;15;7.39%;12;5.91%;113;55.67%;29;14.29%;24;11.82%;10;4.93%;203
CENTRO-OESTE;52;GO;520620;CRISTALINA;27;1.95%;52;3.76%;958;69.22%;178;12.86%;113;8.16%;56;4.05%;1.384
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;2;3.17%;0;-;45;71.43%;9;14.29%;3;4.76%;4;6.35%;63
CENTRO-OESTE;52;GO;520640;CRIXAS;17;5.8%;8;2.73%;180;61.43%;42;14.33%;31;10.58%;15;5.12%;293
CENTRO-OESTE;52;GO;520650;CROMINIA;4;3.42%;7;5.98%;61;52.14%;29;24.79%;9;7.69%;7;5.98%;117
CENTRO-OESTE;52;GO;520660;CUMARI;0;-;0;-;28;63.64%;3;6.82%;7;15.91%;6;13.64%;44
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;5;3.21%;3;1.92%;108;69.23%;22;14.1%;10;6.41%;8;5.13%;156
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;0;-;2;1.74%;74;64.35%;23;20%;9;7.83%;7;6.09%;115
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;3;3.7%;2;2.47%;51;62.96%;12;14.81%;11;13.58%;2;2.47%;81
CENTRO-OESTE;52;GO;520710;DIORAMA;1;0.96%;3;2.88%;64;61.54%;18;17.31%;15;14.42%;3;2.88%;104
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;5;2.87%;2;1.15%;120;68.97%;24;13.79%;15;8.62%;8;4.6%;174
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;1;0.5%;3;1.51%;135;67.84%;37;18.59%;14;7.04%;9;4.52%;199
CENTRO-OESTE;52;GO;520735;EDEALINA;0;-;3;3.03%;64;64.65%;18;18.18%;12;12.12%;2;2.02%;99
CENTRO-OESTE;52;GO;520740;EDEIA;0;-;3;1.09%;193;69.93%;43;15.58%;28;10.14%;9;3.26%;276
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;0;-;3;5.66%;38;71.7%;6;11.32%;3;5.66%;3;5.66%;53
CENTRO-OESTE;52;GO;520753;FAINA;6;2.9%;6;2.9%;87;42.03%;59;28.5%;34;16.43%;15;7.25%;207
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;2;1.38%;3;2.07%;85;58.62%;29;20%;17;11.72%;9;6.21%;145
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;6;2.63%;4;1.75%;162;71.05%;28;12.28%;15;6.58%;13;5.7%;228
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;15;4.3%;18;5.16%;243;69.63%;42;12.03%;15;4.3%;16;4.58%;349
CENTRO-OESTE;52;GO;520800;FORMOSA;43;1.89%;76;3.35%;1.653;72.76%;301;13.25%;134;5.9%;65;2.86%;2.272
CENTRO-OESTE;52;GO;520810;FORMOSO;6;3.59%;3;1.8%;107;64.07%;30;17.96%;18;10.78%;3;1.8%;167
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;3;3.95%;2;2.63%;51;67.11%;16;21.05%;4;5.26%;0;-;76
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;1;0.4%;3;1.19%;184;72.73%;41;16.21%;14;5.53%;10;3.95%;253
CENTRO-OESTE;52;GO;520850;GOIANDIRA;3;3.95%;0;-;47;61.84%;15;19.74%;7;9.21%;4;5.26%;76
CENTRO-OESTE;52;GO;520860;GOIANESIA;17;1.14%;47;3.15%;1.016;68.14%;219;14.69%;126;8.45%;66;4.43%;1.491
CENTRO-OESTE;52;GO;520870;GOIANIA;76;2.39%;96;3.02%;2.076;65.39%;513;16.16%;263;8.28%;151;4.76%;3.175
CENTRO-OESTE;52;GO;520880;GOIANIRA;50;1.98%;88;3.49%;1.791;70.96%;323;12.8%;158;6.26%;114;4.52%;2.524
CENTRO-OESTE;52;GO;520890;GOIAS;15;3.82%;11;2.8%;227;57.76%;80;20.36%;39;9.92%;21;5.34%;393
CENTRO-OESTE;52;GO;520910;GOIATUBA;21;3.85%;24;4.4%;333;61.1%;97;17.8%;44;8.07%;26;4.77%;545
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;0;-;10;3.5%;202;70.63%;45;15.73%;20;6.99%;9;3.15%;286
CENTRO-OESTE;52;GO;520920;GUAPO;7;2.5%;17;6.07%;156;55.71%;46;16.43%;30;10.71%;24;8.57%;280
CENTRO-OESTE;52;GO;520929;GUARAITA;2;2.3%;3;3.45%;55;63.22%;18;20.69%;8;9.2%;1;1.15%;87
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;5;1.89%;4;1.51%;198;74.72%;41;15.47%;13;4.91%;4;1.51%;265
CENTRO-OESTE;52;GO;520945;GUARINOS;1;0.97%;4;3.88%;60;58.25%;21;20.39%;14;13.59%;3;2.91%;103
CENTRO-OESTE;52;GO;520960;HEITORAI;2;1.57%;2;1.57%;66;51.97%;32;25.2%;9;7.09%;16;12.6%;127
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;8;2.12%;10;2.65%;247;65.34%;60;15.87%;38;10.05%;15;3.97%;378
CENTRO-OESTE;52;GO;520980;HIDROLINA;2;2.08%;2;2.08%;68;70.83%;15;15.63%;4;4.17%;5;5.21%;96
CENTRO-OESTE;52;GO;520990;IACIARA;11;1.73%;12;1.88%;500;78.49%;69;10.83%;30;4.71%;15;2.35%;637
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;3;1.73%;5;2.89%;120;69.36%;20;11.56%;17;9.83%;8;4.62%;173
CENTRO-OESTE;52;GO;520995;INDIARA;6;1.8%;10;3%;225;67.57%;53;15.92%;22;6.61%;17;5.11%;333
CENTRO-OESTE;52;GO;521000;INHUMAS;15;1.35%;33;2.97%;627;56.49%;182;16.4%;151;13.6%;102;9.19%;1.110
CENTRO-OESTE;52;GO;521010;IPAMERI;19;3.49%;17;3.12%;318;58.35%;109;20%;50;9.17%;32;5.87%;545
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;1;1.22%;3;3.66%;52;63.41%;14;17.07%;9;10.98%;3;3.66%;82
CENTRO-OESTE;52;GO;521020;IPORA;12;4.92%;7;2.87%;116;47.54%;41;16.8%;39;15.98%;29;11.89%;244
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;1.74%;4;3.48%;78;67.83%;16;13.91%;13;11.3%;2;1.74%;115
CENTRO-OESTE;52;GO;521040;ITABERAI;29;3.09%;33;3.52%;534;56.99%;174;18.57%;103;10.99%;64;6.83%;937
CENTRO-OESTE;52;GO;521056;ITAGUARI;1;0.88%;2;1.75%;74;64.91%;24;21.05%;9;7.89%;4;3.51%;114
CENTRO-OESTE;52;GO;521060;ITAGUARU;1;0.5%;5;2.49%;128;63.68%;31;15.42%;25;12.44%;11;5.47%;201
CENTRO-OESTE;52;GO;521080;ITAJA;1;0.59%;2;1.18%;113;66.47%;24;14.12%;21;12.35%;9;5.29%;170
CENTRO-OESTE;52;GO;521090;ITAPACI;9;2.08%;14;3.23%;264;60.97%;71;16.4%;50;11.55%;25;5.77%;433
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;11;6.51%;9;5.33%;88;52.07%;29;17.16%;17;10.06%;15;8.88%;169
CENTRO-OESTE;52;GO;521120;ITAPURANGA;5;1.64%;8;2.63%;187;61.51%;53;17.43%;33;10.86%;18;5.92%;304
CENTRO-OESTE;52;GO;521130;ITARUMA;1;1.27%;0;-;50;63.29%;12;15.19%;12;15.19%;4;5.06%;79
CENTRO-OESTE;52;GO;521140;ITAUCU;2;1.23%;1;0.61%;100;61.35%;36;22.09%;14;8.59%;10;6.13%;163
CENTRO-OESTE;52;GO;521150;ITUMBIARA;49;4.18%;48;4.1%;704;60.07%;184;15.7%;106;9.04%;81;6.91%;1.172
CENTRO-OESTE;52;GO;521160;IVOLANDIA;1;0.84%;3;2.52%;75;63.03%;21;17.65%;12;10.08%;7;5.88%;119
CENTRO-OESTE;52;GO;521170;JANDAIA;1;0.72%;2;1.44%;83;59.71%;24;17.27%;21;15.11%;8;5.76%;139
CENTRO-OESTE;52;GO;521180;JARAGUA;23;1.98%;43;3.7%;774;66.61%;170;14.63%;111;9.55%;41;3.53%;1.162
CENTRO-OESTE;52;GO;521190;JATAI;8;0.67%;23;1.93%;834;70.03%;193;16.2%;83;6.97%;50;4.2%;1.191
CENTRO-OESTE;52;GO;521200;JAUPACI;2;2.41%;1;1.2%;45;54.22%;20;24.1%;8;9.64%;7;8.43%;83
CENTRO-OESTE;52;GO;521205;JESUPOLIS;2;2.35%;6;7.06%;56;65.88%;15;17.65%;3;3.53%;3;3.53%;85
CENTRO-OESTE;52;GO;521210;JOVIANIA;4;3.1%;1;0.78%;85;65.89%;18;13.95%;12;9.3%;9;6.98%;129
CENTRO-OESTE;52;GO;521220;JUSSARA;6;1.75%;8;2.33%;198;57.73%;52;15.16%;48;13.99%;31;9.04%;343
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;0;-;2;4.65%;30;69.77%;7;16.28%;2;4.65%;2;4.65%;43
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;8;2.67%;11;3.67%;178;59.33%;67;22.33%;22;7.33%;14;4.67%;300
CENTRO-OESTE;52;GO;521250;LUZIANIA;77;1.85%;135;3.25%;3.103;74.7%;458;11.03%;204;4.91%;177;4.26%;4.154
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;2;1.65%;2;1.65%;64;52.89%;25;20.66%;17;14.05%;11;9.09%;121
CENTRO-OESTE;52;GO;521270;MAMBAI;78;17.45%;36;8.05%;235;52.57%;57;12.75%;29;6.49%;12;2.68%;447
CENTRO-OESTE;52;GO;521280;MARA ROSA;4;2.3%;2;1.15%;119;68.39%;30;17.24%;15;8.62%;4;2.3%;174
CENTRO-OESTE;52;GO;521290;MARZAGAO;2;2.17%;3;3.26%;62;67.39%;11;11.96%;8;8.7%;6;6.52%;92
CENTRO-OESTE;52;GO;521295;MATRINCHA;3;3.03%;2;2.02%;74;74.75%;12;12.12%;5;5.05%;3;3.03%;99
CENTRO-OESTE;52;GO;521300;MAURILANDIA;4;1.19%;12;3.57%;233;69.35%;52;15.48%;19;5.65%;16;4.76%;336
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;1;1.33%;2;2.67%;60;80%;11;14.67%;1;1.33%;0;-;75
CENTRO-OESTE;52;GO;521308;MINACU;16;3.29%;36;7.41%;311;63.99%;78;16.05%;32;6.58%;13;2.67%;486
CENTRO-OESTE;52;GO;521310;MINEIROS;15;2.28%;15;2.28%;440;66.77%;103;15.63%;52;7.89%;34;5.16%;659
CENTRO-OESTE;52;GO;521340;MOIPORA;2;2.47%;3;3.7%;54;66.67%;12;14.81%;7;8.64%;3;3.7%;81
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;13;3.52%;13;3.52%;173;46.88%;71;19.24%;50;13.55%;49;13.28%;369
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;6;7.59%;3;3.8%;44;55.7%;13;16.46%;11;13.92%;2;2.53%;79
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;3;2.1%;0;-;102;71.33%;21;14.69%;9;6.29%;8;5.59%;143
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;4;2.68%;4;2.68%;87;58.39%;31;20.81%;18;12.08%;5;3.36%;149
CENTRO-OESTE;52;GO;521380;MORRINHOS;29;3.1%;29;3.1%;639;68.27%;126;13.46%;75;8.01%;38;4.06%;936
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;5;6.02%;2;2.41%;55;66.27%;14;16.87%;4;4.82%;3;3.61%;83
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;0;-;5;6.17%;44;54.32%;13;16.05%;15;18.52%;4;4.94%;81
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;12;3.2%;10;2.67%;200;53.33%;75;20%;46;12.27%;32;8.53%;375
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;5;2.69%;11;5.91%;95;51.08%;43;23.12%;23;12.37%;9;4.84%;186
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;3;2.07%;10;6.9%;88;60.69%;18;12.41%;15;10.34%;11;7.59%;145
CENTRO-OESTE;52;GO;521440;NAZARIO;1;0.6%;1;0.6%;57;34.13%;58;34.73%;36;21.56%;14;8.38%;167
CENTRO-OESTE;52;GO;521450;NEROPOLIS;11;2.24%;25;5.09%;291;59.27%;89;18.13%;54;11%;21;4.28%;491
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;29;3.38%;29;3.38%;587;68.34%;123;14.32%;66;7.68%;25;2.91%;859
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;0;-;4;10.26%;25;64.1%;8;20.51%;2;5.13%;0;-;39
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;0;-;60;77.92%;9;11.69%;4;5.19%;4;5.19%;77
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;5;1.92%;7;2.69%;175;67.31%;35;13.46%;18;6.92%;20;7.69%;260
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;3;1.37%;12;5.48%;148;67.58%;30;13.7%;15;6.85%;11;5.02%;219
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;4;2.78%;5;3.47%;101;70.14%;19;13.19%;12;8.33%;3;2.08%;144
CENTRO-OESTE;52;GO;521490;NOVA ROMA;7;3.95%;8;4.52%;116;65.54%;29;16.38%;10;5.65%;7;3.95%;177
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;4;2.78%;2;1.39%;108;75%;11;7.64%;16;11.11%;3;2.08%;144
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;0;-;2;2.2%;58;63.74%;17;18.68%;9;9.89%;5;5.49%;91
CENTRO-OESTE;52;GO;521523;NOVO GAMA;45;2.74%;63;3.83%;1.232;74.94%;159;9.67%;76;4.62%;69;4.2%;1.644
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;5;4.42%;3;2.65%;68;60.18%;17;15.04%;13;11.5%;7;6.19%;113
CENTRO-OESTE;52;GO;521530;ORIZONA;3;1.49%;5;2.48%;110;54.46%;41;20.3%;28;13.86%;15;7.43%;202
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;6;3.77%;5;3.14%;100;62.89%;32;20.13%;10;6.29%;6;3.77%;159
CENTRO-OESTE;52;GO;521550;OUVIDOR;3;2.65%;0;-;67;59.29%;18;15.93%;17;15.04%;8;7.08%;113
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;10;1.83%;20;3.67%;388;71.19%;74;13.58%;40;7.34%;13;2.39%;545
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;1;1.47%;3;4.41%;39;57.35%;15;22.06%;5;7.35%;5;7.35%;68
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;14;2.64%;13;2.45%;279;52.54%;90;16.95%;82;15.44%;53;9.98%;531
CENTRO-OESTE;52;GO;521580;PALMELO;4;8.51%;4;8.51%;23;48.94%;8;17.02%;6;12.77%;2;4.26%;47
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;2;3.28%;0;-;36;59.02%;13;21.31%;7;11.48%;3;4.92%;61
CENTRO-OESTE;52;GO;521600;PANAMA;1;1.89%;1;1.89%;29;54.72%;6;11.32%;11;20.75%;5;9.43%;53
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;3;2.31%;5;3.85%;83;63.85%;24;18.46%;8;6.15%;7;5.38%;130
CENTRO-OESTE;52;GO;521640;PARAUNA;4;1.63%;6;2.44%;157;63.82%;43;17.48%;23;9.35%;13;5.28%;246
CENTRO-OESTE;52;GO;521645;PEROLANDIA;3;4.23%;1;1.41%;50;70.42%;9;12.68%;6;8.45%;2;2.82%;71
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;3;1.94%;3;1.94%;114;73.55%;13;8.39%;17;10.97%;5;3.23%;155
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;1;1.41%;2;2.82%;40;56.34%;13;18.31%;11;15.49%;4;5.63%;71
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;8;2.9%;10;3.62%;171;61.96%;40;14.49%;25;9.06%;22;7.97%;276
CENTRO-OESTE;52;GO;521720;PIRANHAS;3;1.3%;8;3.46%;130;56.28%;51;22.08%;30;12.99%;9;3.9%;231
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;8;1.59%;17;3.37%;330;65.48%;75;14.88%;49;9.72%;25;4.96%;504
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;11;2.04%;26;4.83%;284;52.79%;101;18.77%;70;13.01%;46;8.55%;538
CENTRO-OESTE;52;GO;521760;PLANALTINA;71;3.23%;85;3.87%;1.477;67.29%;308;14.03%;167;7.61%;87;3.96%;2.195
