Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;1;2.13%;1;2.13%;20;42.55%;6;12.77%;10;21.28%;9;19.15%;47
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;1;0.57%;3;1.71%;101;57.71%;36;20.57%;23;13.14%;11;6.29%;175
CENTRO-OESTE;52;GO;520310;BALIZA;3;2.13%;10;7.09%;89;63.12%;21;14.89%;13;9.22%;5;3.55%;141
CENTRO-OESTE;52;GO;520320;BARRO ALTO;4;1.08%;19;5.14%;258;69.73%;48;12.97%;28;7.57%;13;3.51%;370
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;12;0.99%;42;3.48%;732;60.65%;229;18.97%;124;10.27%;68;5.63%;1.207
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;7;2.04%;23;6.71%;223;65.01%;42;12.24%;29;8.45%;19;5.54%;343
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;17;2.15%;35;4.44%;528;66.92%;116;14.7%;56;7.1%;37;4.69%;789
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;25;4.6%;32;5.89%;331;60.96%;81;14.92%;50;9.21%;24;4.42%;543
CENTRO-OESTE;52;GO;520357;BONOPOLIS;0;-;9;3.64%;161;65.18%;34;13.77%;25;10.12%;18;7.29%;247
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;2;0.89%;6;2.68%;140;62.5%;35;15.63%;29;12.95%;12;5.36%;224
CENTRO-OESTE;52;GO;520380;BRITANIA;7;1.7%;22;5.34%;248;60.19%;69;16.75%;41;9.95%;25;6.07%;412
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;1;0.41%;12;4.92%;155;63.52%;33;13.52%;24;9.84%;19;7.79%;244
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;2;1.27%;3;1.9%;105;66.46%;28;17.72%;13;8.23%;7;4.43%;158
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;4;2.8%;7;4.9%;86;60.14%;24;16.78%;17;11.89%;5;3.5%;143
CENTRO-OESTE;52;GO;520400;CABECEIRAS;9;2.26%;6;1.5%;247;61.9%;69;17.29%;47;11.78%;21;5.26%;399
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;6;1.25%;16;3.33%;330;68.61%;68;14.14%;39;8.11%;22;4.57%;481
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;0;-;1;1.27%;57;72.15%;9;11.39%;7;8.86%;5;6.33%;79
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;6;1.53%;12;3.05%;243;61.83%;73;18.58%;34;8.65%;25;6.36%;393
CENTRO-OESTE;52;GO;520430;CACU;1;0.2%;9;1.79%;339;67.53%;75;14.94%;52;10.36%;26;5.18%;502
CENTRO-OESTE;52;GO;520440;CAIAPONIA;9;2.48%;7;1.93%;238;65.56%;49;13.5%;31;8.54%;29;7.99%;363
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;76;2.81%;152;5.62%;1.861;68.8%;306;11.31%;200;7.39%;110;4.07%;2.705
CENTRO-OESTE;52;GO;520455;CALDAZINHA;4;1.39%;3;1.05%;171;59.58%;53;18.47%;37;12.89%;19;6.62%;287
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;0;-;9;6%;101;67.33%;24;16%;10;6.67%;6;4%;150
CENTRO-OESTE;52;GO;520465;CAMPINACU;3;1.46%;8;3.9%;126;61.46%;26;12.68%;29;14.15%;13;6.34%;205
CENTRO-OESTE;52;GO;520470;CAMPINORTE;8;1.39%;19;3.3%;406;70.61%;83;14.43%;38;6.61%;21;3.65%;575
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;3;0.89%;8;2.37%;192;56.8%;54;15.98%;43;12.72%;38;11.24%;338
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;6;2.24%;11;4.1%;190;70.9%;30;11.19%;18;6.72%;13;4.85%;268
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;21;2.46%;34;3.98%;609;71.31%;100;11.71%;53;6.21%;37;4.33%;854
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;12;6.94%;5;2.89%;106;61.27%;19;10.98%;20;11.56%;11;6.36%;173
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;3;0.9%;12;3.61%;218;65.66%;35;10.54%;38;11.45%;26;7.83%;332
CENTRO-OESTE;52;GO;520505;CASTELANDIA;2;1.56%;3;2.34%;73;57.03%;28;21.88%;9;7.03%;13;10.16%;128
CENTRO-OESTE;52;GO;520510;CATALAO;22;0.95%;70;3.01%;1.511;64.99%;380;16.34%;207;8.9%;135;5.81%;2.325
CENTRO-OESTE;52;GO;520520;CATURAI;1;0.29%;10;2.88%;216;62.25%;61;17.58%;34;9.8%;25;7.2%;347
CENTRO-OESTE;52;GO;520530;CAVALCANTE;11;2.1%;43;8.22%;367;70.17%;59;11.28%;25;4.78%;18;3.44%;523
CENTRO-OESTE;52;GO;520540;CERES;8;1.44%;21;3.78%;375;67.45%;72;12.95%;39;7.01%;41;7.37%;556
CENTRO-OESTE;52;GO;520545;CEZARINA;2;0.43%;8;1.71%;298;63.54%;77;16.42%;55;11.73%;29;6.18%;469
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;7;0.89%;27;3.45%;531;67.82%;124;15.84%;65;8.3%;29;3.7%;783
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;76;2.78%;152;5.56%;1.933;70.73%;305;11.16%;167;6.11%;100;3.66%;2.733
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;18;2.07%;40;4.6%;626;71.95%;97;11.15%;52;5.98%;37;4.25%;870
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;16;7.11%;9;4%;103;45.78%;60;26.67%;32;14.22%;5;2.22%;225
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;0;-;0;-;85;65.38%;20;15.38%;12;9.23%;13;10%;130
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;3;1.12%;8;2.99%;192;71.64%;32;11.94%;17;6.34%;16;5.97%;268
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;5;0.96%;10;1.92%;333;63.92%;78;14.97%;64;12.28%;31;5.95%;521
CENTRO-OESTE;52;GO;520620;CRISTALINA;63;2.4%;106;4.03%;1.749;66.53%;373;14.19%;208;7.91%;130;4.94%;2.629
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;3;1.4%;1;0.47%;124;57.94%;35;16.36%;34;15.89%;17;7.94%;214
CENTRO-OESTE;52;GO;520640;CRIXAS;13;2.41%;25;4.63%;353;65.37%;67;12.41%;53;9.81%;29;5.37%;540
CENTRO-OESTE;52;GO;520650;CROMINIA;3;2.27%;4;3.03%;70;53.03%;24;18.18%;19;14.39%;12;9.09%;132
CENTRO-OESTE;52;GO;520660;CUMARI;0;-;5;8.77%;37;64.91%;7;12.28%;5;8.77%;3;5.26%;57
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;4;3.17%;4;3.17%;82;65.08%;16;12.7%;16;12.7%;4;3.17%;126
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;0;-;7;5.83%;87;72.5%;13;10.83%;7;5.83%;6;5%;120
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;3;2.38%;4;3.17%;85;67.46%;16;12.7%;14;11.11%;4;3.17%;126
CENTRO-OESTE;52;GO;520710;DIORAMA;0;-;5;4.31%;83;71.55%;16;13.79%;8;6.9%;4;3.45%;116
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;2;1.27%;8;5.1%;97;61.78%;28;17.83%;14;8.92%;8;5.1%;157
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;1;0.34%;12;4.12%;184;63.23%;46;15.81%;30;10.31%;18;6.19%;291
CENTRO-OESTE;52;GO;520735;EDEALINA;5;1.94%;8;3.1%;167;64.73%;40;15.5%;26;10.08%;12;4.65%;258
CENTRO-OESTE;52;GO;520740;EDEIA;7;1.11%;15;2.37%;433;68.4%;103;16.27%;44;6.95%;31;4.9%;633
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;2;2.44%;5;6.1%;54;65.85%;14;17.07%;4;4.88%;3;3.66%;82
CENTRO-OESTE;52;GO;520753;FAINA;4;2.6%;7;4.55%;86;55.84%;25;16.23%;21;13.64%;11;7.14%;154
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;7;3.26%;4;1.86%;121;56.28%;40;18.6%;20;9.3%;23;10.7%;215
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;6;1.69%;11;3.11%;213;60.17%;65;18.36%;35;9.89%;24;6.78%;354
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;7;1.15%;30;4.92%;459;75.25%;69;11.31%;34;5.57%;11;1.8%;610
CENTRO-OESTE;52;GO;520800;FORMOSA;56;2.93%;114;5.96%;1.281;67%;257;13.44%;132;6.9%;72;3.77%;1.912
CENTRO-OESTE;52;GO;520810;FORMOSO;2;0.93%;10;4.63%;143;66.2%;30;13.89%;20;9.26%;11;5.09%;216
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;3;1.2%;10;4%;182;72.8%;28;11.2%;14;5.6%;13;5.2%;250
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;10;1.52%;38;5.77%;434;65.86%;79;11.99%;57;8.65%;41;6.22%;659
CENTRO-OESTE;52;GO;520850;GOIANDIRA;1;0.91%;5;4.55%;68;61.82%;7;6.36%;15;13.64%;14;12.73%;110
CENTRO-OESTE;52;GO;520860;GOIANESIA;37;2.64%;56;3.99%;954;68.05%;189;13.48%;102;7.28%;64;4.56%;1.402
CENTRO-OESTE;52;GO;520870;GOIANIA;340;1.29%;864;3.28%;17.787;67.6%;3.924;14.91%;2.171;8.25%;1.228;4.67%;26.314
CENTRO-OESTE;52;GO;520880;GOIANIRA;61;1.62%;162;4.31%;2.494;66.37%;553;14.72%;309;8.22%;179;4.76%;3.758
CENTRO-OESTE;52;GO;520890;GOIAS;15;1.94%;25;3.23%;457;59.12%;121;15.65%;86;11.13%;69;8.93%;773
CENTRO-OESTE;52;GO;520910;GOIATUBA;19;1.6%;54;4.55%;736;62.06%;180;15.18%;124;10.46%;73;6.16%;1.186
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;4;1.33%;22;7.31%;200;66.45%;38;12.62%;25;8.31%;12;3.99%;301
CENTRO-OESTE;52;GO;520920;GUAPO;17;1.33%;38;2.97%;885;69.09%;179;13.97%;105;8.2%;57;4.45%;1.281
CENTRO-OESTE;52;GO;520929;GUARAITA;3;2.94%;2;1.96%;68;66.67%;14;13.73%;7;6.86%;8;7.84%;102
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;4;2.35%;11;6.47%;107;62.94%;26;15.29%;15;8.82%;7;4.12%;170
CENTRO-OESTE;52;GO;520945;GUARINOS;2;3.77%;1;1.89%;36;67.92%;4;7.55%;4;7.55%;6;11.32%;53
CENTRO-OESTE;52;GO;520960;HEITORAI;6;3.21%;11;5.88%;108;57.75%;29;15.51%;14;7.49%;19;10.16%;187
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;12;0.83%;51;3.51%;1.023;70.5%;196;13.51%;113;7.79%;56;3.86%;1.451
CENTRO-OESTE;52;GO;520980;HIDROLINA;0;-;3;4%;43;57.33%;19;25.33%;6;8%;4;5.33%;75
CENTRO-OESTE;52;GO;520990;IACIARA;13;2.36%;16;2.91%;361;65.64%;85;15.45%;45;8.18%;30;5.45%;550
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;0;-;11;4.09%;159;59.11%;50;18.59%;27;10.04%;22;8.18%;269
CENTRO-OESTE;52;GO;520995;INDIARA;11;1.68%;32;4.89%;416;63.51%;83;12.67%;65;9.92%;48;7.33%;655
CENTRO-OESTE;52;GO;521000;INHUMAS;30;1.6%;78;4.15%;1.116;59.42%;318;16.93%;204;10.86%;132;7.03%;1.878
CENTRO-OESTE;52;GO;521010;IPAMERI;12;1.02%;44;3.75%;741;63.17%;187;15.94%;119;10.14%;70;5.97%;1.173
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;0;-;2;1.37%;98;67.12%;20;13.7%;17;11.64%;9;6.16%;146
CENTRO-OESTE;52;GO;521020;IPORA;8;1.34%;24;4.02%;388;64.99%;84;14.07%;57;9.55%;36;6.03%;597
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;0;-;4;5.26%;50;65.79%;7;9.21%;8;10.53%;7;9.21%;76
CENTRO-OESTE;52;GO;521040;ITABERAI;38;2.19%;41;2.36%;1.068;61.52%;300;17.28%;176;10.14%;113;6.51%;1.736
CENTRO-OESTE;52;GO;521056;ITAGUARI;2;1.01%;3;1.51%;128;64.32%;34;17.09%;21;10.55%;11;5.53%;199
CENTRO-OESTE;52;GO;521060;ITAGUARU;1;0.62%;2;1.23%;107;66.05%;29;17.9%;15;9.26%;8;4.94%;162
CENTRO-OESTE;52;GO;521080;ITAJA;0;-;2;1.49%;88;65.67%;24;17.91%;13;9.7%;7;5.22%;134
CENTRO-OESTE;52;GO;521090;ITAPACI;18;4.89%;9;2.45%;204;55.43%;53;14.4%;51;13.86%;33;8.97%;368
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;10;4.44%;11;4.89%;133;59.11%;35;15.56%;25;11.11%;11;4.89%;225
CENTRO-OESTE;52;GO;521120;ITAPURANGA;14;2.24%;17;2.72%;384;61.54%;108;17.31%;65;10.42%;36;5.77%;624
CENTRO-OESTE;52;GO;521130;ITARUMA;2;0.91%;8;3.65%;128;58.45%;44;20.09%;18;8.22%;19;8.68%;219
CENTRO-OESTE;52;GO;521140;ITAUCU;3;0.67%;14;3.12%;289;64.37%;66;14.7%;53;11.8%;24;5.35%;449
CENTRO-OESTE;52;GO;521150;ITUMBIARA;107;3.25%;110;3.34%;2.002;60.85%;532;16.17%;313;9.51%;226;6.87%;3.290
CENTRO-OESTE;52;GO;521160;IVOLANDIA;0;-;3;2.27%;65;49.24%;39;29.55%;18;13.64%;7;5.3%;132
CENTRO-OESTE;52;GO;521170;JANDAIA;0;-;6;3.31%;132;72.93%;20;11.05%;13;7.18%;10;5.52%;181
CENTRO-OESTE;52;GO;521180;JARAGUA;20;1.14%;64;3.65%;1.183;67.48%;259;14.77%;144;8.21%;83;4.73%;1.753
CENTRO-OESTE;52;GO;521190;JATAI;33;1.49%;71;3.21%;1.489;67.41%;310;14.03%;183;8.28%;123;5.57%;2.209
CENTRO-OESTE;52;GO;521200;JAUPACI;0;-;4;6.35%;40;63.49%;12;19.05%;3;4.76%;4;6.35%;63
CENTRO-OESTE;52;GO;521205;JESUPOLIS;0;-;3;2.91%;58;56.31%;24;23.3%;10;9.71%;8;7.77%;103
CENTRO-OESTE;52;GO;521210;JOVIANIA;2;0.49%;6;1.48%;269;66.42%;60;14.81%;44;10.86%;24;5.93%;405
CENTRO-OESTE;52;GO;521220;JUSSARA;10;1.1%;30;3.3%;537;59.01%;149;16.37%;107;11.76%;77;8.46%;910
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;1;0.91%;2;1.82%;79;71.82%;19;17.27%;5;4.55%;4;3.64%;110
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;10;2.33%;16;3.72%;270;62.79%;74;17.21%;40;9.3%;20;4.65%;430
CENTRO-OESTE;52;GO;521250;LUZIANIA;149;2.02%;350;4.74%;5.160;69.84%;955;12.93%;522;7.07%;252;3.41%;7.388
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;3;2.13%;4;2.84%;87;61.7%;23;16.31%;14;9.93%;10;7.09%;141
CENTRO-OESTE;52;GO;521270;MAMBAI;20;5.43%;21;5.71%;237;64.4%;42;11.41%;28;7.61%;20;5.43%;368
CENTRO-OESTE;52;GO;521280;MARA ROSA;4;0.68%;23;3.92%;397;67.63%;83;14.14%;54;9.2%;26;4.43%;587
CENTRO-OESTE;52;GO;521290;MARZAGAO;5;2.42%;4;1.93%;140;67.63%;28;13.53%;22;10.63%;8;3.86%;207
CENTRO-OESTE;52;GO;521295;MATRINCHA;0;-;18;8.22%;123;56.16%;39;17.81%;27;12.33%;12;5.48%;219
CENTRO-OESTE;52;GO;521300;MAURILANDIA;9;2.02%;19;4.27%;259;58.2%;66;14.83%;56;12.58%;36;8.09%;445
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;2;1.53%;4;3.05%;76;58.02%;24;18.32%;16;12.21%;9;6.87%;131
CENTRO-OESTE;52;GO;521308;MINACU;14;1.93%;27;3.72%;461;63.5%;116;15.98%;59;8.13%;49;6.75%;726
CENTRO-OESTE;52;GO;521310;MINEIROS;38;1.24%;110;3.59%;2.096;68.32%;437;14.24%;262;8.54%;125;4.07%;3.068
CENTRO-OESTE;52;GO;521340;MOIPORA;4;11.76%;0;-;21;61.76%;4;11.76%;3;8.82%;2;5.88%;34
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;8;2.52%;18;5.68%;223;70.35%;45;14.2%;17;5.36%;6;1.89%;317
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;0;-;6;2.7%;147;66.22%;30;13.51%;25;11.26%;14;6.31%;222
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;18;3.73%;16;3.31%;330;68.32%;52;10.77%;40;8.28%;27;5.59%;483
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;4;1.67%;13;5.44%;171;71.55%;28;11.72%;17;7.11%;6;2.51%;239
CENTRO-OESTE;52;GO;521380;MORRINHOS;18;1.8%;34;3.4%;589;58.9%;174;17.4%;86;8.6%;99;9.9%;1.000
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;2;3.03%;1;1.52%;36;54.55%;12;18.18%;8;12.12%;7;10.61%;66
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;9;5.26%;12;7.02%;93;54.39%;30;17.54%;20;11.7%;7;4.09%;171
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;14;2.61%;21;3.91%;347;64.62%;70;13.04%;47;8.75%;38;7.08%;537
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;8;1.91%;17;4.07%;281;67.22%;57;13.64%;42;10.05%;13;3.11%;418
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;1;0.61%;8;4.91%;102;62.58%;26;15.95%;21;12.88%;5;3.07%;163
CENTRO-OESTE;52;GO;521440;NAZARIO;5;1.93%;14;5.41%;144;55.6%;43;16.6%;30;11.58%;23;8.88%;259
CENTRO-OESTE;52;GO;521450;NEROPOLIS;26;2.15%;42;3.47%;743;61.35%;185;15.28%;143;11.81%;72;5.95%;1.211
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;34;2.1%;84;5.19%;1.073;66.36%;227;14.04%;135;8.35%;64;3.96%;1.617
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;1;0.77%;4;3.08%;79;60.77%;26;20%;12;9.23%;8;6.15%;130
CENTRO-OESTE;52;GO;521480;NOVA AURORA;3;2.78%;1;0.93%;64;59.26%;21;19.44%;11;10.19%;8;7.41%;108
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;8;3.57%;17;7.59%;142;63.39%;24;10.71%;20;8.93%;13;5.8%;224
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;6;3.37%;6;3.37%;113;63.48%;27;15.17%;10;5.62%;16;8.99%;178
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;2;1.08%;9;4.86%;128;69.19%;17;9.19%;23;12.43%;6;3.24%;185
CENTRO-OESTE;52;GO;521490;NOVA ROMA;2;0.98%;15;7.35%;143;70.1%;27;13.24%;9;4.41%;8;3.92%;204
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;5;1.28%;18;4.6%;252;64.45%;50;12.79%;39;9.97%;27;6.91%;391
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;0;-;6;4.26%;92;65.25%;23;16.31%;15;10.64%;5;3.55%;141
CENTRO-OESTE;52;GO;521523;NOVO GAMA;105;2.38%;181;4.11%;3.118;70.74%;532;12.07%;316;7.17%;156;3.54%;4.408
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;4;3.23%;3;2.42%;72;58.06%;23;18.55%;10;8.06%;12;9.68%;124
CENTRO-OESTE;52;GO;521530;ORIZONA;2;0.41%;15;3.07%;246;50.41%;103;21.11%;75;15.37%;47;9.63%;488
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;1;0.47%;4;1.87%;147;68.69%;34;15.89%;18;8.41%;10;4.67%;214
CENTRO-OESTE;52;GO;521550;OUVIDOR;2;1.28%;10;6.41%;84;53.85%;26;16.67%;24;15.38%;10;6.41%;156
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;57;4.03%;63;4.45%;931;65.8%;186;13.14%;97;6.86%;81;5.72%;1.415
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;0;-;8;8.6%;63;67.74%;13;13.98%;5;5.38%;4;4.3%;93
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;18;2.56%;44;6.27%;445;63.39%;91;12.96%;67;9.54%;37;5.27%;702
CENTRO-OESTE;52;GO;521580;PALMELO;1;0.61%;4;2.44%;106;64.63%;24;14.63%;15;9.15%;14;8.54%;164
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;7;3.89%;1;0.56%;112;62.22%;33;18.33%;17;9.44%;10;5.56%;180
CENTRO-OESTE;52;GO;521600;PANAMA;0;-;0;-;89;61.81%;27;18.75%;16;11.11%;12;8.33%;144
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;5;2.15%;10;4.29%;145;62.23%;40;17.17%;23;9.87%;10;4.29%;233
CENTRO-OESTE;52;GO;521640;PARAUNA;6;1.24%;12;2.47%;314;64.74%;75;15.46%;47;9.69%;31;6.39%;485
CENTRO-OESTE;52;GO;521645;PEROLANDIA;2;0.92%;4;1.84%;145;66.82%;30;13.82%;23;10.6%;13;5.99%;217
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;4;1.89%;9;4.25%;133;62.74%;33;15.57%;24;11.32%;9;4.25%;212
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;1;0.83%;6;4.96%;69;57.02%;22;18.18%;20;16.53%;3;2.48%;121
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;12;2.36%;18;3.54%;307;60.43%;83;16.34%;57;11.22%;31;6.1%;508
CENTRO-OESTE;52;GO;521720;PIRANHAS;4;1.1%;7;1.92%;243;66.58%;54;14.79%;36;9.86%;21;5.75%;365
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;16;1.84%;32;3.68%;562;64.6%;138;15.86%;76;8.74%;46;5.29%;870
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;15;2.01%;38;5.09%;445;59.65%;121;16.22%;79;10.59%;48;6.43%;746
