Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;7;6.42%;5;4.59%;47;43.12%;25;22.94%;13;11.93%;12;11.01%;109
CENTRO-OESTE;52;GO;520310;BALIZA;6;6.67%;4;4.44%;55;61.11%;14;15.56%;4;4.44%;7;7.78%;90
CENTRO-OESTE;52;GO;520320;BARRO ALTO;9;3.01%;7;2.34%;203;67.89%;46;15.38%;23;7.69%;11;3.68%;299
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;8;1.62%;12;2.43%;275;55.78%;118;23.94%;50;10.14%;30;6.09%;493
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;1;0.64%;5;3.18%;99;63.06%;25;15.92%;14;8.92%;13;8.28%;157
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;19;1.95%;31;3.18%;584;59.9%;160;16.41%;114;11.69%;67;6.87%;975
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;9;4.02%;7;3.13%;77;34.38%;34;15.18%;60;26.79%;37;16.52%;224
CENTRO-OESTE;52;GO;520357;BONOPOLIS;1;1.37%;6;8.22%;43;58.9%;14;19.18%;5;6.85%;4;5.48%;73
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;2;1.26%;6;3.77%;96;60.38%;26;16.35%;16;10.06%;13;8.18%;159
CENTRO-OESTE;52;GO;520380;BRITANIA;5;2.06%;3;1.23%;147;60.49%;47;19.34%;22;9.05%;19;7.82%;243
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;3;2.68%;3;2.68%;80;71.43%;14;12.5%;7;6.25%;5;4.46%;112
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;0;-;0;-;26;54.17%;9;18.75%;7;14.58%;6;12.5%;48
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;11;9.32%;5;4.24%;58;49.15%;22;18.64%;11;9.32%;11;9.32%;118
CENTRO-OESTE;52;GO;520400;CABECEIRAS;5;1.36%;16;4.34%;233;63.14%;64;17.34%;28;7.59%;23;6.23%;369
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;3;1.81%;7;4.22%;110;66.27%;27;16.27%;13;7.83%;6;3.61%;166
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;3;4.23%;2;2.82%;46;64.79%;12;16.9%;7;9.86%;1;1.41%;71
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;4;2.56%;9;5.77%;91;58.33%;31;19.87%;12;7.69%;9;5.77%;156
CENTRO-OESTE;52;GO;520430;CACU;4;1.28%;6;1.92%;205;65.71%;50;16.03%;34;10.9%;13;4.17%;312
CENTRO-OESTE;52;GO;520440;CAIAPONIA;4;1.26%;3;0.95%;210;66.25%;71;22.4%;15;4.73%;14;4.42%;317
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;7;0.71%;28;2.85%;670;68.3%;150;15.29%;77;7.85%;49;4.99%;981
CENTRO-OESTE;52;GO;520455;CALDAZINHA;0;-;2;2.15%;62;66.67%;10;10.75%;11;11.83%;8;8.6%;93
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;2;1.49%;3;2.24%;84;62.69%;26;19.4%;12;8.96%;7;5.22%;134
CENTRO-OESTE;52;GO;520465;CAMPINACU;2;1.38%;5;3.45%;111;76.55%;12;8.28%;11;7.59%;4;2.76%;145
CENTRO-OESTE;52;GO;520470;CAMPINORTE;6;2.88%;4;1.92%;137;65.87%;42;20.19%;12;5.77%;7;3.37%;208
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;0;-;0;-;74;73.27%;15;14.85%;9;8.91%;3;2.97%;101
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;0;-;2;1.26%;132;83.02%;16;10.06%;6;3.77%;3;1.89%;159
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;33;3.21%;46;4.47%;749;72.79%;117;11.37%;62;6.03%;22;2.14%;1.029
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;4;2.78%;6;4.17%;96;66.67%;19;13.19%;14;9.72%;5;3.47%;144
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;5;1.97%;7;2.76%;144;56.69%;50;19.69%;20;7.87%;28;11.02%;254
CENTRO-OESTE;52;GO;520505;CASTELANDIA;4;4.26%;2;2.13%;60;63.83%;13;13.83%;7;7.45%;8;8.51%;94
CENTRO-OESTE;52;GO;520510;CATALAO;5;0.81%;15;2.42%;412;66.45%;108;17.42%;53;8.55%;27;4.35%;620
CENTRO-OESTE;52;GO;520520;CATURAI;3;1.24%;7;2.89%;157;64.88%;40;16.53%;23;9.5%;12;4.96%;242
CENTRO-OESTE;52;GO;520530;CAVALCANTE;12;4.17%;24;8.33%;171;59.38%;40;13.89%;24;8.33%;17;5.9%;288
CENTRO-OESTE;52;GO;520540;CERES;8;1.7%;22;4.67%;289;61.36%;72;15.29%;46;9.77%;34;7.22%;471
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;2;2.27%;63;71.59%;13;14.77%;6;6.82%;4;4.55%;88
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;4;1.05%;7;1.84%;251;65.88%;65;17.06%;41;10.76%;13;3.41%;381
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;48;3.56%;65;4.83%;878;65.18%;212;15.74%;91;6.76%;53;3.93%;1.347
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;8;1.19%;19;2.82%;461;68.4%;96;14.24%;57;8.46%;33;4.9%;674
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;6;3.3%;7;3.85%;118;64.84%;32;17.58%;12;6.59%;7;3.85%;182
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;2.78%;0;-;19;52.78%;4;11.11%;9;25%;3;8.33%;36
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;6;2.78%;18;8.33%;145;67.13%;30;13.89%;8;3.7%;9;4.17%;216
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;5;2.87%;6;3.45%;115;66.09%;24;13.79%;15;8.62%;9;5.17%;174
CENTRO-OESTE;52;GO;520620;CRISTALINA;23;1.78%;45;3.49%;894;69.36%;167;12.96%;110;8.53%;50;3.88%;1.289
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;2;4%;0;-;38;76%;4;8%;4;8%;2;4%;50
CENTRO-OESTE;52;GO;520640;CRIXAS;7;3.48%;8;3.98%;122;60.7%;28;13.93%;19;9.45%;17;8.46%;201
CENTRO-OESTE;52;GO;520650;CROMINIA;2;2.44%;1;1.22%;43;52.44%;18;21.95%;9;10.98%;9;10.98%;82
CENTRO-OESTE;52;GO;520660;CUMARI;2;5.71%;0;-;19;54.29%;9;25.71%;3;8.57%;2;5.71%;35
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;8;7.14%;6;5.36%;63;56.25%;18;16.07%;11;9.82%;6;5.36%;112
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;1;1.45%;4;5.8%;39;56.52%;13;18.84%;7;10.14%;5;7.25%;69
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;3;4.35%;3;4.35%;39;56.52%;13;18.84%;6;8.7%;5;7.25%;69
CENTRO-OESTE;52;GO;520710;DIORAMA;3;2.91%;1;0.97%;60;58.25%;18;17.48%;13;12.62%;8;7.77%;103
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;6;3.47%;4;2.31%;119;68.79%;27;15.61%;11;6.36%;6;3.47%;173
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;2;1%;12;5.97%;139;69.15%;25;12.44%;15;7.46%;8;3.98%;201
CENTRO-OESTE;52;GO;520735;EDEALINA;0;-;2;1.38%;96;66.21%;34;23.45%;8;5.52%;5;3.45%;145
CENTRO-OESTE;52;GO;520740;EDEIA;2;1.41%;1;0.7%;104;73.24%;17;11.97%;11;7.75%;7;4.93%;142
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;0;-;2;6.67%;19;63.33%;7;23.33%;1;3.33%;1;3.33%;30
CENTRO-OESTE;52;GO;520753;FAINA;4;1.72%;6;2.59%;113;48.71%;62;26.72%;34;14.66%;13;5.6%;232
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;4;3.85%;3;2.88%;60;57.69%;17;16.35%;12;11.54%;8;7.69%;104
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;6;2.36%;7;2.76%;175;68.9%;30;11.81%;26;10.24%;10;3.94%;254
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;16;5.02%;26;8.15%;206;64.58%;42;13.17%;22;6.9%;7;2.19%;319
CENTRO-OESTE;52;GO;520800;FORMOSA;88;3.89%;95;4.19%;1.569;69.27%;314;13.86%;140;6.18%;59;2.6%;2.265
CENTRO-OESTE;52;GO;520810;FORMOSO;7;3.85%;7;3.85%;110;60.44%;36;19.78%;17;9.34%;5;2.75%;182
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;4;2.37%;1;0.59%;103;60.95%;42;24.85%;13;7.69%;6;3.55%;169
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;4;2.19%;8;4.37%;123;67.21%;33;18.03%;11;6.01%;4;2.19%;183
CENTRO-OESTE;52;GO;520850;GOIANDIRA;1;1.41%;0;-;32;45.07%;18;25.35%;14;19.72%;6;8.45%;71
CENTRO-OESTE;52;GO;520860;GOIANESIA;23;2.44%;14;1.49%;681;72.37%;112;11.9%;69;7.33%;42;4.46%;941
CENTRO-OESTE;52;GO;520870;GOIANIA;60;2.25%;54;2.02%;1.757;65.83%;446;16.71%;217;8.13%;135;5.06%;2.669
CENTRO-OESTE;52;GO;520880;GOIANIRA;28;2.06%;39;2.88%;927;68.36%;204;15.04%;98;7.23%;60;4.42%;1.356
CENTRO-OESTE;52;GO;520890;GOIAS;10;2.52%;14;3.53%;239;60.2%;59;14.86%;45;11.34%;30;7.56%;397
CENTRO-OESTE;52;GO;520910;GOIATUBA;24;3.28%;34;4.65%;436;59.64%;121;16.55%;62;8.48%;54;7.39%;731
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;1;0.67%;2;1.34%;97;65.1%;12;8.05%;26;17.45%;11;7.38%;149
CENTRO-OESTE;52;GO;520920;GUAPO;14;4.2%;16;4.8%;167;50.15%;67;20.12%;36;10.81%;33;9.91%;333
CENTRO-OESTE;52;GO;520929;GUARAITA;3;5.17%;2;3.45%;36;62.07%;10;17.24%;2;3.45%;5;8.62%;58
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;10;4.18%;6;2.51%;159;66.53%;40;16.74%;14;5.86%;10;4.18%;239
CENTRO-OESTE;52;GO;520945;GUARINOS;1;1.54%;4;6.15%;40;61.54%;9;13.85%;9;13.85%;2;3.08%;65
CENTRO-OESTE;52;GO;520960;HEITORAI;1;1.22%;1;1.22%;51;62.2%;14;17.07%;9;10.98%;6;7.32%;82
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;13;3%;9;2.07%;249;57.37%;81;18.66%;42;9.68%;40;9.22%;434
CENTRO-OESTE;52;GO;520980;HIDROLINA;6;6.67%;4;4.44%;56;62.22%;16;17.78%;3;3.33%;5;5.56%;90
CENTRO-OESTE;52;GO;520990;IACIARA;12;1.9%;12;1.9%;534;84.76%;37;5.87%;21;3.33%;14;2.22%;630
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;0;-;3;5.08%;40;67.8%;8;13.56%;3;5.08%;5;8.47%;59
CENTRO-OESTE;52;GO;520995;INDIARA;7;2.81%;8;3.21%;170;68.27%;35;14.06%;14;5.62%;15;6.02%;249
CENTRO-OESTE;52;GO;521000;INHUMAS;11;1.28%;20;2.32%;479;55.57%;229;26.57%;84;9.74%;39;4.52%;862
CENTRO-OESTE;52;GO;521010;IPAMERI;7;1.53%;14;3.06%;298;65.21%;84;18.38%;30;6.56%;24;5.25%;457
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;2;3.17%;1;1.59%;39;61.9%;7;11.11%;8;12.7%;6;9.52%;63
CENTRO-OESTE;52;GO;521020;IPORA;6;2.51%;6;2.51%;122;51.05%;49;20.5%;29;12.13%;27;11.3%;239
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;1;1.41%;3;4.23%;50;70.42%;9;12.68%;7;9.86%;1;1.41%;71
CENTRO-OESTE;52;GO;521040;ITABERAI;16;1.65%;22;2.27%;318;32.82%;190;19.61%;204;21.05%;219;22.6%;969
CENTRO-OESTE;52;GO;521056;ITAGUARI;5;6.58%;0;-;56;73.68%;8;10.53%;5;6.58%;2;2.63%;76
CENTRO-OESTE;52;GO;521060;ITAGUARU;2;1.67%;1;0.83%;74;61.67%;16;13.33%;15;12.5%;12;10%;120
CENTRO-OESTE;52;GO;521080;ITAJA;1;1.82%;1;1.82%;38;69.09%;6;10.91%;7;12.73%;2;3.64%;55
CENTRO-OESTE;52;GO;521090;ITAPACI;20;5.6%;9;2.52%;201;56.3%;67;18.77%;36;10.08%;24;6.72%;357
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;7;3.18%;15;6.82%;119;54.09%;35;15.91%;26;11.82%;18;8.18%;220
CENTRO-OESTE;52;GO;521120;ITAPURANGA;4;1.38%;3;1.03%;177;61.03%;49;16.9%;31;10.69%;26;8.97%;290
CENTRO-OESTE;52;GO;521130;ITARUMA;1;1.3%;2;2.6%;49;63.64%;14;18.18%;7;9.09%;4;5.19%;77
CENTRO-OESTE;52;GO;521140;ITAUCU;2;2.06%;2;2.06%;61;62.89%;20;20.62%;6;6.19%;6;6.19%;97
CENTRO-OESTE;52;GO;521150;ITUMBIARA;27;2.1%;47;3.66%;783;60.93%;227;17.67%;129;10.04%;72;5.6%;1.285
CENTRO-OESTE;52;GO;521160;IVOLANDIA;4;3.74%;4;3.74%;69;64.49%;16;14.95%;7;6.54%;7;6.54%;107
CENTRO-OESTE;52;GO;521170;JANDAIA;3;1.76%;5;2.94%;103;60.59%;37;21.76%;13;7.65%;9;5.29%;170
CENTRO-OESTE;52;GO;521180;JARAGUA;11;1.43%;24;3.11%;523;67.83%;105;13.62%;70;9.08%;38;4.93%;771
CENTRO-OESTE;52;GO;521190;JATAI;27;2.05%;24;1.82%;904;68.48%;203;15.38%;102;7.73%;60;4.55%;1.320
CENTRO-OESTE;52;GO;521200;JAUPACI;1;1.92%;3;5.77%;37;71.15%;6;11.54%;3;5.77%;2;3.85%;52
CENTRO-OESTE;52;GO;521205;JESUPOLIS;2;2.44%;4;4.88%;55;67.07%;15;18.29%;3;3.66%;3;3.66%;82
CENTRO-OESTE;52;GO;521210;JOVIANIA;2;2.44%;2;2.44%;52;63.41%;14;17.07%;9;10.98%;3;3.66%;82
CENTRO-OESTE;52;GO;521220;JUSSARA;11;2.93%;7;1.87%;214;57.07%;75;20%;36;9.6%;32;8.53%;375
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;1;4.76%;0;-;12;57.14%;5;23.81%;3;14.29%;0;-;21
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;10;4.12%;8;3.29%;156;64.2%;34;13.99%;22;9.05%;13;5.35%;243
CENTRO-OESTE;52;GO;521250;LUZIANIA;67;2.04%;97;2.96%;2.352;71.77%;469;14.31%;170;5.19%;122;3.72%;3.277
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;0;-;0;-;35;50.72%;14;20.29%;12;17.39%;8;11.59%;69
CENTRO-OESTE;52;GO;521270;MAMBAI;9;3.93%;5;2.18%;124;54.15%;42;18.34%;30;13.1%;19;8.3%;229
CENTRO-OESTE;52;GO;521280;MARA ROSA;5;2.43%;3;1.46%;142;68.93%;27;13.11%;15;7.28%;14;6.8%;206
CENTRO-OESTE;52;GO;521290;MARZAGAO;1;0.87%;4;3.48%;68;59.13%;29;25.22%;9;7.83%;4;3.48%;115
CENTRO-OESTE;52;GO;521295;MATRINCHA;0;-;2;2.33%;59;68.6%;12;13.95%;8;9.3%;5;5.81%;86
CENTRO-OESTE;52;GO;521300;MAURILANDIA;3;1.11%;5;1.85%;177;65.56%;47;17.41%;28;10.37%;10;3.7%;270
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;1;0.93%;6;5.61%;68;63.55%;14;13.08%;12;11.21%;6;5.61%;107
CENTRO-OESTE;52;GO;521308;MINACU;17;3.74%;26;5.71%;310;68.13%;51;11.21%;32;7.03%;19;4.18%;455
CENTRO-OESTE;52;GO;521310;MINEIROS;10;1.42%;18;2.55%;477;67.66%;106;15.04%;58;8.23%;36;5.11%;705
CENTRO-OESTE;52;GO;521340;MOIPORA;1;1.56%;2;3.13%;36;56.25%;10;15.63%;6;9.38%;9;14.06%;64
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;23;6.52%;13;3.68%;223;63.17%;40;11.33%;25;7.08%;29;8.22%;353
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;8;4.94%;6;3.7%;96;59.26%;34;20.99%;10;6.17%;8;4.94%;162
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;4;2.45%;2;1.23%;113;69.33%;31;19.02%;10;6.13%;3;1.84%;163
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;2;1.87%;2;1.87%;80;74.77%;13;12.15%;3;2.8%;7;6.54%;107
CENTRO-OESTE;52;GO;521380;MORRINHOS;20;2.3%;9;1.04%;550;63.36%;171;19.7%;63;7.26%;55;6.34%;868
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;1;2.08%;0;-;34;70.83%;7;14.58%;5;10.42%;1;2.08%;48
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;1;0.95%;1;0.95%;66;62.86%;19;18.1%;10;9.52%;8;7.62%;105
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;13;5.2%;9;3.6%;129;51.6%;49;19.6%;28;11.2%;22;8.8%;250
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;11;5.91%;6;3.23%;107;57.53%;36;19.35%;14;7.53%;12;6.45%;186
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;3;3.37%;1;1.12%;59;66.29%;15;16.85%;6;6.74%;5;5.62%;89
CENTRO-OESTE;52;GO;521440;NAZARIO;4;1.99%;2;1%;57;28.36%;66;32.84%;47;23.38%;25;12.44%;201
CENTRO-OESTE;52;GO;521450;NEROPOLIS;14;2.69%;21;4.04%;343;65.96%;70;13.46%;41;7.88%;31;5.96%;520
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;27;3.29%;40;4.87%;527;64.19%;132;16.08%;58;7.06%;37;4.51%;821
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;4;4.3%;4;4.3%;53;56.99%;19;20.43%;8;8.6%;5;5.38%;93
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;0;-;36;81.82%;5;11.36%;3;6.82%;0;-;44
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;12;3.76%;11;3.45%;179;56.11%;59;18.5%;32;10.03%;26;8.15%;319
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;10;4.39%;14;6.14%;147;64.47%;34;14.91%;12;5.26%;11;4.82%;228
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;2;1.77%;5;4.42%;87;76.99%;9;7.96%;7;6.19%;3;2.65%;113
CENTRO-OESTE;52;GO;521490;NOVA ROMA;5;2.94%;5;2.94%;127;74.71%;22;12.94%;8;4.71%;3;1.76%;170
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;3;2.08%;8;5.56%;115;79.86%;9;6.25%;5;3.47%;4;2.78%;144
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;1;1.79%;5;8.93%;34;60.71%;7;12.5%;5;8.93%;4;7.14%;56
CENTRO-OESTE;52;GO;521523;NOVO GAMA;82;4.69%;85;4.87%;1.220;69.83%;195;11.16%;89;5.09%;76;4.35%;1.747
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;4;2.99%;11;8.21%;87;64.93%;17;12.69%;10;7.46%;5;3.73%;134
CENTRO-OESTE;52;GO;521530;ORIZONA;1;0.58%;7;4.05%;68;39.31%;24;13.87%;30;17.34%;43;24.86%;173
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;2;3.28%;1;1.64%;47;77.05%;8;13.11%;1;1.64%;2;3.28%;61
CENTRO-OESTE;52;GO;521550;OUVIDOR;3;2.78%;4;3.7%;67;62.04%;18;16.67%;10;9.26%;6;5.56%;108
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;24;3.28%;19;2.6%;397;54.23%;130;17.76%;100;13.66%;62;8.47%;732
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;2;2.6%;3;3.9%;49;63.64%;13;16.88%;7;9.09%;3;3.9%;77
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;19;4.28%;8;1.8%;120;27.03%;70;15.77%;95;21.4%;132;29.73%;444
CENTRO-OESTE;52;GO;521580;PALMELO;2;5.88%;2;5.88%;19;55.88%;1;2.94%;8;23.53%;2;5.88%;34
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;0;-;1;1.82%;28;50.91%;11;20%;13;23.64%;2;3.64%;55
CENTRO-OESTE;52;GO;521600;PANAMA;0;-;1;1.06%;36;38.3%;24;25.53%;16;17.02%;17;18.09%;94
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;1;0.96%;2;1.92%;70;67.31%;20;19.23%;7;6.73%;4;3.85%;104
CENTRO-OESTE;52;GO;521640;PARAUNA;4;1.76%;7;3.08%;111;48.9%;47;20.7%;35;15.42%;23;10.13%;227
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;1.03%;2;2.06%;61;62.89%;20;20.62%;5;5.15%;8;8.25%;97
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;5;3.47%;3;2.08%;104;72.22%;16;11.11%;6;4.17%;10;6.94%;144
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;0;-;1;1.79%;30;53.57%;6;10.71%;12;21.43%;7;12.5%;56
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;13;3.49%;7;1.88%;235;63.17%;62;16.67%;35;9.41%;20;5.38%;372
CENTRO-OESTE;52;GO;521720;PIRANHAS;6;2.23%;7;2.6%;176;65.43%;46;17.1%;20;7.43%;14;5.2%;269
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;16;2.91%;11;2%;367;66.73%;96;17.45%;38;6.91%;22;4%;550
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;10;2.66%;12;3.19%;154;40.96%;94;25%;54;14.36%;52;13.83%;376
CENTRO-OESTE;52;GO;521760;PLANALTINA;88;3.77%;91;3.89%;1.573;67.31%;321;13.74%;167;7.15%;97;4.15%;2.337
CENTRO-OESTE;52;GO;521770;PONTALINA;6;1.43%;16;3.81%;292;69.52%;55;13.1%;33;7.86%;18;4.29%;420
