Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;1;2.13%;1;2.13%;31;65.96%;4;8.51%;7;14.89%;3;6.38%;47
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;0;-;3;1.46%;120;58.54%;38;18.54%;27;13.17%;17;8.29%;205
CENTRO-OESTE;52;GO;520310;BALIZA;1;0.93%;4;3.74%;55;51.4%;24;22.43%;14;13.08%;9;8.41%;107
CENTRO-OESTE;52;GO;520320;BARRO ALTO;8;3.08%;13;5%;181;69.62%;27;10.38%;18;6.92%;13;5%;260
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;13;1.42%;28;3.05%;561;61.11%;164;17.86%;99;10.78%;53;5.77%;918
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;6;2.54%;14;5.93%;146;61.86%;28;11.86%;24;10.17%;18;7.63%;236
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;11;2.03%;19;3.51%;357;65.99%;67;12.38%;58;10.72%;29;5.36%;541
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;6;1.76%;10;2.94%;208;61.18%;58;17.06%;34;10%;24;7.06%;340
CENTRO-OESTE;52;GO;520357;BONOPOLIS;5;5.49%;10;10.99%;49;53.85%;11;12.09%;12;13.19%;4;4.4%;91
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;5;2.42%;10;4.83%;128;61.84%;36;17.39%;18;8.7%;10;4.83%;207
CENTRO-OESTE;52;GO;520380;BRITANIA;3;1.68%;3;1.68%;86;48.04%;33;18.44%;41;22.91%;13;7.26%;179
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;5;2.43%;4;1.94%;122;59.22%;29;14.08%;29;14.08%;17;8.25%;206
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;0;-;4;5.13%;51;65.38%;14;17.95%;6;7.69%;3;3.85%;78
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;7;4.83%;9;6.21%;79;54.48%;28;19.31%;12;8.28%;10;6.9%;145
CENTRO-OESTE;52;GO;520400;CABECEIRAS;3;0.74%;4;0.98%;279;68.55%;61;14.99%;38;9.34%;22;5.41%;407
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;6;1.24%;10;2.07%;263;54.56%;87;18.05%;59;12.24%;57;11.83%;482
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;1;1.37%;3;4.11%;53;72.6%;9;12.33%;6;8.22%;1;1.37%;73
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;5;2.12%;5;2.12%;141;59.75%;39;16.53%;30;12.71%;16;6.78%;236
CENTRO-OESTE;52;GO;520430;CACU;4;0.89%;10;2.24%;303;67.79%;62;13.87%;41;9.17%;27;6.04%;447
CENTRO-OESTE;52;GO;520440;CAIAPONIA;6;2.14%;2;0.71%;158;56.43%;57;20.36%;36;12.86%;21;7.5%;280
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;21;2.02%;55;5.28%;658;63.15%;144;13.82%;109;10.46%;55;5.28%;1.042
CENTRO-OESTE;52;GO;520455;CALDAZINHA;2;0.57%;7;2%;219;62.57%;66;18.86%;36;10.29%;20;5.71%;350
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;2;1.33%;8;5.33%;93;62%;25;16.67%;12;8%;10;6.67%;150
CENTRO-OESTE;52;GO;520465;CAMPINACU;4;1.69%;13;5.49%;140;59.07%;41;17.3%;29;12.24%;10;4.22%;237
CENTRO-OESTE;52;GO;520470;CAMPINORTE;4;1.12%;18;5.06%;223;62.64%;65;18.26%;30;8.43%;16;4.49%;356
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;2;0.82%;4;1.64%;136;55.74%;50;20.49%;21;8.61%;31;12.7%;244
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;4;1.79%;9;4.02%;164;73.21%;28;12.5%;13;5.8%;6;2.68%;224
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;23;2.58%;46;5.17%;609;68.43%;118;13.26%;59;6.63%;35;3.93%;890
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;12;8.22%;11;7.53%;87;59.59%;15;10.27%;14;9.59%;7;4.79%;146
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;10;4.07%;4;1.63%;143;58.13%;38;15.45%;27;10.98%;24;9.76%;246
CENTRO-OESTE;52;GO;520505;CASTELANDIA;2;1.53%;1;0.76%;81;61.83%;27;20.61%;12;9.16%;8;6.11%;131
CENTRO-OESTE;52;GO;520510;CATALAO;7;0.71%;35;3.54%;648;65.45%;157;15.86%;76;7.68%;67;6.77%;990
CENTRO-OESTE;52;GO;520520;CATURAI;8;3.23%;10;4.03%;157;63.31%;45;18.15%;19;7.66%;9;3.63%;248
CENTRO-OESTE;52;GO;520530;CAVALCANTE;12;2.18%;46;8.36%;387;70.36%;58;10.55%;28;5.09%;19;3.45%;550
CENTRO-OESTE;52;GO;520540;CERES;4;0.86%;10;2.15%;294;63.09%;71;15.24%;53;11.37%;34;7.3%;466
CENTRO-OESTE;52;GO;520545;CEZARINA;3;0.71%;9;2.13%;261;61.7%;70;16.55%;46;10.87%;34;8.04%;423
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;4;0.59%;11;1.63%;448;66.47%;116;17.21%;67;9.94%;28;4.15%;674
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;60;2.69%;99;4.44%;1.511;67.73%;281;12.6%;170;7.62%;110;4.93%;2.231
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;8;1.51%;20;3.77%;376;70.94%;63;11.89%;43;8.11%;20;3.77%;530
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;15;7.18%;14;6.7%;139;66.51%;23;11%;13;6.22%;5;2.39%;209
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;0;-;4;3.31%;69;57.02%;21;17.36%;15;12.4%;12;9.92%;121
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;1;0.48%;10;4.76%;136;64.76%;37;17.62%;14;6.67%;12;5.71%;210
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;3;0.99%;6;1.97%;170;55.92%;69;22.7%;41;13.49%;15;4.93%;304
CENTRO-OESTE;52;GO;520620;CRISTALINA;36;1.45%;78;3.14%;1.632;65.7%;375;15.1%;216;8.7%;147;5.92%;2.484
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;0;-;3;4.48%;32;47.76%;15;22.39%;10;14.93%;7;10.45%;67
CENTRO-OESTE;52;GO;520640;CRIXAS;18;3.25%;35;6.32%;341;61.55%;82;14.8%;47;8.48%;31;5.6%;554
CENTRO-OESTE;52;GO;520650;CROMINIA;1;0.71%;2;1.43%;86;61.43%;24;17.14%;20;14.29%;7;5%;140
CENTRO-OESTE;52;GO;520660;CUMARI;0;-;6;6.19%;61;62.89%;12;12.37%;12;12.37%;6;6.19%;97
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;9;5.29%;12;7.06%;88;51.76%;33;19.41%;15;8.82%;13;7.65%;170
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;2;1.49%;7;5.22%;85;63.43%;14;10.45%;16;11.94%;10;7.46%;134
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;1;0.98%;1;0.98%;57;55.88%;23;22.55%;13;12.75%;7;6.86%;102
CENTRO-OESTE;52;GO;520710;DIORAMA;1;1%;2;2%;63;63%;21;21%;10;10%;3;3%;100
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;7;3.48%;6;2.99%;129;64.18%;23;11.44%;21;10.45%;15;7.46%;201
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;3;0.96%;8;2.55%;195;62.1%;45;14.33%;35;11.15%;28;8.92%;314
CENTRO-OESTE;52;GO;520735;EDEALINA;7;2.94%;7;2.94%;136;57.14%;40;16.81%;24;10.08%;24;10.08%;238
CENTRO-OESTE;52;GO;520740;EDEIA;4;0.72%;18;3.26%;362;65.58%;86;15.58%;50;9.06%;32;5.8%;552
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;0;-;6;8.22%;48;65.75%;6;8.22%;7;9.59%;6;8.22%;73
CENTRO-OESTE;52;GO;520753;FAINA;2;1.71%;5;4.27%;56;47.86%;24;20.51%;18;15.38%;12;10.26%;117
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;7;4.4%;5;3.14%;81;50.94%;25;15.72%;20;12.58%;21;13.21%;159
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;3;1.02%;11;3.74%;163;55.44%;61;20.75%;30;10.2%;26;8.84%;294
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;16;4.06%;26;6.6%;261;66.24%;47;11.93%;28;7.11%;16;4.06%;394
CENTRO-OESTE;52;GO;520800;FORMOSA;33;2.17%;79;5.19%;996;65.44%;219;14.39%;117;7.69%;78;5.12%;1.522
CENTRO-OESTE;52;GO;520810;FORMOSO;3;1.6%;7;3.74%;113;60.43%;29;15.51%;23;12.3%;12;6.42%;187
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;3;1.17%;9;3.5%;179;69.65%;29;11.28%;26;10.12%;11;4.28%;257
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;13;2.67%;30;6.17%;297;61.11%;71;14.61%;49;10.08%;26;5.35%;486
CENTRO-OESTE;52;GO;520850;GOIANDIRA;1;0.72%;7;5.04%;95;68.35%;12;8.63%;17;12.23%;7;5.04%;139
CENTRO-OESTE;52;GO;520860;GOIANESIA;31;2.83%;47;4.29%;702;64.11%;157;14.34%;98;8.95%;60;5.48%;1.095
CENTRO-OESTE;52;GO;520870;GOIANIA;308;1.94%;462;2.91%;9.832;61.97%;2.435;15.35%;1.760;11.09%;1.068;6.73%;15.865
CENTRO-OESTE;52;GO;520880;GOIANIRA;23;0.9%;86;3.35%;1.631;63.49%;401;15.61%;270;10.51%;158;6.15%;2.569
CENTRO-OESTE;52;GO;520890;GOIAS;12;4.01%;13;4.35%;146;48.83%;54;18.06%;46;15.38%;28;9.36%;299
CENTRO-OESTE;52;GO;520910;GOIATUBA;25;2.57%;37;3.8%;630;64.75%;149;15.31%;83;8.53%;49;5.04%;973
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;1;0.49%;8;3.92%;140;68.63%;24;11.76%;22;10.78%;9;4.41%;204
CENTRO-OESTE;52;GO;520920;GUAPO;10;0.87%;37;3.23%;777;67.92%;158;13.81%;98;8.57%;64;5.59%;1.144
CENTRO-OESTE;52;GO;520929;GUARAITA;2;1.98%;3;2.97%;69;68.32%;11;10.89%;10;9.9%;6;5.94%;101
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;4;2.56%;6;3.85%;100;64.1%;30;19.23%;13;8.33%;3;1.92%;156
CENTRO-OESTE;52;GO;520945;GUARINOS;1;0.78%;0;-;93;72.66%;20;15.63%;6;4.69%;8;6.25%;128
CENTRO-OESTE;52;GO;520960;HEITORAI;11;4.56%;6;2.49%;132;54.77%;38;15.77%;33;13.69%;21;8.71%;241
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;16;1.47%;51;4.67%;682;62.45%;173;15.84%;110;10.07%;60;5.49%;1.092
CENTRO-OESTE;52;GO;520980;HIDROLINA;1;0.79%;4;3.17%;77;61.11%;22;17.46%;13;10.32%;9;7.14%;126
CENTRO-OESTE;52;GO;520990;IACIARA;15;3%;20;4%;320;64%;77;15.4%;44;8.8%;24;4.8%;500
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;1;0.33%;15;5%;191;63.67%;43;14.33%;31;10.33%;19;6.33%;300
CENTRO-OESTE;52;GO;520995;INDIARA;14;2.36%;30;5.06%;353;59.53%;100;16.86%;58;9.78%;38;6.41%;593
CENTRO-OESTE;52;GO;521000;INHUMAS;27;1.64%;65;3.94%;946;57.33%;279;16.91%;200;12.12%;133;8.06%;1.650
CENTRO-OESTE;52;GO;521010;IPAMERI;7;1.35%;25;4.82%;307;59.15%;70;13.49%;61;11.75%;49;9.44%;519
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;0;-;2;2.17%;67;72.83%;10;10.87%;8;8.7%;5;5.43%;92
CENTRO-OESTE;52;GO;521020;IPORA;11;2.43%;21;4.64%;255;56.29%;78;17.22%;49;10.82%;39;8.61%;453
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;1.63%;0;-;80;65.04%;18;14.63%;14;11.38%;9;7.32%;123
CENTRO-OESTE;52;GO;521040;ITABERAI;30;1.94%;34;2.2%;1.063;68.8%;196;12.69%;120;7.77%;102;6.6%;1.545
CENTRO-OESTE;52;GO;521056;ITAGUARI;0;-;4;2.55%;91;57.96%;29;18.47%;23;14.65%;10;6.37%;157
CENTRO-OESTE;52;GO;521060;ITAGUARU;0;-;4;3.28%;78;63.93%;20;16.39%;12;9.84%;8;6.56%;122
CENTRO-OESTE;52;GO;521080;ITAJA;2;0.9%;14;6.28%;132;59.19%;44;19.73%;17;7.62%;14;6.28%;223
CENTRO-OESTE;52;GO;521090;ITAPACI;6;2.28%;12;4.56%;124;47.15%;34;12.93%;42;15.97%;45;17.11%;263
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;6;2.24%;14;5.22%;168;62.69%;32;11.94%;30;11.19%;18;6.72%;268
CENTRO-OESTE;52;GO;521120;ITAPURANGA;17;3.29%;16;3.1%;288;55.81%;97;18.8%;52;10.08%;46;8.91%;516
CENTRO-OESTE;52;GO;521130;ITARUMA;1;0.69%;3;2.07%;95;65.52%;21;14.48%;13;8.97%;12;8.28%;145
CENTRO-OESTE;52;GO;521140;ITAUCU;2;0.72%;7;2.51%;178;63.8%;45;16.13%;32;11.47%;15;5.38%;279
CENTRO-OESTE;52;GO;521150;ITUMBIARA;48;1.66%;99;3.42%;1.654;57.11%;524;18.09%;357;12.33%;214;7.39%;2.896
CENTRO-OESTE;52;GO;521160;IVOLANDIA;1;0.84%;1;0.84%;48;40.34%;29;24.37%;23;19.33%;17;14.29%;119
CENTRO-OESTE;52;GO;521170;JANDAIA;8;2.94%;12;4.41%;147;54.04%;48;17.65%;34;12.5%;23;8.46%;272
CENTRO-OESTE;52;GO;521180;JARAGUA;26;2.66%;49;5.01%;569;58.18%;164;16.77%;105;10.74%;65;6.65%;978
CENTRO-OESTE;52;GO;521190;JATAI;21;1.33%;49;3.1%;1.037;65.51%;256;16.17%;135;8.53%;85;5.37%;1.583
CENTRO-OESTE;52;GO;521200;JAUPACI;4;6.25%;0;-;41;64.06%;10;15.63%;4;6.25%;5;7.81%;64
CENTRO-OESTE;52;GO;521205;JESUPOLIS;1;0.83%;5;4.13%;82;67.77%;16;13.22%;13;10.74%;4;3.31%;121
CENTRO-OESTE;52;GO;521210;JOVIANIA;4;1.75%;6;2.62%;147;64.19%;38;16.59%;22;9.61%;12;5.24%;229
CENTRO-OESTE;52;GO;521220;JUSSARA;16;2.2%;26;3.58%;413;56.89%;126;17.36%;95;13.09%;50;6.89%;726
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;2;3.03%;4;6.06%;35;53.03%;14;21.21%;7;10.61%;4;6.06%;66
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;7;1.67%;13;3.1%;261;62.29%;72;17.18%;37;8.83%;29;6.92%;419
CENTRO-OESTE;52;GO;521250;LUZIANIA;93;1.89%;210;4.27%;3.497;71.03%;609;12.37%;354;7.19%;160;3.25%;4.923
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;6;4.88%;4;3.25%;58;47.15%;21;17.07%;25;20.33%;9;7.32%;123
CENTRO-OESTE;52;GO;521270;MAMBAI;4;1.59%;5;1.98%;112;44.44%;95;37.7%;28;11.11%;8;3.17%;252
CENTRO-OESTE;52;GO;521280;MARA ROSA;12;3.83%;19;6.07%;221;70.61%;33;10.54%;22;7.03%;6;1.92%;313
CENTRO-OESTE;52;GO;521290;MARZAGAO;1;1.08%;5;5.38%;60;64.52%;16;17.2%;9;9.68%;2;2.15%;93
CENTRO-OESTE;52;GO;521295;MATRINCHA;1;0.85%;4;3.42%;74;63.25%;17;14.53%;15;12.82%;6;5.13%;117
CENTRO-OESTE;52;GO;521300;MAURILANDIA;7;2.16%;6;1.85%;84;25.93%;18;5.56%;24;7.41%;185;57.1%;324
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;3;2.88%;3;2.88%;59;56.73%;20;19.23%;14;13.46%;5;4.81%;104
CENTRO-OESTE;52;GO;521308;MINACU;11;1.36%;36;4.47%;499;61.91%;139;17.25%;79;9.8%;42;5.21%;806
CENTRO-OESTE;52;GO;521310;MINEIROS;46;2.04%;107;4.74%;1.487;65.88%;298;13.2%;202;8.95%;117;5.18%;2.257
CENTRO-OESTE;52;GO;521340;MOIPORA;2;2.2%;1;1.1%;53;58.24%;16;17.58%;15;16.48%;4;4.4%;91
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;14;3.27%;27;6.31%;284;66.36%;59;13.79%;34;7.94%;10;2.34%;428
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;4;2.01%;12;6.03%;121;60.8%;33;16.58%;18;9.05%;11;5.53%;199
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;16;4.09%;14;3.58%;242;61.89%;60;15.35%;40;10.23%;19;4.86%;391
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;6;3.11%;9;4.66%;109;56.48%;38;19.69%;20;10.36%;11;5.7%;193
CENTRO-OESTE;52;GO;521380;MORRINHOS;24;2.9%;30;3.62%;473;57.06%;150;18.09%;77;9.29%;75;9.05%;829
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;3;3.13%;5;5.21%;55;57.29%;19;19.79%;8;8.33%;6;6.25%;96
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;3;2.13%;4;2.84%;85;60.28%;22;15.6%;13;9.22%;14;9.93%;141
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;13;2.28%;21;3.68%;328;57.54%;91;15.96%;70;12.28%;47;8.25%;570
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;9;2.17%;15;3.62%;258;62.32%;63;15.22%;45;10.87%;24;5.8%;414
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;14;9.86%;9;6.34%;85;59.86%;18;12.68%;11;7.75%;5;3.52%;142
CENTRO-OESTE;52;GO;521440;NAZARIO;5;3.25%;6;3.9%;85;55.19%;28;18.18%;18;11.69%;12;7.79%;154
CENTRO-OESTE;52;GO;521450;NEROPOLIS;9;0.96%;25;2.66%;575;61.24%;183;19.49%;93;9.9%;54;5.75%;939
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;15;2.22%;27;3.99%;437;64.64%;101;14.94%;60;8.88%;36;5.33%;676
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;0;-;3;2.73%;65;59.09%;18;16.36%;13;11.82%;11;10%;110
CENTRO-OESTE;52;GO;521480;NOVA AURORA;1;0.87%;2;1.74%;70;60.87%;16;13.91%;14;12.17%;12;10.43%;115
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;14;5.79%;12;4.96%;127;52.48%;39;16.12%;22;9.09%;28;11.57%;242
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;5;2.54%;14;7.11%;111;56.35%;34;17.26%;18;9.14%;15;7.61%;197
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;4;2.41%;4;2.41%;102;61.45%;26;15.66%;20;12.05%;10;6.02%;166
CENTRO-OESTE;52;GO;521490;NOVA ROMA;7;4.35%;7;4.35%;105;65.22%;28;17.39%;9;5.59%;5;3.11%;161
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;2;0.66%;13;4.3%;191;63.25%;33;10.93%;43;14.24%;20;6.62%;302
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;0;-;8;7.14%;70;62.5%;16;14.29%;8;7.14%;10;8.93%;112
CENTRO-OESTE;52;GO;521523;NOVO GAMA;86;3.25%;140;5.29%;1.793;67.74%;311;11.75%;182;6.88%;135;5.1%;2.647
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;3;2.73%;6;5.45%;61;55.45%;18;16.36%;13;11.82%;9;8.18%;110
CENTRO-OESTE;52;GO;521530;ORIZONA;5;1.45%;6;1.74%;167;48.41%;81;23.48%;53;15.36%;33;9.57%;345
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;2;0.84%;8;3.38%;150;63.29%;34;14.35%;29;12.24%;14;5.91%;237
CENTRO-OESTE;52;GO;521550;OUVIDOR;3;2.5%;2;1.67%;71;59.17%;22;18.33%;12;10%;10;8.33%;120
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;20;3.28%;33;5.42%;380;62.4%;75;12.32%;61;10.02%;40;6.57%;609
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;2;2.27%;5;5.68%;63;71.59%;8;9.09%;8;9.09%;2;2.27%;88
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;16;4.1%;21;5.38%;235;60.26%;48;12.31%;45;11.54%;25;6.41%;390
CENTRO-OESTE;52;GO;521580;PALMELO;1;0.76%;3;2.27%;88;66.67%;19;14.39%;16;12.12%;5;3.79%;132
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;3;1.76%;6;3.53%;99;58.24%;27;15.88%;23;13.53%;12;7.06%;170
CENTRO-OESTE;52;GO;521600;PANAMA;4;3.1%;2;1.55%;83;64.34%;21;16.28%;12;9.3%;7;5.43%;129
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;4;1.91%;11;5.26%;147;70.33%;27;12.92%;11;5.26%;9;4.31%;209
CENTRO-OESTE;52;GO;521640;PARAUNA;1;0.25%;16;3.95%;233;57.53%;73;18.02%;45;11.11%;37;9.14%;405
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;0.77%;4;3.08%;93;71.54%;20;15.38%;9;6.92%;3;2.31%;130
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;2;1.17%;4;2.34%;97;56.73%;34;19.88%;17;9.94%;17;9.94%;171
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;3;2.83%;6;5.66%;60;56.6%;15;14.15%;14;13.21%;8;7.55%;106
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;7;1.81%;8;2.07%;242;62.69%;57;14.77%;39;10.1%;33;8.55%;386
CENTRO-OESTE;52;GO;521720;PIRANHAS;7;3.72%;7;3.72%;116;61.7%;29;15.43%;12;6.38%;17;9.04%;188
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;10;1.78%;23;4.09%;350;62.28%;82;14.59%;48;8.54%;49;8.72%;562
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;11;1.48%;41;5.53%;451;60.78%;113;15.23%;77;10.38%;49;6.6%;742
