Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;1;1.49%;1;1.49%;44;65.67%;8;11.94%;8;11.94%;5;7.46%;67
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;1;0.52%;4;2.07%;103;53.37%;50;25.91%;23;11.92%;12;6.22%;193
CENTRO-OESTE;52;GO;520310;BALIZA;3;2.46%;7;5.74%;73;59.84%;12;9.84%;17;13.93%;10;8.2%;122
CENTRO-OESTE;52;GO;520320;BARRO ALTO;16;5.56%;11;3.82%;198;68.75%;30;10.42%;21;7.29%;12;4.17%;288
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;12;1.64%;32;4.37%;438;59.75%;133;18.14%;75;10.23%;43;5.87%;733
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;5;1.77%;17;6.01%;190;67.14%;30;10.6%;22;7.77%;19;6.71%;283
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;14;1.88%;31;4.16%;486;65.23%;112;15.03%;64;8.59%;38;5.1%;745
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;5;0.98%;21;4.13%;349;68.7%;61;12.01%;51;10.04%;21;4.13%;508
CENTRO-OESTE;52;GO;520357;BONOPOLIS;4;1.68%;10;4.2%;162;68.07%;31;13.03%;18;7.56%;13;5.46%;238
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;3;1.16%;13;5.04%;170;65.89%;28;10.85%;33;12.79%;11;4.26%;258
CENTRO-OESTE;52;GO;520380;BRITANIA;2;0.65%;7;2.27%;180;58.44%;54;17.53%;38;12.34%;27;8.77%;308
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;6;2.56%;8;3.42%;159;67.95%;25;10.68%;23;9.83%;13;5.56%;234
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;0;-;1;0.59%;124;73.37%;25;14.79%;15;8.88%;4;2.37%;169
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;4;3.54%;4;3.54%;74;65.49%;16;14.16%;10;8.85%;5;4.42%;113
CENTRO-OESTE;52;GO;520400;CABECEIRAS;11;2.83%;12;3.08%;241;61.95%;60;15.42%;42;10.8%;23;5.91%;389
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;6;1.3%;12;2.6%;300;65.08%;67;14.53%;42;9.11%;34;7.38%;461
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;1;1.18%;4;4.71%;48;56.47%;21;24.71%;7;8.24%;4;4.71%;85
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;4;1.1%;18;4.96%;220;60.61%;54;14.88%;46;12.67%;21;5.79%;363
CENTRO-OESTE;52;GO;520430;CACU;6;1.27%;7;1.49%;311;66.03%;83;17.62%;37;7.86%;27;5.73%;471
CENTRO-OESTE;52;GO;520440;CAIAPONIA;1;0.32%;4;1.28%;212;67.73%;46;14.7%;34;10.86%;16;5.11%;313
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;49;1.98%;100;4.03%;1.337;53.89%;443;17.86%;393;15.84%;159;6.41%;2.481
CENTRO-OESTE;52;GO;520455;CALDAZINHA;2;0.58%;8;2.34%;221;64.62%;59;17.25%;37;10.82%;15;4.39%;342
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;1;0.73%;10;7.3%;82;59.85%;21;15.33%;13;9.49%;10;7.3%;137
CENTRO-OESTE;52;GO;520465;CAMPINACU;4;1.62%;10;4.05%;149;60.32%;41;16.6%;32;12.96%;11;4.45%;247
CENTRO-OESTE;52;GO;520470;CAMPINORTE;4;0.85%;20;4.25%;331;70.28%;70;14.86%;34;7.22%;12;2.55%;471
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;3;0.93%;5;1.55%;199;61.61%;46;14.24%;42;13%;28;8.67%;323
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;3;1.28%;6;2.56%;181;77.35%;23;9.83%;11;4.7%;10;4.27%;234
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;20;2.51%;36;4.52%;573;71.98%;87;10.93%;45;5.65%;35;4.4%;796
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;7;6.31%;6;5.41%;74;66.67%;10;9.01%;6;5.41%;8;7.21%;111
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;11;4.64%;12;5.06%;137;57.81%;39;16.46%;22;9.28%;16;6.75%;237
CENTRO-OESTE;52;GO;520505;CASTELANDIA;3;2.56%;6;5.13%;68;58.12%;18;15.38%;13;11.11%;9;7.69%;117
CENTRO-OESTE;52;GO;520510;CATALAO;15;0.92%;39;2.4%;1.069;65.7%;259;15.92%;162;9.96%;83;5.1%;1.627
CENTRO-OESTE;52;GO;520520;CATURAI;2;0.92%;4;1.83%;149;68.35%;31;14.22%;23;10.55%;9;4.13%;218
CENTRO-OESTE;52;GO;520530;CAVALCANTE;18;2.62%;44;6.41%;489;71.28%;73;10.64%;45;6.56%;17;2.48%;686
CENTRO-OESTE;52;GO;520540;CERES;7;1.4%;17;3.4%;330;66%;73;14.6%;50;10%;23;4.6%;500
CENTRO-OESTE;52;GO;520545;CEZARINA;2;0.45%;11;2.5%;284;64.55%;68;15.45%;47;10.68%;28;6.36%;440
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;10;1.15%;19;2.18%;586;67.2%;134;15.37%;91;10.44%;32;3.67%;872
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;47;1.9%;151;6.1%;1.742;70.36%;297;12%;149;6.02%;90;3.63%;2.476
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;15;2.26%;38;5.71%;466;70.08%;74;11.13%;44;6.62%;28;4.21%;665
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;17;7.83%;5;2.3%;132;60.83%;27;12.44%;25;11.52%;11;5.07%;217
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;0;-;2;2.44%;41;50%;13;15.85%;16;19.51%;10;12.2%;82
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;2;0.82%;7;2.88%;171;70.37%;35;14.4%;17;7%;11;4.53%;243
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;4;1.25%;9;2.8%;199;61.99%;71;22.12%;24;7.48%;14;4.36%;321
CENTRO-OESTE;52;GO;520620;CRISTALINA;60;2.38%;122;4.84%;1.686;66.88%;363;14.4%;168;6.66%;122;4.84%;2.521
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;2;2.08%;2;2.08%;53;55.21%;19;19.79%;14;14.58%;6;6.25%;96
CENTRO-OESTE;52;GO;520640;CRIXAS;7;1.29%;22;4.05%;379;69.8%;59;10.87%;46;8.47%;30;5.52%;543
CENTRO-OESTE;52;GO;520650;CROMINIA;2;1.29%;5;3.23%;98;63.23%;23;14.84%;18;11.61%;9;5.81%;155
CENTRO-OESTE;52;GO;520660;CUMARI;2;1.83%;7;6.42%;71;65.14%;11;10.09%;10;9.17%;8;7.34%;109
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;6;4.17%;7;4.86%;95;65.97%;17;11.81%;10;6.94%;9;6.25%;144
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;0;-;10;9.62%;74;71.15%;11;10.58%;8;7.69%;1;0.96%;104
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;0;-;4;3.88%;62;60.19%;22;21.36%;10;9.71%;5;4.85%;103
CENTRO-OESTE;52;GO;520710;DIORAMA;0;-;5;5.15%;72;74.23%;13;13.4%;6;6.19%;1;1.03%;97
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;7;3.68%;14;7.37%;118;62.11%;21;11.05%;18;9.47%;12;6.32%;190
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;3;1.11%;17;6.3%;176;65.19%;36;13.33%;24;8.89%;14;5.19%;270
CENTRO-OESTE;52;GO;520735;EDEALINA;5;2.03%;10;4.07%;156;63.41%;38;15.45%;20;8.13%;17;6.91%;246
CENTRO-OESTE;52;GO;520740;EDEIA;5;0.81%;22;3.57%;416;67.42%;89;14.42%;48;7.78%;37;6%;617
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;3;3.06%;4;4.08%;68;69.39%;8;8.16%;9;9.18%;6;6.12%;98
CENTRO-OESTE;52;GO;520753;FAINA;5;3.57%;7;5%;66;47.14%;29;20.71%;21;15%;12;8.57%;140
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;3;1.53%;9;4.59%;110;56.12%;30;15.31%;31;15.82%;13;6.63%;196
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;1;0.34%;10;3.36%;183;61.41%;45;15.1%;34;11.41%;25;8.39%;298
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;17;3.52%;20;4.14%;355;73.5%;62;12.84%;23;4.76%;6;1.24%;483
CENTRO-OESTE;52;GO;520800;FORMOSA;64;2.99%;103;4.82%;1.438;67.26%;303;14.17%;159;7.44%;71;3.32%;2.138
CENTRO-OESTE;52;GO;520810;FORMOSO;1;0.49%;8;3.9%;129;62.93%;37;18.05%;17;8.29%;13;6.34%;205
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;7;2.98%;6;2.55%;161;68.51%;29;12.34%;21;8.94%;11;4.68%;235
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;20;3.11%;26;4.04%;411;63.92%;99;15.4%;53;8.24%;34;5.29%;643
CENTRO-OESTE;52;GO;520850;GOIANDIRA;0;-;5;3.45%;97;66.9%;18;12.41%;17;11.72%;8;5.52%;145
CENTRO-OESTE;52;GO;520860;GOIANESIA;26;1.81%;85;5.91%;960;66.76%;190;13.21%;112;7.79%;65;4.52%;1.438
CENTRO-OESTE;52;GO;520870;GOIANIA;340;1.47%;771;3.33%;15.551;67.12%;3.505;15.13%;1.983;8.56%;1.020;4.4%;23.170
CENTRO-OESTE;52;GO;520880;GOIANIRA;40;1.4%;84;2.94%;1.880;65.76%;460;16.09%;252;8.81%;143;5%;2.859
CENTRO-OESTE;52;GO;520890;GOIAS;19;3.05%;17;2.73%;362;58.11%;96;15.41%;78;12.52%;51;8.19%;623
CENTRO-OESTE;52;GO;520910;GOIATUBA;22;1.81%;50;4.12%;795;65.49%;174;14.33%;114;9.39%;59;4.86%;1.214
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;1;0.41%;5;2.06%;175;72.02%;33;13.58%;23;9.47%;6;2.47%;243
CENTRO-OESTE;52;GO;520920;GUAPO;19;1.49%;32;2.51%;875;68.57%;167;13.09%;120;9.4%;63;4.94%;1.276
CENTRO-OESTE;52;GO;520929;GUARAITA;1;0.99%;3;2.97%;66;65.35%;13;12.87%;10;9.9%;8;7.92%;101
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;3;1.8%;7;4.19%;103;61.68%;29;17.37%;17;10.18%;8;4.79%;167
CENTRO-OESTE;52;GO;520945;GUARINOS;1;1.33%;0;-;54;72%;8;10.67%;10;13.33%;2;2.67%;75
CENTRO-OESTE;52;GO;520960;HEITORAI;2;0.89%;6;2.67%;137;60.89%;40;17.78%;21;9.33%;19;8.44%;225
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;11;0.79%;53;3.79%;975;69.79%;174;12.46%;128;9.16%;56;4.01%;1.397
CENTRO-OESTE;52;GO;520980;HIDROLINA;0;-;2;2.53%;47;59.49%;19;24.05%;6;7.59%;5;6.33%;79
CENTRO-OESTE;52;GO;520990;IACIARA;9;1.72%;17;3.26%;348;66.67%;73;13.98%;50;9.58%;25;4.79%;522
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;2;0.6%;12;3.63%;199;60.12%;59;17.82%;40;12.08%;19;5.74%;331
CENTRO-OESTE;52;GO;520995;INDIARA;16;2.44%;38;5.79%;412;62.8%;91;13.87%;53;8.08%;46;7.01%;656
CENTRO-OESTE;52;GO;521000;INHUMAS;31;1.71%;75;4.14%;1.088;60.11%;280;15.47%;203;11.22%;133;7.35%;1.810
CENTRO-OESTE;52;GO;521010;IPAMERI;18;1.83%;40;4.08%;615;62.69%;164;16.72%;92;9.38%;52;5.3%;981
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;1;0.87%;3;2.61%;74;64.35%;20;17.39%;11;9.57%;6;5.22%;115
CENTRO-OESTE;52;GO;521020;IPORA;9;1.63%;21;3.81%;323;58.62%;89;16.15%;74;13.43%;35;6.35%;551
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;1.52%;3;2.27%;77;58.33%;16;12.12%;18;13.64%;16;12.12%;132
CENTRO-OESTE;52;GO;521040;ITABERAI;22;1.37%;31;1.93%;1.020;63.43%;273;16.98%;165;10.26%;97;6.03%;1.608
CENTRO-OESTE;52;GO;521056;ITAGUARI;0;-;1;0.89%;82;73.21%;15;13.39%;9;8.04%;5;4.46%;112
CENTRO-OESTE;52;GO;521060;ITAGUARU;0;-;2;1.27%;100;63.69%;24;15.29%;22;14.01%;9;5.73%;157
CENTRO-OESTE;52;GO;521080;ITAJA;0;-;8;3.7%;135;62.5%;33;15.28%;30;13.89%;10;4.63%;216
CENTRO-OESTE;52;GO;521090;ITAPACI;13;5.46%;8;3.36%;132;55.46%;42;17.65%;26;10.92%;17;7.14%;238
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;4;1.69%;10;4.22%;149;62.87%;42;17.72%;18;7.59%;14;5.91%;237
CENTRO-OESTE;52;GO;521120;ITAPURANGA;8;1.34%;17;2.84%;368;61.44%;89;14.86%;77;12.85%;40;6.68%;599
CENTRO-OESTE;52;GO;521130;ITARUMA;4;1.68%;7;2.94%;156;65.55%;32;13.45%;26;10.92%;13;5.46%;238
CENTRO-OESTE;52;GO;521140;ITAUCU;7;1.86%;15;3.98%;235;62.33%;62;16.45%;40;10.61%;18;4.77%;377
CENTRO-OESTE;52;GO;521150;ITUMBIARA;68;2.79%;113;4.64%;1.355;55.62%;449;18.43%;299;12.27%;152;6.24%;2.436
CENTRO-OESTE;52;GO;521160;IVOLANDIA;0;-;0;-;65;52.85%;29;23.58%;18;14.63%;11;8.94%;123
CENTRO-OESTE;52;GO;521170;JANDAIA;3;1.51%;8;4.02%;134;67.34%;25;12.56%;17;8.54%;12;6.03%;199
CENTRO-OESTE;52;GO;521180;JARAGUA;25;1.13%;75;3.4%;1.448;65.64%;325;14.73%;232;10.52%;101;4.58%;2.206
CENTRO-OESTE;52;GO;521190;JATAI;36;1.83%;69;3.52%;1.337;68.11%;262;13.35%;152;7.74%;107;5.45%;1.963
CENTRO-OESTE;52;GO;521200;JAUPACI;4;9.76%;1;2.44%;21;51.22%;8;19.51%;4;9.76%;3;7.32%;41
CENTRO-OESTE;52;GO;521205;JESUPOLIS;1;0.78%;4;3.13%;75;58.59%;28;21.88%;16;12.5%;4;3.13%;128
CENTRO-OESTE;52;GO;521210;JOVIANIA;1;0.5%;14;7.04%;125;62.81%;24;12.06%;27;13.57%;8;4.02%;199
CENTRO-OESTE;52;GO;521220;JUSSARA;14;2.3%;27;4.43%;344;56.39%;109;17.87%;60;9.84%;56;9.18%;610
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;4;3.42%;4;3.42%;73;62.39%;14;11.97%;12;10.26%;10;8.55%;117
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;17;3.07%;14;2.53%;325;58.77%;119;21.52%;50;9.04%;28;5.06%;553
CENTRO-OESTE;52;GO;521250;LUZIANIA;106;1.65%;300;4.67%;4.394;68.41%;903;14.06%;483;7.52%;237;3.69%;6.423
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;3;2.75%;6;5.5%;62;56.88%;15;13.76%;14;12.84%;9;8.26%;109
CENTRO-OESTE;52;GO;521270;MAMBAI;5;1.41%;14;3.95%;249;70.34%;46;12.99%;26;7.34%;14;3.95%;354
CENTRO-OESTE;52;GO;521280;MARA ROSA;5;1.37%;12;3.3%;246;67.58%;55;15.11%;29;7.97%;17;4.67%;364
CENTRO-OESTE;52;GO;521290;MARZAGAO;4;3.85%;3;2.88%;71;68.27%;16;15.38%;10;9.62%;0;-;104
CENTRO-OESTE;52;GO;521295;MATRINCHA;3;1.78%;8;4.73%;102;60.36%;22;13.02%;18;10.65%;16;9.47%;169
CENTRO-OESTE;52;GO;521300;MAURILANDIA;6;1.69%;15;4.21%;182;51.12%;55;15.45%;40;11.24%;58;16.29%;356
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;5;5.62%;5;5.62%;49;55.06%;18;20.22%;9;10.11%;3;3.37%;89
CENTRO-OESTE;52;GO;521308;MINACU;23;2.9%;42;5.3%;500;63.13%;116;14.65%;72;9.09%;39;4.92%;792
CENTRO-OESTE;52;GO;521310;MINEIROS;49;1.94%;91;3.61%;1.701;67.39%;353;13.99%;208;8.24%;122;4.83%;2.524
CENTRO-OESTE;52;GO;521340;MOIPORA;0;-;2;2.86%;47;67.14%;13;18.57%;4;5.71%;4;5.71%;70
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;9;2.93%;11;3.58%;231;75.24%;38;12.38%;10;3.26%;8;2.61%;307
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;4;1.52%;13;4.92%;165;62.5%;45;17.05%;21;7.95%;16;6.06%;264
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;8;1.41%;8;1.41%;375;65.91%;90;15.82%;58;10.19%;30;5.27%;569
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;6;2.84%;14;6.64%;136;64.45%;31;14.69%;18;8.53%;6;2.84%;211
CENTRO-OESTE;52;GO;521380;MORRINHOS;22;2%;42;3.82%;648;58.96%;198;18.02%;118;10.74%;71;6.46%;1.099
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;0;-;2;2.2%;54;59.34%;14;15.38%;11;12.09%;10;10.99%;91
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;1;0.69%;4;2.78%;100;69.44%;16;11.11%;16;11.11%;7;4.86%;144
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;13;2.14%;17;2.8%;379;62.44%;108;17.79%;45;7.41%;45;7.41%;607
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;6;1.51%;14;3.52%;247;62.06%;62;15.58%;44;11.06%;25;6.28%;398
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;2;1.21%;3;1.82%;107;64.85%;29;17.58%;17;10.3%;7;4.24%;165
CENTRO-OESTE;52;GO;521440;NAZARIO;5;1.84%;9;3.31%;171;62.87%;49;18.01%;22;8.09%;16;5.88%;272
CENTRO-OESTE;52;GO;521450;NEROPOLIS;60;4.6%;48;3.68%;795;60.97%;198;15.18%;126;9.66%;77;5.9%;1.304
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;33;2.77%;60;5.04%;772;64.87%;174;14.62%;102;8.57%;49;4.12%;1.190
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;5;4%;1;0.8%;80;64%;20;16%;11;8.8%;8;6.4%;125
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;2;1.61%;77;62.1%;23;18.55%;13;10.48%;9;7.26%;124
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;9;3.33%;11;4.07%;166;61.48%;30;11.11%;32;11.85%;22;8.15%;270
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;3;1.74%;13;7.56%;103;59.88%;21;12.21%;14;8.14%;18;10.47%;172
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;4;2.04%;11;5.61%;123;62.76%;25;12.76%;24;12.24%;9;4.59%;196
CENTRO-OESTE;52;GO;521490;NOVA ROMA;1;0.52%;8;4.19%;138;72.25%;28;14.66%;9;4.71%;7;3.66%;191
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;7;1.98%;16;4.53%;222;62.89%;53;15.01%;40;11.33%;15;4.25%;353
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;1;0.67%;8;5.33%;87;58%;28;18.67%;14;9.33%;12;8%;150
CENTRO-OESTE;52;GO;521523;NOVO GAMA;95;2.39%;185;4.66%;2.824;71.1%;475;11.96%;264;6.65%;129;3.25%;3.972
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;1;0.82%;6;4.92%;79;64.75%;17;13.93%;15;12.3%;4;3.28%;122
CENTRO-OESTE;52;GO;521530;ORIZONA;4;1.01%;10;2.53%;135;34.18%;61;15.44%;128;32.41%;57;14.43%;395
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;2;0.95%;6;2.84%;151;71.56%;32;15.17%;16;7.58%;4;1.9%;211
CENTRO-OESTE;52;GO;521550;OUVIDOR;2;1.1%;2;1.1%;125;68.68%;26;14.29%;19;10.44%;8;4.4%;182
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;29;2.51%;66;5.72%;790;68.46%;141;12.22%;91;7.89%;37;3.21%;1.154
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;2;1.89%;12;11.32%;76;71.7%;9;8.49%;5;4.72%;2;1.89%;106
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;12;2.49%;27;5.61%;316;65.7%;67;13.93%;38;7.9%;21;4.37%;481
CENTRO-OESTE;52;GO;521580;PALMELO;0;-;2;1.44%;98;70.5%;17;12.23%;16;11.51%;6;4.32%;139
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;2;0.96%;10;4.78%;120;57.42%;42;20.1%;26;12.44%;9;4.31%;209
CENTRO-OESTE;52;GO;521600;PANAMA;1;0.67%;2;1.33%;93;62%;29;19.33%;15;10%;10;6.67%;150
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;5;2.36%;8;3.77%;134;63.21%;31;14.62%;23;10.85%;11;5.19%;212
CENTRO-OESTE;52;GO;521640;PARAUNA;6;1.21%;13;2.63%;314;63.56%;77;15.59%;49;9.92%;35;7.09%;494
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;0.62%;6;3.73%;105;65.22%;25;15.53%;11;6.83%;13;8.07%;161
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;6;2.9%;6;2.9%;131;63.29%;34;16.43%;16;7.73%;14;6.76%;207
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;0;-;6;6.9%;45;51.72%;12;13.79%;17;19.54%;7;8.05%;87
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;8;1.86%;18;4.2%;278;64.8%;57;13.29%;40;9.32%;28;6.53%;429
CENTRO-OESTE;52;GO;521720;PIRANHAS;4;1.08%;8;2.17%;239;64.77%;61;16.53%;35;9.49%;22;5.96%;369
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;20;2.53%;31;3.92%;483;61.06%;126;15.93%;80;10.11%;51;6.45%;791
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;8;1.38%;29;4.99%;338;58.18%;93;16.01%;56;9.64%;57;9.81%;581
