Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;4;5.13%;2;2.56%;50;64.1%;13;16.67%;6;7.69%;3;3.85%;78
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;5;4.59%;8;7.34%;59;54.13%;15;13.76%;10;9.17%;12;11.01%;109
CENTRO-OESTE;52;GO;520310;BALIZA;3;3.45%;6;6.9%;52;59.77%;10;11.49%;7;8.05%;9;10.34%;87
CENTRO-OESTE;52;GO;520320;BARRO ALTO;10;2.93%;7;2.05%;200;58.65%;78;22.87%;30;8.8%;16;4.69%;341
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;11;2.21%;16;3.22%;284;57.14%;82;16.5%;58;11.67%;46;9.26%;497
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;12;5.97%;11;5.47%;113;56.22%;32;15.92%;12;5.97%;21;10.45%;201
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;17;3.11%;18;3.29%;314;57.4%;90;16.45%;60;10.97%;48;8.78%;547
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;10;4.72%;9;4.25%;129;60.85%;35;16.51%;19;8.96%;10;4.72%;212
CENTRO-OESTE;52;GO;520357;BONOPOLIS;15;11.36%;3;2.27%;85;64.39%;14;10.61%;5;3.79%;10;7.58%;132
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;6;2.49%;4;1.66%;143;59.34%;43;17.84%;22;9.13%;23;9.54%;241
CENTRO-OESTE;52;GO;520380;BRITANIA;3;2.34%;3;2.34%;59;46.09%;35;27.34%;15;11.72%;13;10.16%;128
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;1;0.88%;4;3.51%;75;65.79%;27;23.68%;5;4.39%;2;1.75%;114
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;2;3.57%;3;5.36%;39;69.64%;8;14.29%;2;3.57%;2;3.57%;56
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;6;4.05%;2;1.35%;95;64.19%;20;13.51%;7;4.73%;18;12.16%;148
CENTRO-OESTE;52;GO;520400;CABECEIRAS;6;1.54%;12;3.08%;260;66.84%;76;19.54%;18;4.63%;17;4.37%;389
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;6;1.76%;10;2.93%;226;66.28%;67;19.65%;24;7.04%;8;2.35%;341
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;0;-;2;3.03%;41;62.12%;10;15.15%;6;9.09%;7;10.61%;66
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;6;4.05%;10;6.76%;87;58.78%;20;13.51%;12;8.11%;13;8.78%;148
CENTRO-OESTE;52;GO;520430;CACU;2;0.87%;4;1.74%;154;66.96%;38;16.52%;19;8.26%;13;5.65%;230
CENTRO-OESTE;52;GO;520440;CAIAPONIA;5;1.07%;6;1.29%;297;63.73%;113;24.25%;34;7.3%;11;2.36%;466
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;15;1.79%;31;3.7%;549;65.59%;133;15.89%;62;7.41%;47;5.62%;837
CENTRO-OESTE;52;GO;520455;CALDAZINHA;1;0.67%;7;4.7%;81;54.36%;35;23.49%;17;11.41%;8;5.37%;149
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;4;2.6%;3;1.95%;88;57.14%;29;18.83%;17;11.04%;13;8.44%;154
CENTRO-OESTE;52;GO;520465;CAMPINACU;7;4.02%;18;10.34%;102;58.62%;32;18.39%;8;4.6%;7;4.02%;174
CENTRO-OESTE;52;GO;520470;CAMPINORTE;6;2.32%;7;2.7%;172;66.41%;44;16.99%;18;6.95%;12;4.63%;259
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;0;-;2;3.51%;34;59.65%;10;17.54%;5;8.77%;6;10.53%;57
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;3;1.02%;5;1.69%;210;71.19%;54;18.31%;18;6.1%;5;1.69%;295
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;23;3.57%;26;4.04%;394;61.18%;97;15.06%;62;9.63%;42;6.52%;644
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;4;1.79%;8;3.57%;152;67.86%;31;13.84%;20;8.93%;9;4.02%;224
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;20;7.43%;10;3.72%;120;44.61%;46;17.1%;23;8.55%;50;18.59%;269
CENTRO-OESTE;52;GO;520505;CASTELANDIA;3;4.11%;2;2.74%;44;60.27%;17;23.29%;3;4.11%;4;5.48%;73
CENTRO-OESTE;52;GO;520510;CATALAO;11;1.26%;25;2.86%;591;67.62%;145;16.59%;64;7.32%;38;4.35%;874
CENTRO-OESTE;52;GO;520520;CATURAI;7;3.21%;5;2.29%;136;62.39%;40;18.35%;14;6.42%;16;7.34%;218
CENTRO-OESTE;52;GO;520530;CAVALCANTE;97;24.37%;41;10.3%;176;44.22%;41;10.3%;16;4.02%;27;6.78%;398
CENTRO-OESTE;52;GO;520540;CERES;9;3.21%;6;2.14%;185;66.07%;42;15%;21;7.5%;17;6.07%;280
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;0;-;41;75.93%;9;16.67%;4;7.41%;0;-;54
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;8;1.44%;9;1.62%;359;64.68%;122;21.98%;43;7.75%;14;2.52%;555
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;66;4.11%;52;3.24%;1.020;63.51%;277;17.25%;101;6.29%;90;5.6%;1.606
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;21;3.31%;22;3.47%;371;58.52%;114;17.98%;50;7.89%;56;8.83%;634
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;26;16.56%;5;3.18%;86;54.78%;20;12.74%;11;7.01%;9;5.73%;157
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;1.75%;0;-;36;63.16%;11;19.3%;4;7.02%;5;8.77%;57
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;11;4.35%;6;2.37%;166;65.61%;36;14.23%;16;6.32%;18;7.11%;253
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;26;15.57%;5;2.99%;73;43.71%;27;16.17%;20;11.98%;16;9.58%;167
CENTRO-OESTE;52;GO;520620;CRISTALINA;40;2.98%;41;3.06%;808;60.25%;253;18.87%;106;7.9%;93;6.94%;1.341
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;2;2.56%;0;-;47;60.26%;14;17.95%;10;12.82%;5;6.41%;78
CENTRO-OESTE;52;GO;520640;CRIXAS;23;8.27%;5;1.8%;153;55.04%;44;15.83%;27;9.71%;26;9.35%;278
CENTRO-OESTE;52;GO;520650;CROMINIA;2;1.14%;9;5.14%;104;59.43%;26;14.86%;13;7.43%;21;12%;175
CENTRO-OESTE;52;GO;520660;CUMARI;4;8.7%;0;-;23;50%;11;23.91%;3;6.52%;5;10.87%;46
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;15;6.79%;16;7.24%;144;65.16%;24;10.86%;16;7.24%;6;2.71%;221
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;2;2.11%;4;4.21%;48;50.53%;29;30.53%;7;7.37%;5;5.26%;95
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;0;-;1;2.44%;24;58.54%;9;21.95%;6;14.63%;1;2.44%;41
CENTRO-OESTE;52;GO;520710;DIORAMA;3;4%;2;2.67%;51;68%;11;14.67%;6;8%;2;2.67%;75
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;10;5.35%;8;4.28%;123;65.78%;16;8.56%;15;8.02%;15;8.02%;187
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;3;1.13%;7;2.64%;167;63.02%;47;17.74%;26;9.81%;15;5.66%;265
CENTRO-OESTE;52;GO;520735;EDEALINA;0;-;7;6.48%;65;60.19%;17;15.74%;10;9.26%;9;8.33%;108
CENTRO-OESTE;52;GO;520740;EDEIA;2;0.73%;6;2.2%;146;53.48%;64;23.44%;31;11.36%;24;8.79%;273
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;3;3.37%;3;3.37%;65;73.03%;14;15.73%;3;3.37%;1;1.12%;89
CENTRO-OESTE;52;GO;520753;FAINA;13;6.4%;7;3.45%;96;47.29%;35;17.24%;26;12.81%;26;12.81%;203
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;1;0.71%;1;0.71%;96;68.09%;24;17.02%;9;6.38%;10;7.09%;141
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;7;2.46%;7;2.46%;176;61.75%;56;19.65%;20;7.02%;19;6.67%;285
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;18;4.9%;10;2.72%;221;60.22%;54;14.71%;35;9.54%;29;7.9%;367
CENTRO-OESTE;52;GO;520800;FORMOSA;75;3.08%;90;3.69%;1.643;67.39%;398;16.32%;125;5.13%;107;4.39%;2.438
CENTRO-OESTE;52;GO;520810;FORMOSO;8;4.85%;6;3.64%;92;55.76%;36;21.82%;12;7.27%;11;6.67%;165
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;1;1.75%;2;3.51%;34;59.65%;12;21.05%;4;7.02%;4;7.02%;57
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;6;1.72%;5;1.43%;216;61.89%;69;19.77%;30;8.6%;23;6.59%;349
CENTRO-OESTE;52;GO;520850;GOIANDIRA;11;9.17%;5;4.17%;62;51.67%;22;18.33%;12;10%;8;6.67%;120
CENTRO-OESTE;52;GO;520860;GOIANESIA;21;2.61%;24;2.98%;527;65.38%;130;16.13%;61;7.57%;43;5.33%;806
CENTRO-OESTE;52;GO;520870;GOIANIA;122;3.34%;117;3.21%;2.358;64.64%;605;16.58%;255;6.99%;191;5.24%;3.648
CENTRO-OESTE;52;GO;520880;GOIANIRA;85;3.23%;73;2.78%;1.748;66.49%;430;16.36%;171;6.5%;122;4.64%;2.629
CENTRO-OESTE;52;GO;520890;GOIAS;20;5.24%;18;4.71%;175;45.81%;66;17.28%;43;11.26%;60;15.71%;382
CENTRO-OESTE;52;GO;520910;GOIATUBA;62;11.74%;30;5.68%;260;49.24%;95;17.99%;37;7.01%;44;8.33%;528
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;2;1.41%;11;7.75%;98;69.01%;21;14.79%;3;2.11%;7;4.93%;142
CENTRO-OESTE;52;GO;520920;GUAPO;16;5.19%;8;2.6%;173;56.17%;42;13.64%;32;10.39%;37;12.01%;308
CENTRO-OESTE;52;GO;520929;GUARAITA;5;5.32%;1;1.06%;53;56.38%;15;15.96%;7;7.45%;13;13.83%;94
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;5;1.68%;18;6.06%;171;57.58%;46;15.49%;30;10.1%;27;9.09%;297
CENTRO-OESTE;52;GO;520945;GUARINOS;3;2.75%;3;2.75%;71;65.14%;20;18.35%;9;8.26%;3;2.75%;109
CENTRO-OESTE;52;GO;520960;HEITORAI;4;2.76%;8;5.52%;66;45.52%;22;15.17%;18;12.41%;27;18.62%;145
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;9;2.35%;10;2.61%;240;62.66%;58;15.14%;26;6.79%;40;10.44%;383
CENTRO-OESTE;52;GO;520980;HIDROLINA;3;2.48%;2;1.65%;64;52.89%;34;28.1%;7;5.79%;11;9.09%;121
CENTRO-OESTE;52;GO;520990;IACIARA;20;2.97%;16;2.38%;470;69.84%;106;15.75%;33;4.9%;28;4.16%;673
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;4;1.9%;4;1.9%;150;71.43%;32;15.24%;13;6.19%;7;3.33%;210
CENTRO-OESTE;52;GO;520995;INDIARA;10;3.07%;15;4.6%;206;63.19%;51;15.64%;25;7.67%;19;5.83%;326
CENTRO-OESTE;52;GO;521000;INHUMAS;40;3.82%;46;4.39%;619;59.06%;188;17.94%;92;8.78%;63;6.01%;1.048
CENTRO-OESTE;52;GO;521010;IPAMERI;23;4.08%;17;3.01%;325;57.62%;105;18.62%;42;7.45%;52;9.22%;564
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;3;3.75%;1;1.25%;56;70%;9;11.25%;6;7.5%;5;6.25%;80
CENTRO-OESTE;52;GO;521020;IPORA;17;6.03%;12;4.26%;151;53.55%;37;13.12%;30;10.64%;35;12.41%;282
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;3;2.38%;5;3.97%;98;77.78%;13;10.32%;2;1.59%;5;3.97%;126
CENTRO-OESTE;52;GO;521040;ITABERAI;62;6.34%;45;4.6%;464;47.44%;189;19.33%;110;11.25%;108;11.04%;978
CENTRO-OESTE;52;GO;521056;ITAGUARI;1;1.11%;3;3.33%;54;60%;23;25.56%;5;5.56%;4;4.44%;90
CENTRO-OESTE;52;GO;521060;ITAGUARU;5;3.33%;7;4.67%;83;55.33%;33;22%;16;10.67%;6;4%;150
CENTRO-OESTE;52;GO;521080;ITAJA;2;0.85%;2;0.85%;148;62.98%;59;25.11%;18;7.66%;6;2.55%;235
CENTRO-OESTE;52;GO;521090;ITAPACI;13;2.71%;14;2.92%;238;49.69%;93;19.42%;57;11.9%;64;13.36%;479
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;22;10.63%;10;4.83%;107;51.69%;31;14.98%;21;10.14%;16;7.73%;207
CENTRO-OESTE;52;GO;521120;ITAPURANGA;11;2.55%;10;2.32%;269;62.41%;88;20.42%;34;7.89%;19;4.41%;431
CENTRO-OESTE;52;GO;521130;ITARUMA;2;1.98%;5;4.95%;74;73.27%;12;11.88%;6;5.94%;2;1.98%;101
CENTRO-OESTE;52;GO;521140;ITAUCU;7;4.96%;6;4.26%;81;57.45%;26;18.44%;14;9.93%;7;4.96%;141
CENTRO-OESTE;52;GO;521150;ITUMBIARA;66;5.79%;52;4.56%;672;58.95%;176;15.44%;82;7.19%;92;8.07%;1.140
CENTRO-OESTE;52;GO;521160;IVOLANDIA;4;5.26%;1;1.32%;41;53.95%;18;23.68%;8;10.53%;4;5.26%;76
CENTRO-OESTE;52;GO;521170;JANDAIA;2;1.72%;3;2.59%;78;67.24%;17;14.66%;12;10.34%;4;3.45%;116
CENTRO-OESTE;52;GO;521180;JARAGUA;20;1.8%;38;3.42%;679;61.17%;181;16.31%;107;9.64%;85;7.66%;1.110
CENTRO-OESTE;52;GO;521190;JATAI;12;0.79%;42;2.76%;998;65.66%;305;20.07%;106;6.97%;57;3.75%;1.520
CENTRO-OESTE;52;GO;521200;JAUPACI;5;7.25%;3;4.35%;47;68.12%;8;11.59%;1;1.45%;5;7.25%;69
CENTRO-OESTE;52;GO;521205;JESUPOLIS;1;1.16%;6;6.98%;62;72.09%;11;12.79%;5;5.81%;1;1.16%;86
CENTRO-OESTE;52;GO;521210;JOVIANIA;1;0.83%;3;2.48%;78;64.46%;24;19.83%;7;5.79%;8;6.61%;121
CENTRO-OESTE;52;GO;521220;JUSSARA;16;4.04%;13;3.28%;197;49.75%;52;13.13%;50;12.63%;68;17.17%;396
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;3;5.77%;1;1.92%;27;51.92%;12;23.08%;4;7.69%;5;9.62%;52
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;55;17.41%;18;5.7%;159;50.32%;42;13.29%;25;7.91%;17;5.38%;316
CENTRO-OESTE;52;GO;521250;LUZIANIA;107;1.79%;191;3.19%;4.189;69.94%;890;14.86%;308;5.14%;304;5.08%;5.989
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;5;5.15%;7;7.22%;49;50.52%;17;17.53%;6;6.19%;13;13.4%;97
CENTRO-OESTE;52;GO;521270;MAMBAI;66;17.46%;47;12.43%;163;43.12%;45;11.9%;26;6.88%;31;8.2%;378
CENTRO-OESTE;52;GO;521280;MARA ROSA;6;2.74%;8;3.65%;147;67.12%;37;16.89%;15;6.85%;6;2.74%;219
CENTRO-OESTE;52;GO;521290;MARZAGAO;0;-;5;6.1%;52;63.41%;18;21.95%;3;3.66%;4;4.88%;82
CENTRO-OESTE;52;GO;521295;MATRINCHA;0;-;2;1.92%;63;60.58%;22;21.15%;10;9.62%;7;6.73%;104
CENTRO-OESTE;52;GO;521300;MAURILANDIA;8;2.37%;10;2.97%;207;61.42%;68;20.18%;24;7.12%;20;5.93%;337
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;3;2.38%;8;6.35%;86;68.25%;14;11.11%;9;7.14%;6;4.76%;126
CENTRO-OESTE;52;GO;521308;MINACU;20;3.99%;30;5.99%;293;58.48%;80;15.97%;41;8.18%;37;7.39%;501
CENTRO-OESTE;52;GO;521310;MINEIROS;16;2.04%;26;3.32%;458;58.42%;155;19.77%;72;9.18%;57;7.27%;784
CENTRO-OESTE;52;GO;521340;MOIPORA;3;4.35%;2;2.9%;42;60.87%;10;14.49%;3;4.35%;9;13.04%;69
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;24;6.45%;19;5.11%;164;44.09%;59;15.86%;50;13.44%;56;15.05%;372
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;6;8.7%;5;7.25%;35;50.72%;9;13.04%;5;7.25%;9;13.04%;69
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;3;2.22%;4;2.96%;78;57.78%;31;22.96%;12;8.89%;7;5.19%;135
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;4;2.37%;7;4.14%;100;59.17%;35;20.71%;9;5.33%;14;8.28%;169
CENTRO-OESTE;52;GO;521380;MORRINHOS;39;4.13%;69;7.31%;561;59.43%;129;13.67%;64;6.78%;82;8.69%;944
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;8;10.81%;7;9.46%;44;59.46%;10;13.51%;2;2.7%;3;4.05%;74
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;1;1.39%;5;6.94%;29;40.28%;18;25%;10;13.89%;9;12.5%;72
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;32;12.12%;12;4.55%;135;51.14%;37;14.02%;14;5.3%;34;12.88%;264
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;7;2.87%;7;2.87%;143;58.61%;37;15.16%;27;11.07%;23;9.43%;244
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;3;2.38%;7;5.56%;71;56.35%;24;19.05%;9;7.14%;12;9.52%;126
CENTRO-OESTE;52;GO;521440;NAZARIO;5;2.53%;9;4.55%;76;38.38%;18;9.09%;29;14.65%;61;30.81%;198
CENTRO-OESTE;52;GO;521450;NEROPOLIS;31;7.23%;25;5.83%;230;53.61%;70;16.32%;42;9.79%;31;7.23%;429
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;37;4.45%;50;6.01%;491;59.01%;148;17.79%;65;7.81%;41;4.93%;832
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;0;-;0;-;32;66.67%;6;12.5%;3;6.25%;7;14.58%;48
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;2;3.64%;43;78.18%;7;12.73%;2;3.64%;1;1.82%;55
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;8;2.77%;12;4.15%;179;61.94%;39;13.49%;24;8.3%;27;9.34%;289
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;11;4.49%;11;4.49%;150;61.22%;42;17.14%;19;7.76%;12;4.9%;245
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;2;1.36%;6;4.08%;103;70.07%;27;18.37%;7;4.76%;2;1.36%;147
CENTRO-OESTE;52;GO;521490;NOVA ROMA;7;5.47%;9;7.03%;71;55.47%;17;13.28%;13;10.16%;11;8.59%;128
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;9;5.29%;13;7.65%;99;58.24%;25;14.71%;14;8.24%;10;5.88%;170
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;3;2.33%;1;0.78%;89;68.99%;22;17.05%;10;7.75%;4;3.1%;129
CENTRO-OESTE;52;GO;521523;NOVO GAMA;64;2.67%;108;4.5%;1.557;64.88%;374;15.58%;174;7.25%;123;5.13%;2.400
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;2;1.61%;6;4.84%;72;58.06%;19;15.32%;12;9.68%;13;10.48%;124
CENTRO-OESTE;52;GO;521530;ORIZONA;32;12.7%;12;4.76%;127;50.4%;44;17.46%;20;7.94%;17;6.75%;252
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;1;0.78%;2;1.55%;87;67.44%;26;20.16%;8;6.2%;5;3.88%;129
CENTRO-OESTE;52;GO;521550;OUVIDOR;5;3.85%;2;1.54%;66;50.77%;28;21.54%;18;13.85%;11;8.46%;130
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;15;2.56%;17;2.9%;391;66.61%;84;14.31%;45;7.67%;35;5.96%;587
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;2;2.5%;4;5%;53;66.25%;13;16.25%;3;3.75%;5;6.25%;80
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;97;24.87%;24;6.15%;199;51.03%;38;9.74%;16;4.1%;16;4.1%;390
CENTRO-OESTE;52;GO;521580;PALMELO;4;7.55%;3;5.66%;37;69.81%;7;13.21%;2;3.77%;0;-;53
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;2;2.33%;5;5.81%;45;52.33%;14;16.28%;7;8.14%;13;15.12%;86
CENTRO-OESTE;52;GO;521600;PANAMA;1;1.92%;4;7.69%;29;55.77%;7;13.46%;5;9.62%;6;11.54%;52
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;2;1.65%;4;3.31%;86;71.07%;22;18.18%;6;4.96%;1;0.83%;121
CENTRO-OESTE;52;GO;521640;PARAUNA;4;1.62%;5;2.02%;173;70.04%;31;12.55%;22;8.91%;12;4.86%;247
CENTRO-OESTE;52;GO;521645;PEROLANDIA;2;2.38%;1;1.19%;53;63.1%;17;20.24%;7;8.33%;4;4.76%;84
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;3;2.01%;7;4.7%;86;57.72%;21;14.09%;14;9.4%;18;12.08%;149
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;15;22.73%;7;10.61%;29;43.94%;8;12.12%;6;9.09%;1;1.52%;66
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;10;3.17%;13;4.13%;191;60.63%;52;16.51%;31;9.84%;18;5.71%;315
CENTRO-OESTE;52;GO;521720;PIRANHAS;12;3.86%;6;1.93%;177;56.91%;66;21.22%;29;9.32%;21;6.75%;311
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;14;2.85%;21;4.27%;294;59.76%;96;19.51%;45;9.15%;22;4.47%;492
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;30;7.52%;13;3.26%;191;47.87%;58;14.54%;45;11.28%;62;15.54%;399
CENTRO-OESTE;52;GO;521760;PLANALTINA;93;4.17%;94;4.22%;1.408;63.14%;336;15.07%;147;6.59%;152;6.82%;2.230
