Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;0;-;3;3.09%;72;74.23%;14;14.43%;4;4.12%;4;4.12%;97
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;10;8.93%;4;3.57%;58;51.79%;18;16.07%;11;9.82%;11;9.82%;112
CENTRO-OESTE;52;GO;520310;BALIZA;6;5.56%;11;10.19%;59;54.63%;16;14.81%;8;7.41%;8;7.41%;108
CENTRO-OESTE;52;GO;520320;BARRO ALTO;6;1.8%;3;0.9%;190;56.89%;82;24.55%;24;7.19%;29;8.68%;334
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;10;1.35%;28;3.79%;464;62.79%;109;14.75%;65;8.8%;63;8.53%;739
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;10;3.62%;9;3.26%;178;64.49%;46;16.67%;12;4.35%;21;7.61%;276
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;18;3.59%;20;3.99%;314;62.67%;88;17.56%;39;7.78%;22;4.39%;501
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;4;1.19%;6;1.79%;218;64.88%;72;21.43%;21;6.25%;15;4.46%;336
CENTRO-OESTE;52;GO;520357;BONOPOLIS;14;10.45%;8;5.97%;77;57.46%;19;14.18%;5;3.73%;11;8.21%;134
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;4;2.26%;6;3.39%;113;63.84%;31;17.51%;12;6.78%;11;6.21%;177
CENTRO-OESTE;52;GO;520380;BRITANIA;1;0.69%;5;3.45%;101;69.66%;22;15.17%;7;4.83%;9;6.21%;145
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;1;0.61%;6;3.64%;105;63.64%;37;22.42%;11;6.67%;5;3.03%;165
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;1;1.49%;1;1.49%;43;64.18%;16;23.88%;4;5.97%;2;2.99%;67
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;14;9.03%;4;2.58%;81;52.26%;15;9.68%;11;7.1%;30;19.35%;155
CENTRO-OESTE;52;GO;520400;CABECEIRAS;6;1.79%;16;4.76%;232;69.05%;49;14.58%;17;5.06%;16;4.76%;336
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;2;0.45%;12;2.7%;286;64.41%;67;15.09%;37;8.33%;40;9.01%;444
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;0;-;1;2.04%;25;51.02%;12;24.49%;5;10.2%;6;12.24%;49
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;11;5.64%;11;5.64%;105;53.85%;36;18.46%;17;8.72%;15;7.69%;195
CENTRO-OESTE;52;GO;520430;CACU;4;1.66%;5;2.07%;142;58.92%;44;18.26%;23;9.54%;23;9.54%;241
CENTRO-OESTE;52;GO;520440;CAIAPONIA;3;0.77%;3;0.77%;225;57.4%;119;30.36%;28;7.14%;14;3.57%;392
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;22;3.17%;14;2.01%;441;63.45%;117;16.83%;58;8.35%;43;6.19%;695
CENTRO-OESTE;52;GO;520455;CALDAZINHA;2;1.28%;4;2.56%;89;57.05%;36;23.08%;16;10.26%;9;5.77%;156
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;5;2.3%;12;5.53%;124;57.14%;33;15.21%;16;7.37%;27;12.44%;217
CENTRO-OESTE;52;GO;520465;CAMPINACU;2;1.44%;9;6.47%;95;68.35%;18;12.95%;8;5.76%;7;5.04%;139
CENTRO-OESTE;52;GO;520470;CAMPINORTE;8;2.29%;11;3.14%;230;65.71%;53;15.14%;34;9.71%;14;4%;350
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;0;-;3;3.66%;51;62.2%;13;15.85%;10;12.2%;5;6.1%;82
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;7;1.7%;17;4.14%;263;63.99%;82;19.95%;22;5.35%;20;4.87%;411
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;18;2.33%;16;2.08%;468;60.7%;162;21.01%;64;8.3%;43;5.58%;771
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;3;1.29%;14;6.03%;142;61.21%;40;17.24%;14;6.03%;19;8.19%;232
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;2;0.67%;4;1.33%;180;60%;61;20.33%;27;9%;26;8.67%;300
CENTRO-OESTE;52;GO;520505;CASTELANDIA;4;3.77%;5;4.72%;63;59.43%;23;21.7%;8;7.55%;3;2.83%;106
CENTRO-OESTE;52;GO;520510;CATALAO;6;0.7%;17;2%;573;67.25%;145;17.02%;68;7.98%;43;5.05%;852
CENTRO-OESTE;52;GO;520520;CATURAI;8;4%;8;4%;112;56%;33;16.5%;23;11.5%;16;8%;200
CENTRO-OESTE;52;GO;520530;CAVALCANTE;20;4.98%;20;4.98%;270;67.16%;58;14.43%;22;5.47%;12;2.99%;402
CENTRO-OESTE;52;GO;520540;CERES;16;4.89%;13;3.98%;194;59.33%;57;17.43%;25;7.65%;22;6.73%;327
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;2;5.88%;25;73.53%;5;14.71%;0;-;2;5.88%;34
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;5;1.14%;3;0.69%;286;65.45%;101;23.11%;31;7.09%;11;2.52%;437
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;39;2.09%;52;2.78%;1.191;63.76%;339;18.15%;138;7.39%;109;5.84%;1.868
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;16;2.55%;29;4.63%;400;63.8%;82;13.08%;59;9.41%;41;6.54%;627
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;10;6.13%;8;4.91%;91;55.83%;27;16.56%;15;9.2%;12;7.36%;163
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;1.43%;0;-;47;67.14%;10;14.29%;7;10%;5;7.14%;70
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;5;1.91%;10;3.82%;163;62.21%;56;21.37%;15;5.73%;13;4.96%;262
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;7;3.33%;3;1.43%;124;59.05%;47;22.38%;17;8.1%;12;5.71%;210
CENTRO-OESTE;52;GO;520620;CRISTALINA;44;2.89%;60;3.94%;948;62.2%;274;17.98%;101;6.63%;97;6.36%;1.524
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;2;2.53%;1;1.27%;52;65.82%;17;21.52%;3;3.8%;4;5.06%;79
CENTRO-OESTE;52;GO;520640;CRIXAS;13;4.56%;5;1.75%;144;50.53%;51;17.89%;37;12.98%;35;12.28%;285
CENTRO-OESTE;52;GO;520650;CROMINIA;2;1.2%;5;3.01%;80;48.19%;27;16.27%;26;15.66%;26;15.66%;166
CENTRO-OESTE;52;GO;520660;CUMARI;1;3.45%;2;6.9%;18;62.07%;5;17.24%;1;3.45%;2;6.9%;29
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;10;5.08%;11;5.58%;120;60.91%;31;15.74%;13;6.6%;12;6.09%;197
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;0;-;5;4.85%;68;66.02%;16;15.53%;8;7.77%;6;5.83%;103
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;0;-;0;-;33;62.26%;7;13.21%;12;22.64%;1;1.89%;53
CENTRO-OESTE;52;GO;520710;DIORAMA;1;1.45%;1;1.45%;45;65.22%;11;15.94%;5;7.25%;6;8.7%;69
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;10;4.63%;11;5.09%;120;55.56%;32;14.81%;20;9.26%;23;10.65%;216
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;4;1.48%;4;1.48%;160;59.26%;50;18.52%;30;11.11%;22;8.15%;270
CENTRO-OESTE;52;GO;520735;EDEALINA;0;-;6;4.32%;92;66.19%;21;15.11%;14;10.07%;6;4.32%;139
CENTRO-OESTE;52;GO;520740;EDEIA;2;0.56%;8;2.24%;191;53.5%;100;28.01%;37;10.36%;19;5.32%;357
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;1;0.83%;1;0.83%;94;77.69%;15;12.4%;4;3.31%;6;4.96%;121
CENTRO-OESTE;52;GO;520753;FAINA;17;9.09%;11;5.88%;91;48.66%;32;17.11%;21;11.23%;15;8.02%;187
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;3;1.67%;6;3.33%;119;66.11%;26;14.44%;12;6.67%;14;7.78%;180
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;7;2.82%;5;2.02%;154;62.1%;42;16.94%;23;9.27%;17;6.85%;248
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;10;2.51%;17;4.26%;255;63.91%;67;16.79%;28;7.02%;22;5.51%;399
CENTRO-OESTE;52;GO;520800;FORMOSA;61;2.48%;80;3.25%;1.624;66.07%;394;16.03%;186;7.57%;113;4.6%;2.458
CENTRO-OESTE;52;GO;520810;FORMOSO;3;1.92%;1;0.64%;98;62.82%;33;21.15%;7;4.49%;14;8.97%;156
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;2;2.02%;4;4.04%;68;68.69%;11;11.11%;10;10.1%;4;4.04%;99
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;8;1.77%;11;2.43%;296;65.49%;88;19.47%;33;7.3%;16;3.54%;452
CENTRO-OESTE;52;GO;520850;GOIANDIRA;4;3.6%;5;4.5%;65;58.56%;22;19.82%;6;5.41%;9;8.11%;111
CENTRO-OESTE;52;GO;520860;GOIANESIA;28;2.32%;41;3.4%;797;66.14%;190;15.77%;87;7.22%;62;5.15%;1.205
CENTRO-OESTE;52;GO;520870;GOIANIA;132;4.69%;92;3.27%;1.738;61.72%;487;17.29%;171;6.07%;196;6.96%;2.816
CENTRO-OESTE;52;GO;520880;GOIANIRA;50;2.22%;45;2%;1.469;65.32%;446;19.83%;151;6.71%;88;3.91%;2.249
CENTRO-OESTE;52;GO;520890;GOIAS;48;10.55%;25;5.49%;193;42.42%;73;16.04%;47;10.33%;69;15.16%;455
CENTRO-OESTE;52;GO;520910;GOIATUBA;19;3.1%;15;2.45%;413;67.48%;93;15.2%;43;7.03%;29;4.74%;612
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;0;-;3;2.52%;85;71.43%;21;17.65%;6;5.04%;4;3.36%;119
CENTRO-OESTE;52;GO;520920;GUAPO;25;4.18%;18;3.01%;335;56.02%;104;17.39%;53;8.86%;63;10.54%;598
CENTRO-OESTE;52;GO;520929;GUARAITA;5;4.95%;1;0.99%;65;64.36%;10;9.9%;8;7.92%;12;11.88%;101
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;7;2.73%;14;5.47%;145;56.64%;53;20.7%;24;9.38%;13;5.08%;256
CENTRO-OESTE;52;GO;520945;GUARINOS;1;0.93%;1;0.93%;62;57.41%;32;29.63%;8;7.41%;4;3.7%;108
CENTRO-OESTE;52;GO;520960;HEITORAI;8;4.76%;3;1.79%;95;56.55%;26;15.48%;18;10.71%;18;10.71%;168
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;11;1.85%;19;3.2%;397;66.95%;81;13.66%;46;7.76%;39;6.58%;593
CENTRO-OESTE;52;GO;520980;HIDROLINA;7;6.48%;3;2.78%;61;56.48%;22;20.37%;11;10.19%;4;3.7%;108
CENTRO-OESTE;52;GO;520990;IACIARA;27;4.24%;16;2.51%;386;60.6%;124;19.47%;49;7.69%;35;5.49%;637
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;2;0.96%;4;1.91%;140;66.99%;36;17.22%;14;6.7%;13;6.22%;209
CENTRO-OESTE;52;GO;520995;INDIARA;3;0.71%;9;2.13%;266;63.03%;72;17.06%;35;8.29%;37;8.77%;422
CENTRO-OESTE;52;GO;521000;INHUMAS;25;1.97%;49;3.87%;754;59.56%;227;17.93%;102;8.06%;109;8.61%;1.266
CENTRO-OESTE;52;GO;521010;IPAMERI;12;2.01%;15;2.51%;339;56.69%;125;20.9%;51;8.53%;56;9.36%;598
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;2;2.38%;1;1.19%;55;65.48%;18;21.43%;5;5.95%;3;3.57%;84
CENTRO-OESTE;52;GO;521020;IPORA;18;6.57%;8;2.92%;135;49.27%;39;14.23%;23;8.39%;51;18.61%;274
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;3;3.09%;2;2.06%;68;70.1%;19;19.59%;3;3.09%;2;2.06%;97
CENTRO-OESTE;52;GO;521040;ITABERAI;27;1.85%;19;1.3%;866;59.36%;297;20.36%;152;10.42%;98;6.72%;1.459
CENTRO-OESTE;52;GO;521056;ITAGUARI;0;-;3;2.73%;42;38.18%;33;30%;19;17.27%;13;11.82%;110
CENTRO-OESTE;52;GO;521060;ITAGUARU;4;2.86%;6;4.29%;87;62.14%;22;15.71%;11;7.86%;10;7.14%;140
CENTRO-OESTE;52;GO;521080;ITAJA;1;0.46%;2;0.92%;144;66.06%;46;21.1%;16;7.34%;9;4.13%;218
CENTRO-OESTE;52;GO;521090;ITAPACI;28;5.42%;31;6%;289;55.9%;83;16.05%;42;8.12%;44;8.51%;517
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;7;2.94%;11;4.62%;147;61.76%;38;15.97%;20;8.4%;15;6.3%;238
CENTRO-OESTE;52;GO;521120;ITAPURANGA;18;3.31%;11;2.03%;302;55.62%;116;21.36%;58;10.68%;38;7%;543
CENTRO-OESTE;52;GO;521130;ITARUMA;4;2.96%;4;2.96%;90;66.67%;18;13.33%;9;6.67%;10;7.41%;135
CENTRO-OESTE;52;GO;521140;ITAUCU;6;3.53%;7;4.12%;99;58.24%;35;20.59%;16;9.41%;7;4.12%;170
CENTRO-OESTE;52;GO;521150;ITUMBIARA;81;4.39%;98;5.31%;1.295;70.15%;218;11.81%;78;4.23%;76;4.12%;1.846
CENTRO-OESTE;52;GO;521160;IVOLANDIA;3;4.11%;0;-;43;58.9%;18;24.66%;5;6.85%;4;5.48%;73
CENTRO-OESTE;52;GO;521170;JANDAIA;6;4.08%;9;6.12%;92;62.59%;28;19.05%;6;4.08%;6;4.08%;147
CENTRO-OESTE;52;GO;521180;JARAGUA;33;3.1%;40;3.75%;632;59.29%;182;17.07%;105;9.85%;74;6.94%;1.066
CENTRO-OESTE;52;GO;521190;JATAI;25;2.16%;33;2.85%;719;62.04%;239;20.62%;82;7.08%;61;5.26%;1.159
CENTRO-OESTE;52;GO;521200;JAUPACI;3;3.95%;2;2.63%;45;59.21%;9;11.84%;5;6.58%;12;15.79%;76
CENTRO-OESTE;52;GO;521205;JESUPOLIS;7;6.14%;8;7.02%;76;66.67%;13;11.4%;7;6.14%;3;2.63%;114
CENTRO-OESTE;52;GO;521210;JOVIANIA;1;0.9%;5;4.5%;68;61.26%;17;15.32%;7;6.31%;13;11.71%;111
CENTRO-OESTE;52;GO;521220;JUSSARA;9;3.13%;9;3.13%;163;56.6%;54;18.75%;28;9.72%;25;8.68%;288
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;4;8%;2;4%;15;30%;14;28%;3;6%;12;24%;50
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;49;13.03%;19;5.05%;202;53.72%;56;14.89%;32;8.51%;18;4.79%;376
CENTRO-OESTE;52;GO;521250;LUZIANIA;210;3.31%;194;3.06%;4.221;66.51%;1.043;16.44%;400;6.3%;278;4.38%;6.346
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;1;1.28%;6;7.69%;44;56.41%;13;16.67%;8;10.26%;6;7.69%;78
CENTRO-OESTE;52;GO;521270;MAMBAI;23;4.86%;30;6.34%;311;65.75%;59;12.47%;32;6.77%;18;3.81%;473
CENTRO-OESTE;52;GO;521280;MARA ROSA;4;1.53%;8;3.05%;185;70.61%;45;17.18%;8;3.05%;12;4.58%;262
CENTRO-OESTE;52;GO;521290;MARZAGAO;0;-;3;2.88%;69;66.35%;21;20.19%;6;5.77%;5;4.81%;104
CENTRO-OESTE;52;GO;521295;MATRINCHA;2;1.34%;3;2.01%;82;55.03%;36;24.16%;19;12.75%;7;4.7%;149
CENTRO-OESTE;52;GO;521300;MAURILANDIA;13;2.78%;22;4.71%;295;63.17%;75;16.06%;38;8.14%;24;5.14%;467
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;2;1.67%;5;4.17%;81;67.5%;23;19.17%;3;2.5%;6;5%;120
CENTRO-OESTE;52;GO;521308;MINACU;22;3.54%;34;5.47%;366;58.84%;98;15.76%;51;8.2%;51;8.2%;622
CENTRO-OESTE;52;GO;521310;MINEIROS;17;1.77%;19;1.98%;600;62.5%;193;20.1%;77;8.02%;54;5.63%;960
CENTRO-OESTE;52;GO;521340;MOIPORA;2;2.74%;4;5.48%;45;61.64%;14;19.18%;5;6.85%;3;4.11%;73
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;59;13.92%;59;13.92%;215;50.71%;43;10.14%;24;5.66%;24;5.66%;424
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;2;2.15%;5;5.38%;59;63.44%;11;11.83%;8;8.6%;8;8.6%;93
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;7;4.32%;8;4.94%;92;56.79%;29;17.9%;11;6.79%;15;9.26%;162
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;7;3.15%;16;7.21%;128;57.66%;40;18.02%;14;6.31%;17;7.66%;222
CENTRO-OESTE;52;GO;521380;MORRINHOS;43;4.51%;59;6.19%;571;59.92%;125;13.12%;68;7.14%;87;9.13%;953
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;9;11.54%;8;10.26%;41;52.56%;13;16.67%;3;3.85%;4;5.13%;78
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;3;4.11%;2;2.74%;32;43.84%;21;28.77%;5;6.85%;10;13.7%;73
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;24;5.59%;22;5.13%;177;41.26%;76;17.72%;56;13.05%;74;17.25%;429
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;5;2.22%;7;3.11%;141;62.67%;46;20.44%;16;7.11%;10;4.44%;225
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;3;2.27%;4;3.03%;75;56.82%;31;23.48%;11;8.33%;8;6.06%;132
CENTRO-OESTE;52;GO;521440;NAZARIO;3;2.17%;5;3.62%;57;41.3%;36;26.09%;21;15.22%;16;11.59%;138
CENTRO-OESTE;52;GO;521450;NEROPOLIS;15;3.55%;11;2.6%;241;56.97%;76;17.97%;45;10.64%;35;8.27%;423
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;26;4.08%;34;5.33%;382;59.87%;92;14.42%;51;7.99%;53;8.31%;638
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;0;-;2;3.85%;26;50%;20;38.46%;3;5.77%;1;1.92%;52
CENTRO-OESTE;52;GO;521480;NOVA AURORA;1;1.92%;0;-;40;76.92%;7;13.46%;2;3.85%;2;3.85%;52
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;8;2.64%;7;2.31%;164;54.13%;57;18.81%;30;9.9%;37;12.21%;303
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;7;2.53%;11;3.97%;161;58.12%;57;20.58%;19;6.86%;22;7.94%;277
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;4;3.15%;3;2.36%;94;74.02%;19;14.96%;5;3.94%;2;1.57%;127
CENTRO-OESTE;52;GO;521490;NOVA ROMA;6;4.58%;6;4.58%;78;59.54%;18;13.74%;13;9.92%;10;7.63%;131
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;6;2.21%;9;3.32%;122;45.02%;54;19.93%;42;15.5%;38;14.02%;271
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;3;2.46%;5;4.1%;64;52.46%;26;21.31%;11;9.02%;13;10.66%;122
CENTRO-OESTE;52;GO;521523;NOVO GAMA;74;2.92%;90;3.56%;1.750;69.17%;370;14.62%;132;5.22%;114;4.51%;2.530
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;5;2.96%;7;4.14%;105;62.13%;27;15.98%;9;5.33%;16;9.47%;169
CENTRO-OESTE;52;GO;521530;ORIZONA;11;3.57%;16;5.19%;168;54.55%;56;18.18%;34;11.04%;23;7.47%;308
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;1;0.81%;2;1.63%;76;61.79%;25;20.33%;14;11.38%;5;4.07%;123
CENTRO-OESTE;52;GO;521550;OUVIDOR;5;3.57%;5;3.57%;93;66.43%;21;15%;7;5%;9;6.43%;140
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;20;3.33%;23;3.83%;385;64.06%;100;16.64%;38;6.32%;35;5.82%;601
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;5;4.55%;3;2.73%;63;57.27%;19;17.27%;9;8.18%;11;10%;110
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;85;24.71%;29;8.43%;159;46.22%;40;11.63%;14;4.07%;17;4.94%;344
CENTRO-OESTE;52;GO;521580;PALMELO;1;1.64%;0;-;35;57.38%;16;26.23%;4;6.56%;5;8.2%;61
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;1;1.47%;1;1.47%;41;60.29%;16;23.53%;5;7.35%;4;5.88%;68
CENTRO-OESTE;52;GO;521600;PANAMA;1;2.13%;4;8.51%;22;46.81%;11;23.4%;5;10.64%;4;8.51%;47
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;7;4.32%;8;4.94%;113;69.75%;21;12.96%;6;3.7%;7;4.32%;162
CENTRO-OESTE;52;GO;521640;PARAUNA;7;2.27%;11;3.57%;192;62.34%;56;18.18%;26;8.44%;16;5.19%;308
CENTRO-OESTE;52;GO;521645;PEROLANDIA;5;4.63%;5;4.63%;56;51.85%;22;20.37%;11;10.19%;9;8.33%;108
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;2;1.46%;7;5.11%;75;54.74%;23;16.79%;17;12.41%;13;9.49%;137
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;14;13.73%;13;12.75%;50;49.02%;16;15.69%;6;5.88%;3;2.94%;102
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;8;2.27%;14;3.97%;221;62.61%;51;14.45%;29;8.22%;30;8.5%;353
CENTRO-OESTE;52;GO;521720;PIRANHAS;6;1.93%;3;0.96%;192;61.74%;62;19.94%;26;8.36%;22;7.07%;311
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;12;2.37%;19;3.75%;315;62.13%;81;15.98%;50;9.86%;30;5.92%;507
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;13;3.08%;24;5.69%;232;54.98%;81;19.19%;35;8.29%;37;8.77%;422
CENTRO-OESTE;52;GO;521760;PLANALTINA;104;4.8%;104;4.8%;1.392;64.21%;282;13.01%;153;7.06%;133;6.13%;2.168
