Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;7;7.37%;5;5.26%;56;58.95%;11;11.58%;10;10.53%;6;6.32%;95
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;1;0.55%;2;1.1%;103;56.59%;54;29.67%;8;4.4%;14;7.69%;182
CENTRO-OESTE;52;GO;520310;BALIZA;11;7.48%;9;6.12%;89;60.54%;15;10.2%;10;6.8%;13;8.84%;147
CENTRO-OESTE;52;GO;520320;BARRO ALTO;12;2.51%;21;4.38%;313;65.34%;80;16.7%;30;6.26%;23;4.8%;479
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;26;3.29%;24;3.03%;474;59.92%;153;19.34%;62;7.84%;52;6.57%;791
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;14;4.73%;27;9.12%;171;57.77%;52;17.57%;17;5.74%;15;5.07%;296
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;20;2.52%;30;3.78%;522;65.74%;118;14.86%;58;7.3%;46;5.79%;794
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;14;3.9%;17;4.74%;228;63.51%;58;16.16%;23;6.41%;19;5.29%;359
CENTRO-OESTE;52;GO;520357;BONOPOLIS;4;1.61%;7;2.82%;159;64.11%;48;19.35%;12;4.84%;18;7.26%;248
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;7;3.15%;5;2.25%;145;65.32%;37;16.67%;19;8.56%;9;4.05%;222
CENTRO-OESTE;52;GO;520380;BRITANIA;9;3.2%;10;3.56%;194;69.04%;45;16.01%;17;6.05%;6;2.14%;281
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;11;3.42%;14;4.35%;223;69.25%;54;16.77%;9;2.8%;11;3.42%;322
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;1;0.87%;1;0.87%;79;68.7%;21;18.26%;9;7.83%;4;3.48%;115
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;8;3.81%;21;10%;141;67.14%;19;9.05%;9;4.29%;12;5.71%;210
CENTRO-OESTE;52;GO;520400;CABECEIRAS;14;3%;14;3%;313;67.02%;74;15.85%;33;7.07%;19;4.07%;467
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;8;1.5%;9;1.69%;370;69.55%;89;16.73%;39;7.33%;17;3.2%;532
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;5;6.25%;4;5%;41;51.25%;18;22.5%;8;10%;4;5%;80
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;4;1.34%;13;4.36%;165;55.37%;70;23.49%;30;10.07%;16;5.37%;298
CENTRO-OESTE;52;GO;520430;CACU;7;1.29%;9;1.66%;360;66.42%;104;19.19%;40;7.38%;22;4.06%;542
CENTRO-OESTE;52;GO;520440;CAIAPONIA;4;0.67%;9;1.5%;418;69.67%;107;17.83%;40;6.67%;22;3.67%;600
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;229;7.74%;127;4.29%;1.843;62.33%;443;14.98%;187;6.32%;128;4.33%;2.957
CENTRO-OESTE;52;GO;520455;CALDAZINHA;2;0.79%;5;1.97%;154;60.63%;48;18.9%;27;10.63%;18;7.09%;254
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;8;4.76%;10;5.95%;112;66.67%;20;11.9%;12;7.14%;6;3.57%;168
CENTRO-OESTE;52;GO;520465;CAMPINACU;3;1.35%;14;6.28%;145;65.02%;40;17.94%;16;7.17%;5;2.24%;223
CENTRO-OESTE;52;GO;520470;CAMPINORTE;8;1.48%;24;4.44%;409;75.6%;66;12.2%;28;5.18%;6;1.11%;541
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;3;0.86%;6;1.72%;203;58.33%;78;22.41%;29;8.33%;29;8.33%;348
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;7;2.15%;21;6.44%;219;67.18%;41;12.58%;24;7.36%;14;4.29%;326
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;35;3.7%;45;4.76%;640;67.65%;125;13.21%;50;5.29%;51;5.39%;946
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;10;4.5%;10;4.5%;141;63.51%;33;14.86%;13;5.86%;15;6.76%;222
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;14;4.62%;26;8.58%;190;62.71%;45;14.85%;11;3.63%;17;5.61%;303
CENTRO-OESTE;52;GO;520505;CASTELANDIA;4;3.01%;3;2.26%;89;66.92%;18;13.53%;8;6.02%;11;8.27%;133
CENTRO-OESTE;52;GO;520510;CATALAO;17;0.63%;45;1.67%;1.890;70.05%;512;18.98%;151;5.6%;83;3.08%;2.698
CENTRO-OESTE;52;GO;520520;CATURAI;9;4.79%;9;4.79%;123;65.43%;26;13.83%;12;6.38%;9;4.79%;188
CENTRO-OESTE;52;GO;520530;CAVALCANTE;21;3.03%;46;6.65%;491;70.95%;92;13.29%;21;3.03%;21;3.03%;692
CENTRO-OESTE;52;GO;520540;CERES;17;3.02%;18;3.2%;369;65.54%;103;18.29%;35;6.22%;21;3.73%;563
CENTRO-OESTE;52;GO;520545;CEZARINA;7;1.86%;0;-;237;63.03%;78;20.74%;36;9.57%;18;4.79%;376
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;18;1.9%;15;1.59%;698;73.78%;145;15.33%;47;4.97%;23;2.43%;946
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;106;2.35%;160;3.54%;3.049;67.55%;736;16.3%;289;6.4%;174;3.85%;4.514
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;17;1.74%;34;3.47%;651;66.5%;156;15.93%;79;8.07%;42;4.29%;979
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;34;18.28%;7;3.76%;93;50%;26;13.98%;16;8.6%;10;5.38%;186
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;1.25%;2;2.5%;60;75%;8;10%;4;5%;5;6.25%;80
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;3;0.78%;8;2.08%;275;71.61%;58;15.1%;26;6.77%;14;3.65%;384
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;32;11.94%;18;6.72%;162;60.45%;42;15.67%;11;4.1%;3;1.12%;268
CENTRO-OESTE;52;GO;520620;CRISTALINA;81;2.73%;126;4.25%;1.949;65.76%;464;15.65%;172;5.8%;172;5.8%;2.964
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;4;2.94%;7;5.15%;68;50%;23;16.91%;19;13.97%;15;11.03%;136
CENTRO-OESTE;52;GO;520640;CRIXAS;14;2.41%;21;3.61%;376;64.6%;88;15.12%;49;8.42%;34;5.84%;582
CENTRO-OESTE;52;GO;520650;CROMINIA;12;7.19%;7;4.19%;104;62.28%;28;16.77%;9;5.39%;7;4.19%;167
CENTRO-OESTE;52;GO;520660;CUMARI;3;3.06%;7;7.14%;71;72.45%;9;9.18%;4;4.08%;4;4.08%;98
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;5;2.29%;12;5.5%;137;62.84%;33;15.14%;17;7.8%;14;6.42%;218
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;0;-;6;4.72%;87;68.5%;22;17.32%;7;5.51%;5;3.94%;127
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;2;1.68%;4;3.36%;80;67.23%;21;17.65%;7;5.88%;5;4.2%;119
CENTRO-OESTE;52;GO;520710;DIORAMA;1;1.49%;2;2.99%;49;73.13%;8;11.94%;5;7.46%;2;2.99%;67
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;10;3.64%;19;6.91%;171;62.18%;46;16.73%;15;5.45%;14;5.09%;275
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;13;4.91%;13;4.91%;169;63.77%;42;15.85%;13;4.91%;15;5.66%;265
CENTRO-OESTE;52;GO;520735;EDEALINA;2;0.85%;9;3.85%;156;66.67%;44;18.8%;14;5.98%;9;3.85%;234
CENTRO-OESTE;52;GO;520740;EDEIA;7;1.11%;13;2.07%;437;69.48%;112;17.81%;44;7%;16;2.54%;629
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;2;2.3%;5;5.75%;42;48.28%;19;21.84%;13;14.94%;6;6.9%;87
CENTRO-OESTE;52;GO;520753;FAINA;6;3.95%;5;3.29%;75;49.34%;23;15.13%;17;11.18%;26;17.11%;152
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;6;2.93%;14;6.83%;124;60.49%;33;16.1%;11;5.37%;17;8.29%;205
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;4;1.16%;10;2.89%;245;70.81%;51;14.74%;27;7.8%;9;2.6%;346
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;16;2.72%;19;3.23%;435;73.85%;74;12.56%;22;3.74%;23;3.9%;589
CENTRO-OESTE;52;GO;520800;FORMOSA;110;4.27%;135;5.24%;1.763;68.44%;319;12.38%;139;5.4%;110;4.27%;2.576
CENTRO-OESTE;52;GO;520810;FORMOSO;5;1.88%;13;4.89%;177;66.54%;37;13.91%;15;5.64%;19;7.14%;266
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;2;0.78%;12;4.71%;189;74.12%;30;11.76%;13;5.1%;9;3.53%;255
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;20;3.38%;28;4.73%;393;66.39%;83;14.02%;36;6.08%;32;5.41%;592
CENTRO-OESTE;52;GO;520850;GOIANDIRA;1;0.79%;1;0.79%;78;61.9%;28;22.22%;5;3.97%;13;10.32%;126
CENTRO-OESTE;52;GO;520860;GOIANESIA;71;3.54%;85;4.24%;1.334;66.57%;335;16.72%;101;5.04%;78;3.89%;2.004
CENTRO-OESTE;52;GO;520870;GOIANIA;588;1.91%;829;2.7%;21.022;68.38%;5.368;17.46%;1.842;5.99%;1.092;3.55%;30.741
CENTRO-OESTE;52;GO;520880;GOIANIRA;65;1.83%;122;3.43%;2.314;65%;618;17.36%;280;7.87%;161;4.52%;3.560
CENTRO-OESTE;52;GO;520890;GOIAS;22;2.59%;45;5.31%;553;65.21%;141;16.63%;45;5.31%;42;4.95%;848
CENTRO-OESTE;52;GO;520910;GOIATUBA;29;2.56%;44;3.89%;784;69.32%;159;14.06%;63;5.57%;52;4.6%;1.131
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;1;0.64%;2;1.28%;119;76.28%;21;13.46%;5;3.21%;8;5.13%;156
CENTRO-OESTE;52;GO;520920;GUAPO;25;2.35%;60;5.64%;708;66.6%;150;14.11%;75;7.06%;45;4.23%;1.063
CENTRO-OESTE;52;GO;520929;GUARAITA;1;1.37%;2;2.74%;51;69.86%;10;13.7%;5;6.85%;4;5.48%;73
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;8;4.42%;9;4.97%;109;60.22%;16;8.84%;17;9.39%;22;12.15%;181
CENTRO-OESTE;52;GO;520945;GUARINOS;1;1.41%;4;5.63%;41;57.75%;15;21.13%;6;8.45%;4;5.63%;71
CENTRO-OESTE;52;GO;520960;HEITORAI;8;3.27%;7;2.86%;154;62.86%;42;17.14%;18;7.35%;16;6.53%;245
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;21;1.91%;26;2.37%;756;68.85%;178;16.21%;79;7.19%;38;3.46%;1.098
CENTRO-OESTE;52;GO;520980;HIDROLINA;4;4.6%;1;1.15%;62;71.26%;10;11.49%;6;6.9%;4;4.6%;87
CENTRO-OESTE;52;GO;520990;IACIARA;20;2.72%;35;4.77%;445;60.63%;112;15.26%;61;8.31%;61;8.31%;734
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;5;1.5%;10;3%;217;65.17%;62;18.62%;26;7.81%;13;3.9%;333
CENTRO-OESTE;52;GO;520995;INDIARA;30;5.25%;33;5.78%;353;61.82%;82;14.36%;43;7.53%;30;5.25%;571
CENTRO-OESTE;52;GO;521000;INHUMAS;51;2.79%;76;4.16%;1.153;63.04%;304;16.62%;147;8.04%;98;5.36%;1.829
CENTRO-OESTE;52;GO;521010;IPAMERI;54;5.33%;51;5.03%;639;63.02%;164;16.17%;62;6.11%;44;4.34%;1.014
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;0;-;1;0.79%;84;66.14%;25;19.69%;11;8.66%;6;4.72%;127
CENTRO-OESTE;52;GO;521020;IPORA;31;4.98%;40;6.43%;415;66.72%;83;13.34%;26;4.18%;27;4.34%;622
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;2.15%;3;3.23%;64;68.82%;12;12.9%;6;6.45%;6;6.45%;93
CENTRO-OESTE;52;GO;521040;ITABERAI;67;3.01%;58;2.61%;1.320;59.3%;462;20.75%;189;8.49%;130;5.84%;2.226
CENTRO-OESTE;52;GO;521056;ITAGUARI;3;2.5%;1;0.83%;71;59.17%;22;18.33%;12;10%;11;9.17%;120
CENTRO-OESTE;52;GO;521060;ITAGUARU;3;2.78%;3;2.78%;75;69.44%;14;12.96%;7;6.48%;6;5.56%;108
CENTRO-OESTE;52;GO;521080;ITAJA;1;0.48%;7;3.37%;137;65.87%;36;17.31%;20;9.62%;7;3.37%;208
CENTRO-OESTE;52;GO;521090;ITAPACI;12;4.84%;19;7.66%;119;47.98%;44;17.74%;28;11.29%;26;10.48%;248
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;12;5.29%;13;5.73%;137;60.35%;39;17.18%;14;6.17%;12;5.29%;227
CENTRO-OESTE;52;GO;521120;ITAPURANGA;18;2.06%;21;2.4%;550;62.86%;166;18.97%;77;8.8%;43;4.91%;875
CENTRO-OESTE;52;GO;521130;ITARUMA;3;1.12%;5;1.87%;167;62.31%;46;17.16%;30;11.19%;17;6.34%;268
CENTRO-OESTE;52;GO;521140;ITAUCU;10;2.6%;10;2.6%;258;67.19%;71;18.49%;25;6.51%;10;2.6%;384
CENTRO-OESTE;52;GO;521150;ITUMBIARA;105;5.22%;103;5.12%;1.114;55.42%;355;17.66%;174;8.66%;159;7.91%;2.010
CENTRO-OESTE;52;GO;521160;IVOLANDIA;5;3.47%;4;2.78%;94;65.28%;24;16.67%;11;7.64%;6;4.17%;144
CENTRO-OESTE;52;GO;521170;JANDAIA;2;1.21%;6;3.64%;115;69.7%;20;12.12%;11;6.67%;11;6.67%;165
CENTRO-OESTE;52;GO;521180;JARAGUA;63;3.65%;60;3.48%;1.112;64.43%;312;18.08%;107;6.2%;72;4.17%;1.726
CENTRO-OESTE;52;GO;521190;JATAI;88;2.68%;82;2.49%;2.232;67.86%;561;17.06%;203;6.17%;123;3.74%;3.289
CENTRO-OESTE;52;GO;521200;JAUPACI;6;9.68%;5;8.06%;36;58.06%;8;12.9%;3;4.84%;4;6.45%;62
CENTRO-OESTE;52;GO;521205;JESUPOLIS;3;2.19%;5;3.65%;88;64.23%;19;13.87%;14;10.22%;8;5.84%;137
CENTRO-OESTE;52;GO;521210;JOVIANIA;2;0.65%;5;1.62%;237;76.95%;41;13.31%;15;4.87%;8;2.6%;308
CENTRO-OESTE;52;GO;521220;JUSSARA;23;4.14%;16;2.88%;315;56.76%;104;18.74%;57;10.27%;40;7.21%;555
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;3;3.95%;1;1.32%;47;61.84%;16;21.05%;3;3.95%;6;7.89%;76
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;31;6.95%;21;4.71%;257;57.62%;73;16.37%;41;9.19%;23;5.16%;446
CENTRO-OESTE;52;GO;521250;LUZIANIA;162;1.71%;321;3.39%;6.361;67.18%;1.639;17.31%;662;6.99%;323;3.41%;9.468
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;9;12.86%;2;2.86%;45;64.29%;5;7.14%;3;4.29%;6;8.57%;70
CENTRO-OESTE;52;GO;521270;MAMBAI;18;3.77%;10;2.09%;310;64.85%;79;16.53%;37;7.74%;24;5.02%;478
CENTRO-OESTE;52;GO;521280;MARA ROSA;5;1.34%;19;5.11%;253;68.01%;61;16.4%;17;4.57%;17;4.57%;372
CENTRO-OESTE;52;GO;521290;MARZAGAO;3;2.46%;3;2.46%;75;61.48%;20;16.39%;9;7.38%;12;9.84%;122
CENTRO-OESTE;52;GO;521295;MATRINCHA;4;1.69%;9;3.8%;171;72.15%;36;15.19%;7;2.95%;10;4.22%;237
CENTRO-OESTE;52;GO;521300;MAURILANDIA;16;4.79%;12;3.59%;179;53.59%;46;13.77%;28;8.38%;53;15.87%;334
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;5;4.46%;4;3.57%;62;55.36%;13;11.61%;12;10.71%;16;14.29%;112
CENTRO-OESTE;52;GO;521308;MINACU;26;3.26%;26;3.26%;505;63.28%;127;15.91%;60;7.52%;54;6.77%;798
CENTRO-OESTE;52;GO;521310;MINEIROS;73;2.69%;85;3.13%;1.682;62.02%;502;18.51%;228;8.41%;142;5.24%;2.712
CENTRO-OESTE;52;GO;521340;MOIPORA;3;6.12%;2;4.08%;22;44.9%;8;16.33%;6;12.24%;8;16.33%;49
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;16;5.3%;22;7.28%;177;58.61%;45;14.9%;24;7.95%;18;5.96%;302
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;6;1.75%;13;3.79%;234;68.22%;53;15.45%;23;6.71%;14;4.08%;343
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;6;1.14%;18;3.42%;342;65.02%;91;17.3%;42;7.98%;27;5.13%;526
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;4;1.71%;16;6.84%;136;58.12%;39;16.67%;26;11.11%;13;5.56%;234
CENTRO-OESTE;52;GO;521380;MORRINHOS;54;4.74%;42;3.69%;649;56.98%;179;15.72%;106;9.31%;109;9.57%;1.139
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;4;3.57%;7;6.25%;74;66.07%;16;14.29%;2;1.79%;9;8.04%;112
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;5;3.21%;6;3.85%;113;72.44%;20;12.82%;8;5.13%;4;2.56%;156
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;18;2.69%;30;4.48%;430;64.28%;113;16.89%;40;5.98%;38;5.68%;669
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;6;1.64%;16;4.37%;251;68.58%;60;16.39%;20;5.46%;13;3.55%;366
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;4;2.22%;6;3.33%;100;55.56%;34;18.89%;16;8.89%;20;11.11%;180
CENTRO-OESTE;52;GO;521440;NAZARIO;12;4.55%;8;3.03%;146;55.3%;52;19.7%;24;9.09%;22;8.33%;264
CENTRO-OESTE;52;GO;521450;NEROPOLIS;62;6.67%;41;4.41%;523;56.24%;156;16.77%;77;8.28%;71;7.63%;930
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;41;3.45%;47;3.95%;813;68.32%;171;14.37%;70;5.88%;48;4.03%;1.190
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;4;3.39%;0;-;56;47.46%;26;22.03%;16;13.56%;16;13.56%;118
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;3;3.23%;52;55.91%;26;27.96%;7;7.53%;5;5.38%;93
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;27;6.14%;26;5.91%;262;59.55%;67;15.23%;32;7.27%;26;5.91%;440
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;4;2.33%;12;6.98%;110;63.95%;22;12.79%;13;7.56%;11;6.4%;172
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;1;0.49%;12;5.91%;144;70.94%;32;15.76%;11;5.42%;3;1.48%;203
CENTRO-OESTE;52;GO;521490;NOVA ROMA;7;4.14%;6;3.55%;119;70.41%;19;11.24%;9;5.33%;9;5.33%;169
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;6;1.45%;11;2.66%;291;70.46%;55;13.32%;23;5.57%;27;6.54%;413
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;5;2.82%;4;2.26%;116;65.54%;31;17.51%;13;7.34%;8;4.52%;177
CENTRO-OESTE;52;GO;521523;NOVO GAMA;141;2.48%;257;4.51%;3.845;67.52%;894;15.7%;313;5.5%;245;4.3%;5.695
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;9;7.2%;8;6.4%;77;61.6%;16;12.8%;6;4.8%;9;7.2%;125
CENTRO-OESTE;52;GO;521530;ORIZONA;9;2.09%;12;2.78%;162;37.59%;116;26.91%;96;22.27%;36;8.35%;431
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;4;2.53%;2;1.27%;114;72.15%;26;16.46%;6;3.8%;6;3.8%;158
CENTRO-OESTE;52;GO;521550;OUVIDOR;6;3.97%;6;3.97%;96;63.58%;22;14.57%;9;5.96%;12;7.95%;151
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;45;2.81%;75;4.69%;1.068;66.79%;259;16.2%;100;6.25%;52;3.25%;1.599
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;3;1.83%;5;3.05%;118;71.95%;23;14.02%;11;6.71%;4;2.44%;164
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;24;4.23%;45;7.92%;364;64.08%;80;14.08%;31;5.46%;24;4.23%;568
CENTRO-OESTE;52;GO;521580;PALMELO;0;-;7;4.67%;90;60%;33;22%;12;8%;8;5.33%;150
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;8;4.02%;7;3.52%;117;58.79%;26;13.07%;15;7.54%;26;13.07%;199
CENTRO-OESTE;52;GO;521600;PANAMA;2;2.22%;1;1.11%;62;68.89%;13;14.44%;6;6.67%;6;6.67%;90
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;8;2.48%;9;2.8%;204;63.35%;70;21.74%;22;6.83%;9;2.8%;322
CENTRO-OESTE;52;GO;521640;PARAUNA;3;0.67%;13;2.92%;289;64.94%;78;17.53%;46;10.34%;16;3.6%;445
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;0.96%;0;-;76;73.08%;21;20.19%;5;4.81%;1;0.96%;104
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;8;4.12%;6;3.09%;113;58.25%;21;10.82%;16;8.25%;30;15.46%;194
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;6;7.14%;4;4.76%;53;63.1%;12;14.29%;4;4.76%;5;5.95%;84
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;17;3.65%;20;4.29%;290;62.23%;73;15.67%;33;7.08%;33;7.08%;466
CENTRO-OESTE;52;GO;521720;PIRANHAS;11;2.63%;16;3.83%;288;68.9%;57;13.64%;26;6.22%;20;4.78%;418
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;20;2.53%;33;4.17%;493;62.33%;143;18.08%;55;6.95%;47;5.94%;791
