Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;5;5.95%;5;5.95%;60;71.43%;10;11.9%;3;3.57%;1;1.19%;84
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;2;2.47%;1;1.23%;48;59.26%;16;19.75%;8;9.88%;6;7.41%;81
CENTRO-OESTE;52;GO;520310;BALIZA;7;10.77%;3;4.62%;33;50.77%;9;13.85%;8;12.31%;5;7.69%;65
CENTRO-OESTE;52;GO;520320;BARRO ALTO;4;1.42%;13;4.61%;209;74.11%;32;11.35%;11;3.9%;13;4.61%;282
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;25;3.69%;25;3.69%;387;57.08%;106;15.63%;67;9.88%;68;10.03%;678
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;9;3.28%;18;6.57%;154;56.2%;33;12.04%;18;6.57%;42;15.33%;274
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;24;4.45%;29;5.38%;327;60.67%;90;16.7%;39;7.24%;30;5.57%;539
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;6;2.34%;12;4.69%;177;69.14%;37;14.45%;19;7.42%;5;1.95%;256
CENTRO-OESTE;52;GO;520357;BONOPOLIS;12;10.53%;9;7.89%;70;61.4%;10;8.77%;8;7.02%;5;4.39%;114
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;5;4.42%;4;3.54%;62;54.87%;24;21.24%;11;9.73%;7;6.19%;113
CENTRO-OESTE;52;GO;520380;BRITANIA;6;3.49%;9;5.23%;108;62.79%;23;13.37%;17;9.88%;9;5.23%;172
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;1;0.69%;2;1.38%;101;69.66%;25;17.24%;12;8.28%;4;2.76%;145
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;5;10%;1;2%;39;78%;3;6%;1;2%;1;2%;50
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;6;4.62%;8;6.15%;79;60.77%;18;13.85%;9;6.92%;10;7.69%;130
CENTRO-OESTE;52;GO;520400;CABECEIRAS;15;4.14%;20;5.52%;244;67.4%;38;10.5%;23;6.35%;22;6.08%;362
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;4;1.15%;14;4.03%;244;70.32%;49;14.12%;21;6.05%;15;4.32%;347
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;0;-;2;3.39%;35;59.32%;10;16.95%;7;11.86%;5;8.47%;59
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;9;6.43%;6;4.29%;79;56.43%;24;17.14%;10;7.14%;12;8.57%;140
CENTRO-OESTE;52;GO;520430;CACU;3;1.86%;6;3.73%;118;73.29%;23;14.29%;7;4.35%;4;2.48%;161
CENTRO-OESTE;52;GO;520440;CAIAPONIA;5;1.6%;3;0.96%;193;61.86%;79;25.32%;16;5.13%;16;5.13%;312
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;15;2.26%;27;4.07%;425;64.01%;107;16.11%;53;7.98%;37;5.57%;664
CENTRO-OESTE;52;GO;520455;CALDAZINHA;5;3.68%;8;5.88%;85;62.5%;16;11.76%;11;8.09%;11;8.09%;136
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;6;3.75%;5;3.13%;96;60%;21;13.13%;13;8.13%;19;11.88%;160
CENTRO-OESTE;52;GO;520465;CAMPINACU;5;5%;7;7%;67;67%;13;13%;7;7%;1;1%;100
CENTRO-OESTE;52;GO;520470;CAMPINORTE;5;1.63%;16;5.21%;224;72.96%;38;12.38%;16;5.21%;8;2.61%;307
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;0;-;2;3.17%;36;57.14%;13;20.63%;9;14.29%;3;4.76%;63
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;7;1.89%;18;4.85%;281;75.74%;44;11.86%;9;2.43%;12;3.23%;371
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;36;4.79%;30;3.99%;467;62.18%;114;15.18%;58;7.72%;46;6.13%;751
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;21;8.86%;18;7.59%;143;60.34%;28;11.81%;15;6.33%;12;5.06%;237
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;7;3.02%;9;3.88%;131;56.47%;42;18.1%;24;10.34%;19;8.19%;232
CENTRO-OESTE;52;GO;520505;CASTELANDIA;4;4.08%;6;6.12%;61;62.24%;16;16.33%;7;7.14%;4;4.08%;98
CENTRO-OESTE;52;GO;520510;CATALAO;12;1.65%;17;2.34%;500;68.87%;116;15.98%;50;6.89%;31;4.27%;726
CENTRO-OESTE;52;GO;520520;CATURAI;13;7.39%;5;2.84%;103;58.52%;27;15.34%;12;6.82%;16;9.09%;176
CENTRO-OESTE;52;GO;520530;CAVALCANTE;15;3.46%;14;3.23%;345;79.49%;38;8.76%;12;2.76%;10;2.3%;434
CENTRO-OESTE;52;GO;520540;CERES;24;6.86%;5;1.43%;223;63.71%;43;12.29%;32;9.14%;23;6.57%;350
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;2;6.25%;21;65.63%;5;15.63%;2;6.25%;2;6.25%;32
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;3;0.74%;6;1.49%;281;69.55%;75;18.56%;22;5.45%;17;4.21%;404
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;96;4.66%;93;4.51%;1.342;65.08%;299;14.5%;120;5.82%;112;5.43%;2.062
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;23;3.46%;30;4.51%;435;65.41%;103;15.49%;39;5.86%;35;5.26%;665
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;6;4.17%;7;4.86%;102;70.83%;19;13.19%;8;5.56%;2;1.39%;144
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;1.03%;2;2.06%;64;65.98%;19;19.59%;7;7.22%;4;4.12%;97
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;16;5.71%;9;3.21%;178;63.57%;42;15%;24;8.57%;11;3.93%;280
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;9;6.38%;10;7.09%;85;60.28%;21;14.89%;11;7.8%;5;3.55%;141
CENTRO-OESTE;52;GO;520620;CRISTALINA;58;4.18%;73;5.26%;910;65.51%;171;12.31%;88;6.34%;89;6.41%;1.389
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;1;1.59%;2;3.17%;45;71.43%;8;12.7%;4;6.35%;3;4.76%;63
CENTRO-OESTE;52;GO;520640;CRIXAS;19;6.96%;9;3.3%;141;51.65%;46;16.85%;21;7.69%;37;13.55%;273
CENTRO-OESTE;52;GO;520650;CROMINIA;4;3.03%;3;2.27%;80;60.61%;21;15.91%;14;10.61%;10;7.58%;132
CENTRO-OESTE;52;GO;520660;CUMARI;1;2.7%;0;-;29;78.38%;5;13.51%;1;2.7%;1;2.7%;37
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;10;6.29%;1;0.63%;111;69.81%;25;15.72%;6;3.77%;6;3.77%;159
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;1;1.3%;4;5.19%;61;79.22%;3;3.9%;4;5.19%;4;5.19%;77
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;0;-;1;1.67%;45;75%;9;15%;1;1.67%;4;6.67%;60
CENTRO-OESTE;52;GO;520710;DIORAMA;1;1.82%;3;5.45%;36;65.45%;10;18.18%;4;7.27%;1;1.82%;55
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;13;5.6%;9;3.88%;140;60.34%;38;16.38%;12;5.17%;20;8.62%;232
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;6;2.58%;8;3.43%;151;64.81%;40;17.17%;14;6.01%;14;6.01%;233
CENTRO-OESTE;52;GO;520735;EDEALINA;3;3.33%;5;5.56%;62;68.89%;8;8.89%;10;11.11%;2;2.22%;90
CENTRO-OESTE;52;GO;520740;EDEIA;3;1.06%;13;4.58%;189;66.55%;48;16.9%;23;8.1%;8;2.82%;284
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;1;1.18%;1;1.18%;61;71.76%;15;17.65%;6;7.06%;1;1.18%;85
CENTRO-OESTE;52;GO;520753;FAINA;13;7.65%;8;4.71%;81;47.65%;36;21.18%;13;7.65%;19;11.18%;170
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;4;2.7%;9;6.08%;96;64.86%;22;14.86%;11;7.43%;6;4.05%;148
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;10;4.9%;5;2.45%;122;59.8%;37;18.14%;15;7.35%;15;7.35%;204
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;32;7.49%;24;5.62%;253;59.25%;56;13.11%;20;4.68%;42;9.84%;427
CENTRO-OESTE;52;GO;520800;FORMOSA;75;3.36%;109;4.88%;1.568;70.19%;278;12.44%;122;5.46%;82;3.67%;2.234
CENTRO-OESTE;52;GO;520810;FORMOSO;2;1.56%;5;3.91%;83;64.84%;23;17.97%;6;4.69%;9;7.03%;128
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;1;1.1%;2;2.2%;60;65.93%;14;15.38%;7;7.69%;7;7.69%;91
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;16;3.4%;27;5.73%;291;61.78%;88;18.68%;29;6.16%;20;4.25%;471
CENTRO-OESTE;52;GO;520850;GOIANDIRA;7;5.07%;2;1.45%;81;58.7%;31;22.46%;10;7.25%;7;5.07%;138
CENTRO-OESTE;52;GO;520860;GOIANESIA;25;2.59%;59;6.11%;642;66.46%;110;11.39%;73;7.56%;57;5.9%;966
CENTRO-OESTE;52;GO;520870;GOIANIA;423;5.81%;214;2.94%;3.631;49.91%;1.187;16.32%;407;5.59%;1.413;19.42%;7.275
CENTRO-OESTE;52;GO;520880;GOIANIRA;30;2.14%;49;3.5%;933;66.55%;222;15.83%;92;6.56%;76;5.42%;1.402
CENTRO-OESTE;52;GO;520890;GOIAS;40;8.73%;47;10.26%;250;54.59%;58;12.66%;37;8.08%;26;5.68%;458
CENTRO-OESTE;52;GO;520910;GOIATUBA;28;4.88%;27;4.7%;370;64.46%;70;12.2%;41;7.14%;38;6.62%;574
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;2;1.96%;6;5.88%;67;65.69%;19;18.63%;8;7.84%;0;-;102
CENTRO-OESTE;52;GO;520920;GUAPO;24;3.23%;29;3.9%;528;71.06%;99;13.32%;27;3.63%;36;4.85%;743
CENTRO-OESTE;52;GO;520929;GUARAITA;3;3.49%;4;4.65%;63;73.26%;5;5.81%;7;8.14%;4;4.65%;86
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;12;4.8%;11;4.4%;139;55.6%;50;20%;21;8.4%;17;6.8%;250
CENTRO-OESTE;52;GO;520945;GUARINOS;0;-;2;2.27%;56;63.64%;15;17.05%;10;11.36%;5;5.68%;88
CENTRO-OESTE;52;GO;520960;HEITORAI;20;13.16%;13;8.55%;67;44.08%;21;13.82%;10;6.58%;21;13.82%;152
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;11;2.07%;33;6.2%;361;67.86%;62;11.65%;32;6.02%;33;6.2%;532
CENTRO-OESTE;52;GO;520980;HIDROLINA;5;5.21%;2;2.08%;49;51.04%;22;22.92%;12;12.5%;6;6.25%;96
CENTRO-OESTE;52;GO;520990;IACIARA;16;2.57%;30;4.82%;402;64.53%;89;14.29%;36;5.78%;50;8.03%;623
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;2;1.12%;3;1.68%;127;70.95%;26;14.53%;12;6.7%;9;5.03%;179
CENTRO-OESTE;52;GO;520995;INDIARA;20;5.48%;24;6.58%;221;60.55%;50;13.7%;29;7.95%;21;5.75%;365
CENTRO-OESTE;52;GO;521000;INHUMAS;44;3.35%;55;4.19%;783;59.68%;229;17.45%;95;7.24%;106;8.08%;1.312
CENTRO-OESTE;52;GO;521010;IPAMERI;17;3.27%;23;4.42%;305;58.65%;88;16.92%;49;9.42%;38;7.31%;520
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;4;5.48%;4;5.48%;48;65.75%;10;13.7%;3;4.11%;4;5.48%;73
CENTRO-OESTE;52;GO;521020;IPORA;6;2.3%;13;4.98%;145;55.56%;53;20.31%;23;8.81%;21;8.05%;261
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;3.03%;4;6.06%;47;71.21%;11;16.67%;2;3.03%;0;-;66
CENTRO-OESTE;52;GO;521040;ITABERAI;85;6.45%;48;3.64%;711;53.95%;210;15.93%;133;10.09%;131;9.94%;1.318
CENTRO-OESTE;52;GO;521056;ITAGUARI;1;0.88%;3;2.63%;74;64.91%;15;13.16%;16;14.04%;5;4.39%;114
CENTRO-OESTE;52;GO;521060;ITAGUARU;0;-;2;1.79%;81;72.32%;19;16.96%;7;6.25%;3;2.68%;112
CENTRO-OESTE;52;GO;521080;ITAJA;2;1.16%;2;1.16%;119;68.79%;27;15.61%;7;4.05%;16;9.25%;173
CENTRO-OESTE;52;GO;521090;ITAPACI;15;4.2%;17;4.76%;182;50.98%;62;17.37%;33;9.24%;48;13.45%;357
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;4;1.86%;8;3.72%;127;59.07%;35;16.28%;20;9.3%;21;9.77%;215
CENTRO-OESTE;52;GO;521120;ITAPURANGA;13;2.42%;21;3.91%;342;63.69%;89;16.57%;35;6.52%;37;6.89%;537
CENTRO-OESTE;52;GO;521130;ITARUMA;3;2.04%;4;2.72%;91;61.9%;24;16.33%;11;7.48%;14;9.52%;147
CENTRO-OESTE;52;GO;521140;ITAUCU;3;1.8%;11;6.59%;105;62.87%;32;19.16%;8;4.79%;8;4.79%;167
CENTRO-OESTE;52;GO;521150;ITUMBIARA;100;3.06%;175;5.36%;2.215;67.84%;476;14.58%;177;5.42%;122;3.74%;3.265
CENTRO-OESTE;52;GO;521160;IVOLANDIA;1;1.28%;0;-;49;62.82%;16;20.51%;8;10.26%;4;5.13%;78
CENTRO-OESTE;52;GO;521170;JANDAIA;2;1.59%;8;6.35%;78;61.9%;23;18.25%;9;7.14%;6;4.76%;126
CENTRO-OESTE;52;GO;521180;JARAGUA;40;4.33%;39;4.22%;556;60.17%;142;15.37%;75;8.12%;72;7.79%;924
CENTRO-OESTE;52;GO;521190;JATAI;11;0.86%;28;2.2%;929;72.92%;201;15.78%;70;5.49%;35;2.75%;1.274
CENTRO-OESTE;52;GO;521200;JAUPACI;1;1.96%;2;3.92%;35;68.63%;6;11.76%;6;11.76%;1;1.96%;51
CENTRO-OESTE;52;GO;521205;JESUPOLIS;4;3.54%;6;5.31%;61;53.98%;20;17.7%;7;6.19%;15;13.27%;113
CENTRO-OESTE;52;GO;521210;JOVIANIA;1;1.67%;2;3.33%;38;63.33%;11;18.33%;6;10%;2;3.33%;60
CENTRO-OESTE;52;GO;521220;JUSSARA;15;6.73%;10;4.48%;117;52.47%;32;14.35%;19;8.52%;30;13.45%;223
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;2;5.56%;0;-;21;58.33%;4;11.11%;3;8.33%;6;16.67%;36
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;43;14.33%;29;9.67%;173;57.67%;27;9%;13;4.33%;15;5%;300
CENTRO-OESTE;52;GO;521250;LUZIANIA;118;2.32%;213;4.18%;3.795;74.46%;600;11.77%;197;3.87%;174;3.41%;5.097
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;0;-;2;3.33%;39;65%;7;11.67%;6;10%;6;10%;60
CENTRO-OESTE;52;GO;521270;MAMBAI;76;18.86%;22;5.46%;210;52.11%;41;10.17%;34;8.44%;20;4.96%;403
CENTRO-OESTE;52;GO;521280;MARA ROSA;6;2.32%;10;3.86%;182;70.27%;37;14.29%;15;5.79%;9;3.47%;259
CENTRO-OESTE;52;GO;521290;MARZAGAO;3;3.19%;2;2.13%;61;64.89%;17;18.09%;6;6.38%;5;5.32%;94
CENTRO-OESTE;52;GO;521295;MATRINCHA;2;1.69%;3;2.54%;71;60.17%;24;20.34%;9;7.63%;9;7.63%;118
CENTRO-OESTE;52;GO;521300;MAURILANDIA;5;1.3%;12;3.13%;247;64.32%;57;14.84%;29;7.55%;34;8.85%;384
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;1;1.14%;5;5.68%;61;69.32%;14;15.91%;6;6.82%;1;1.14%;88
CENTRO-OESTE;52;GO;521308;MINACU;30;4.74%;27;4.27%;392;61.93%;88;13.9%;44;6.95%;52;8.21%;633
CENTRO-OESTE;52;GO;521310;MINEIROS;30;2.82%;66;6.2%;734;68.98%;144;13.53%;57;5.36%;33;3.1%;1.064
CENTRO-OESTE;52;GO;521340;MOIPORA;1;2.08%;2;4.17%;28;58.33%;8;16.67%;7;14.58%;2;4.17%;48
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;32;7.98%;30;7.48%;209;52.12%;57;14.21%;34;8.48%;39;9.73%;401
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;2;1.89%;2;1.89%;65;61.32%;21;19.81%;10;9.43%;6;5.66%;106
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;18;12.33%;6;4.11%;75;51.37%;20;13.7%;11;7.53%;16;10.96%;146
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;11;5.07%;14;6.45%;130;59.91%;30;13.82%;14;6.45%;18;8.29%;217
CENTRO-OESTE;52;GO;521380;MORRINHOS;33;4.1%;33;4.1%;484;60.2%;131;16.29%;56;6.97%;67;8.33%;804
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;4;4.6%;5;5.75%;53;60.92%;18;20.69%;4;4.6%;3;3.45%;87
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;10;9.71%;6;5.83%;62;60.19%;12;11.65%;11;10.68%;2;1.94%;103
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;20;5.08%;15;3.81%;220;55.84%;63;15.99%;34;8.63%;42;10.66%;394
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;4;1.63%;4;1.63%;157;63.82%;49;19.92%;18;7.32%;14;5.69%;246
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;3;2.75%;3;2.75%;69;63.3%;13;11.93%;11;10.09%;10;9.17%;109
CENTRO-OESTE;52;GO;521440;NAZARIO;7;5.56%;6;4.76%;74;58.73%;16;12.7%;13;10.32%;10;7.94%;126
CENTRO-OESTE;52;GO;521450;NEROPOLIS;15;4.81%;15;4.81%;197;63.14%;45;14.42%;18;5.77%;22;7.05%;312
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;23;4.58%;35;6.97%;318;63.35%;67;13.35%;35;6.97%;24;4.78%;502
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;5;6.67%;4;5.33%;47;62.67%;11;14.67%;3;4%;5;6.67%;75
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;2;4.88%;25;60.98%;6;14.63%;6;14.63%;2;4.88%;41
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;17;5.06%;11;3.27%;174;51.79%;61;18.15%;38;11.31%;35;10.42%;336
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;10;4.12%;14;5.76%;159;65.43%;29;11.93%;14;5.76%;17;7%;243
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;4;4.17%;4;4.17%;67;69.79%;16;16.67%;5;5.21%;0;-;96
CENTRO-OESTE;52;GO;521490;NOVA ROMA;8;5.48%;7;4.79%;95;65.07%;19;13.01%;11;7.53%;6;4.11%;146
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;77;20.92%;27;7.34%;150;40.76%;56;15.22%;23;6.25%;35;9.51%;368
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;3;3%;5;5%;47;47%;9;9%;4;4%;32;32%;100
CENTRO-OESTE;52;GO;521523;NOVO GAMA;73;3.42%;99;4.64%;1.463;68.56%;297;13.92%;101;4.73%;101;4.73%;2.134
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;7;4.76%;6;4.08%;79;53.74%;19;12.93%;21;14.29%;15;10.2%;147
CENTRO-OESTE;52;GO;521530;ORIZONA;19;5.56%;14;4.09%;193;56.43%;50;14.62%;31;9.06%;35;10.23%;342
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;2;1.94%;4;3.88%;73;70.87%;15;14.56%;7;6.8%;2;1.94%;103
CENTRO-OESTE;52;GO;521550;OUVIDOR;6;5.36%;7;6.25%;79;70.54%;8;7.14%;6;5.36%;6;5.36%;112
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;30;4.57%;44;6.7%;394;59.97%;92;14%;43;6.54%;54;8.22%;657
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;0;-;10;10%;53;53%;24;24%;9;9%;4;4%;100
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;60;20.34%;24;8.14%;153;51.86%;25;8.47%;16;5.42%;17;5.76%;295
CENTRO-OESTE;52;GO;521580;PALMELO;0;-;0;-;23;76.67%;6;20%;1;3.33%;0;-;30
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;4;5.56%;5;6.94%;41;56.94%;13;18.06%;4;5.56%;5;6.94%;72
CENTRO-OESTE;52;GO;521600;PANAMA;1;3.23%;2;6.45%;16;51.61%;6;19.35%;3;9.68%;3;9.68%;31
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;5;2.09%;6;2.51%;179;74.9%;29;12.13%;14;5.86%;6;2.51%;239
CENTRO-OESTE;52;GO;521640;PARAUNA;8;3.16%;11;4.35%;157;62.06%;49;19.37%;18;7.11%;10;3.95%;253
CENTRO-OESTE;52;GO;521645;PEROLANDIA;2;2.7%;3;4.05%;43;58.11%;14;18.92%;5;6.76%;7;9.46%;74
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;4;2.88%;4;2.88%;90;64.75%;21;15.11%;10;7.19%;10;7.19%;139
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;22;26.51%;3;3.61%;39;46.99%;8;9.64%;6;7.23%;5;6.02%;83
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;8;3.88%;9;4.37%;115;55.83%;35;16.99%;23;11.17%;16;7.77%;206
CENTRO-OESTE;52;GO;521720;PIRANHAS;14;6.54%;7;3.27%;124;57.94%;36;16.82%;15;7.01%;18;8.41%;214
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;18;3.99%;30;6.65%;286;63.41%;65;14.41%;25;5.54%;27;5.99%;451
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;26;5.9%;24;5.44%;259;58.73%;57;12.93%;31;7.03%;44;9.98%;441
CENTRO-OESTE;52;GO;521760;PLANALTINA;120;6%;138;6.9%;1.288;64.4%;232;11.6%;89;4.45%;133;6.65%;2.000
CENTRO-OESTE;52;GO;521770;PONTALINA;18;4.96%;16;4.41%;207;57.02%;70;19.28%;22;6.06%;30;8.26%;363
