Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;1;1.32%;4;5.26%;55;72.37%;6;7.89%;3;3.95%;7;9.21%;76
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;0;-;3;1.88%;82;51.25%;51;31.88%;18;11.25%;6;3.75%;160
CENTRO-OESTE;52;GO;520310;BALIZA;10;12.05%;4;4.82%;40;48.19%;12;14.46%;6;7.23%;11;13.25%;83
CENTRO-OESTE;52;GO;520320;BARRO ALTO;17;5.65%;18;5.98%;196;65.12%;39;12.96%;21;6.98%;10;3.32%;301
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;27;4.21%;29;4.52%;374;58.35%;109;17%;59;9.2%;43;6.71%;641
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;10;3.41%;12;4.1%;183;62.46%;56;19.11%;18;6.14%;14;4.78%;293
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;24;4.15%;25;4.32%;368;63.56%;91;15.72%;27;4.66%;44;7.6%;579
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;8;2.91%;10;3.64%;184;66.91%;53;19.27%;15;5.45%;5;1.82%;275
CENTRO-OESTE;52;GO;520357;BONOPOLIS;9;10.59%;5;5.88%;44;51.76%;12;14.12%;5;5.88%;10;11.76%;85
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;18;12.41%;4;2.76%;82;56.55%;24;16.55%;11;7.59%;6;4.14%;145
CENTRO-OESTE;52;GO;520380;BRITANIA;6;2.04%;4;1.36%;172;58.5%;62;21.09%;37;12.59%;13;4.42%;294
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;24;7.48%;15;4.67%;213;66.36%;46;14.33%;16;4.98%;7;2.18%;321
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;3;3.23%;2;2.15%;70;75.27%;12;12.9%;4;4.3%;2;2.15%;93
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;12;6.06%;13;6.57%;119;60.1%;30;15.15%;15;7.58%;9;4.55%;198
CENTRO-OESTE;52;GO;520400;CABECEIRAS;9;2.07%;29;6.67%;309;71.03%;58;13.33%;18;4.14%;12;2.76%;435
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;8;1.5%;7;1.31%;317;59.25%;112;20.93%;39;7.29%;52;9.72%;535
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;4;5.56%;2;2.78%;46;63.89%;8;11.11%;8;11.11%;4;5.56%;72
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;9;5.06%;8;4.49%;106;59.55%;26;14.61%;16;8.99%;13;7.3%;178
CENTRO-OESTE;52;GO;520430;CACU;6;1.17%;13;2.52%;362;70.29%;84;16.31%;30;5.83%;20;3.88%;515
CENTRO-OESTE;52;GO;520440;CAIAPONIA;8;1.38%;11;1.9%;375;64.88%;107;18.51%;55;9.52%;22;3.81%;578
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;24;1.51%;45;2.83%;1.113;70%;254;15.97%;105;6.6%;49;3.08%;1.590
CENTRO-OESTE;52;GO;520455;CALDAZINHA;4;1.49%;8;2.97%;204;75.84%;33;12.27%;11;4.09%;9;3.35%;269
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;2;1.38%;5;3.45%;110;75.86%;19;13.1%;4;2.76%;5;3.45%;145
CENTRO-OESTE;52;GO;520465;CAMPINACU;10;4.17%;14;5.83%;172;71.67%;24;10%;9;3.75%;11;4.58%;240
CENTRO-OESTE;52;GO;520470;CAMPINORTE;13;2.98%;32;7.34%;297;68.12%;56;12.84%;22;5.05%;16;3.67%;436
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;4;1.11%;9;2.49%;219;60.66%;77;21.33%;35;9.7%;17;4.71%;361
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;17;5.31%;20;6.25%;246;76.88%;19;5.94%;15;4.69%;3;0.94%;320
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;31;3.46%;46;5.14%;588;65.7%;122;13.63%;50;5.59%;58;6.48%;895
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;15;6.47%;13;5.6%;140;60.34%;29;12.5%;17;7.33%;18;7.76%;232
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;11;4.7%;6;2.56%;157;67.09%;34;14.53%;15;6.41%;11;4.7%;234
CENTRO-OESTE;52;GO;520505;CASTELANDIA;2;1.96%;8;7.84%;73;71.57%;13;12.75%;2;1.96%;4;3.92%;102
CENTRO-OESTE;52;GO;520510;CATALAO;23;1.27%;35;1.93%;1.276;70.23%;332;18.27%;99;5.45%;52;2.86%;1.817
CENTRO-OESTE;52;GO;520520;CATURAI;6;2.79%;17;7.91%;136;63.26%;25;11.63%;17;7.91%;14;6.51%;215
CENTRO-OESTE;52;GO;520530;CAVALCANTE;36;5.31%;33;4.87%;467;68.88%;84;12.39%;34;5.01%;24;3.54%;678
CENTRO-OESTE;52;GO;520540;CERES;15;3.15%;22;4.62%;299;62.82%;71;14.92%;40;8.4%;29;6.09%;476
CENTRO-OESTE;52;GO;520545;CEZARINA;4;1.39%;3;1.05%;194;67.6%;46;16.03%;22;7.67%;18;6.27%;287
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;7;0.78%;23;2.56%;631;70.35%;152;16.95%;67;7.47%;17;1.9%;897
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;128;3.23%;123;3.1%;2.477;62.44%;769;19.38%;283;7.13%;187;4.71%;3.967
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;21;3.17%;31;4.68%;434;65.46%;122;18.4%;33;4.98%;22;3.32%;663
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;20;10.53%;6;3.16%;120;63.16%;24;12.63%;15;7.89%;5;2.63%;190
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;4;5%;5;6.25%;55;68.75%;9;11.25%;4;5%;3;3.75%;80
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;8;2.58%;11;3.55%;225;72.58%;42;13.55%;15;4.84%;9;2.9%;310
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;22;9.32%;16;6.78%;152;64.41%;23;9.75%;15;6.36%;8;3.39%;236
CENTRO-OESTE;52;GO;520620;CRISTALINA;69;2.8%;95;3.86%;1.546;62.85%;405;16.46%;171;6.95%;174;7.07%;2.460
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;7;7.22%;4;4.12%;52;53.61%;21;21.65%;7;7.22%;6;6.19%;97
CENTRO-OESTE;52;GO;520640;CRIXAS;23;3.67%;22;3.51%;403;64.38%;100;15.97%;41;6.55%;37;5.91%;626
CENTRO-OESTE;52;GO;520650;CROMINIA;2;1.42%;2;1.42%;85;60.28%;29;20.57%;7;4.96%;16;11.35%;141
CENTRO-OESTE;52;GO;520660;CUMARI;1;1.03%;7;7.22%;68;70.1%;9;9.28%;8;8.25%;4;4.12%;97
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;13;5.96%;12;5.5%;119;54.59%;31;14.22%;18;8.26%;25;11.47%;218
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;2;1.57%;9;7.09%;83;65.35%;22;17.32%;6;4.72%;5;3.94%;127
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;1;0.92%;3;2.75%;75;68.81%;19;17.43%;9;8.26%;2;1.83%;109
CENTRO-OESTE;52;GO;520710;DIORAMA;0;-;2;2.7%;52;70.27%;13;17.57%;3;4.05%;4;5.41%;74
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;7;2.77%;11;4.35%;160;63.24%;38;15.02%;17;6.72%;20;7.91%;253
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;15;5.32%;8;2.84%;180;63.83%;48;17.02%;17;6.03%;14;4.96%;282
CENTRO-OESTE;52;GO;520735;EDEALINA;4;1.59%;9;3.57%;175;69.44%;51;20.24%;8;3.17%;5;1.98%;252
CENTRO-OESTE;52;GO;520740;EDEIA;8;1.61%;14;2.82%;312;62.78%;96;19.32%;41;8.25%;26;5.23%;497
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;3;4.92%;8;13.11%;39;63.93%;8;13.11%;1;1.64%;2;3.28%;61
CENTRO-OESTE;52;GO;520753;FAINA;4;3.39%;1;0.85%;42;35.59%;25;21.19%;17;14.41%;29;24.58%;118
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;1;0.63%;12;7.55%;104;65.41%;24;15.09%;10;6.29%;8;5.03%;159
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;5;1.62%;6;1.94%;212;68.61%;58;18.77%;17;5.5%;11;3.56%;309
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;22;4%;38;6.91%;345;62.73%;77;14%;23;4.18%;45;8.18%;550
CENTRO-OESTE;52;GO;520800;FORMOSA;43;2.5%;71;4.12%;1.179;68.47%;252;14.63%;104;6.04%;73;4.24%;1.722
CENTRO-OESTE;52;GO;520810;FORMOSO;8;4.1%;5;2.56%;133;68.21%;19;9.74%;16;8.21%;14;7.18%;195
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;6;2.48%;10;4.13%;159;65.7%;35;14.46%;21;8.68%;11;4.55%;242
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;19;4.53%;23;5.49%;245;58.47%;61;14.56%;40;9.55%;31;7.4%;419
CENTRO-OESTE;52;GO;520850;GOIANDIRA;1;0.81%;6;4.84%;75;60.48%;19;15.32%;16;12.9%;7;5.65%;124
CENTRO-OESTE;52;GO;520860;GOIANESIA;63;4.02%;87;5.55%;1.043;66.52%;207;13.2%;95;6.06%;73;4.66%;1.568
CENTRO-OESTE;52;GO;520870;GOIANIA;611;2.57%;697;2.93%;15.863;66.68%;3.823;16.07%;1.451;6.1%;1.344;5.65%;23.789
CENTRO-OESTE;52;GO;520880;GOIANIRA;30;0.99%;93;3.06%;1.910;62.77%;581;19.09%;254;8.35%;175;5.75%;3.043
CENTRO-OESTE;52;GO;520890;GOIAS;21;7.61%;10;3.62%;141;51.09%;34;12.32%;36;13.04%;34;12.32%;276
CENTRO-OESTE;52;GO;520910;GOIATUBA;21;2.38%;32;3.62%;621;70.25%;125;14.14%;46;5.2%;39;4.41%;884
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;2;1.77%;8;7.08%;71;62.83%;18;15.93%;8;7.08%;6;5.31%;113
CENTRO-OESTE;52;GO;520920;GUAPO;21;2.36%;30;3.37%;615;69.18%;138;15.52%;37;4.16%;48;5.4%;889
CENTRO-OESTE;52;GO;520929;GUARAITA;1;1.06%;6;6.38%;65;69.15%;11;11.7%;5;5.32%;6;6.38%;94
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;15;8.88%;12;7.1%;99;58.58%;19;11.24%;13;7.69%;11;6.51%;169
CENTRO-OESTE;52;GO;520945;GUARINOS;2;3.28%;3;4.92%;35;57.38%;11;18.03%;6;9.84%;4;6.56%;61
CENTRO-OESTE;52;GO;520960;HEITORAI;20;9.05%;7;3.17%;129;58.37%;29;13.12%;16;7.24%;20;9.05%;221
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;18;1.97%;34;3.72%;597;65.25%;152;16.61%;69;7.54%;45;4.92%;915
CENTRO-OESTE;52;GO;520980;HIDROLINA;3;2.94%;5;4.9%;55;53.92%;19;18.63%;10;9.8%;10;9.8%;102
CENTRO-OESTE;52;GO;520990;IACIARA;25;4.17%;25;4.17%;339;56.5%;100;16.67%;46;7.67%;65;10.83%;600
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;4;1.4%;8;2.81%;195;68.42%;49;17.19%;20;7.02%;9;3.16%;285
CENTRO-OESTE;52;GO;520995;INDIARA;18;3.65%;33;6.69%;315;63.89%;69;14%;31;6.29%;27;5.48%;493
CENTRO-OESTE;52;GO;521000;INHUMAS;50;3.27%;62;4.05%;975;63.73%;242;15.82%;109;7.12%;92;6.01%;1.530
CENTRO-OESTE;52;GO;521010;IPAMERI;26;4.26%;35;5.74%;366;60%;89;14.59%;52;8.52%;42;6.89%;610
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;1;1.56%;5;7.81%;38;59.38%;14;21.88%;2;3.13%;4;6.25%;64
CENTRO-OESTE;52;GO;521020;IPORA;22;5.15%;21;4.92%;281;65.81%;63;14.75%;17;3.98%;23;5.39%;427
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;2;3.57%;2;3.57%;37;66.07%;5;8.93%;3;5.36%;7;12.5%;56
CENTRO-OESTE;52;GO;521040;ITABERAI;74;3.87%;53;2.77%;1.179;61.63%;344;17.98%;134;7%;129;6.74%;1.913
CENTRO-OESTE;52;GO;521056;ITAGUARI;1;0.92%;3;2.75%;71;65.14%;18;16.51%;6;5.5%;10;9.17%;109
CENTRO-OESTE;52;GO;521060;ITAGUARU;2;2.35%;5;5.88%;56;65.88%;10;11.76%;7;8.24%;5;5.88%;85
CENTRO-OESTE;52;GO;521080;ITAJA;1;0.39%;7;2.75%;177;69.41%;45;17.65%;18;7.06%;7;2.75%;255
CENTRO-OESTE;52;GO;521090;ITAPACI;17;8.13%;9;4.31%;102;48.8%;30;14.35%;21;10.05%;30;14.35%;209
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;11;4.76%;8;3.46%;143;61.9%;32;13.85%;20;8.66%;17;7.36%;231
CENTRO-OESTE;52;GO;521120;ITAPURANGA;24;3.3%;29;3.98%;446;61.26%;133;18.27%;58;7.97%;38;5.22%;728
CENTRO-OESTE;52;GO;521130;ITARUMA;5;2.29%;0;-;145;66.51%;42;19.27%;15;6.88%;11;5.05%;218
CENTRO-OESTE;52;GO;521140;ITAUCU;10;3.25%;13;4.22%;224;72.73%;37;12.01%;15;4.87%;9;2.92%;308
CENTRO-OESTE;52;GO;521150;ITUMBIARA;118;5.45%;83;3.83%;1.325;61.17%;353;16.3%;143;6.6%;144;6.65%;2.166
CENTRO-OESTE;52;GO;521160;IVOLANDIA;5;4.1%;4;3.28%;67;54.92%;26;21.31%;13;10.66%;7;5.74%;122
CENTRO-OESTE;52;GO;521170;JANDAIA;12;4.55%;9;3.41%;162;61.36%;38;14.39%;19;7.2%;24;9.09%;264
CENTRO-OESTE;52;GO;521180;JARAGUA;70;6.06%;67;5.8%;714;61.82%;155;13.42%;83;7.19%;66;5.71%;1.155
CENTRO-OESTE;52;GO;521190;JATAI;51;1.85%;87;3.16%;1.956;70.95%;450;16.32%;137;4.97%;76;2.76%;2.757
CENTRO-OESTE;52;GO;521200;JAUPACI;4;7.02%;4;7.02%;32;56.14%;7;12.28%;2;3.51%;8;14.04%;57
CENTRO-OESTE;52;GO;521205;JESUPOLIS;0;-;2;1.68%;82;68.91%;24;20.17%;5;4.2%;6;5.04%;119
CENTRO-OESTE;52;GO;521210;JOVIANIA;4;1.27%;8;2.53%;224;70.89%;48;15.19%;26;8.23%;6;1.9%;316
CENTRO-OESTE;52;GO;521220;JUSSARA;24;5.66%;23;5.42%;229;54.01%;59;13.92%;45;10.61%;44;10.38%;424
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;0;-;2;7.14%;17;60.71%;5;17.86%;2;7.14%;2;7.14%;28
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;20;4.67%;20;4.67%;263;61.45%;50;11.68%;42;9.81%;33;7.71%;428
CENTRO-OESTE;52;GO;521250;LUZIANIA;140;1.88%;278;3.73%;5.098;68.34%;1.196;16.03%;487;6.53%;261;3.5%;7.460
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;11;21.15%;6;11.54%;19;36.54%;5;9.62%;3;5.77%;8;15.38%;52
CENTRO-OESTE;52;GO;521270;MAMBAI;100;28.65%;43;12.32%;156;44.7%;39;11.17%;10;2.87%;1;0.29%;349
CENTRO-OESTE;52;GO;521280;MARA ROSA;13;3.77%;21;6.09%;225;65.22%;50;14.49%;21;6.09%;15;4.35%;345
CENTRO-OESTE;52;GO;521290;MARZAGAO;2;3.03%;0;-;28;42.42%;18;27.27%;10;15.15%;8;12.12%;66
CENTRO-OESTE;52;GO;521295;MATRINCHA;4;2.26%;15;8.47%;118;66.67%;27;15.25%;7;3.95%;6;3.39%;177
CENTRO-OESTE;52;GO;521300;MAURILANDIA;46;12.89%;16;4.48%;90;25.21%;22;6.16%;21;5.88%;162;45.38%;357
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;4;4.76%;1;1.19%;49;58.33%;11;13.1%;13;15.48%;6;7.14%;84
CENTRO-OESTE;52;GO;521308;MINACU;27;3.67%;39;5.3%;455;61.82%;106;14.4%;52;7.07%;57;7.74%;736
CENTRO-OESTE;52;GO;521310;MINEIROS;64;2.46%;110;4.23%;1.677;64.5%;470;18.08%;173;6.65%;106;4.08%;2.600
CENTRO-OESTE;52;GO;521340;MOIPORA;1;1.82%;0;-;33;60%;9;16.36%;4;7.27%;8;14.55%;55
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;42;10.53%;39;9.77%;237;59.4%;32;8.02%;22;5.51%;27;6.77%;399
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;10;3.47%;17;5.9%;194;67.36%;42;14.58%;15;5.21%;10;3.47%;288
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;18;4.2%;10;2.33%;221;51.52%;92;21.45%;46;10.72%;42;9.79%;429
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;2;1.03%;9;4.62%;128;65.64%;29;14.87%;11;5.64%;16;8.21%;195
CENTRO-OESTE;52;GO;521380;MORRINHOS;60;6.4%;39;4.16%;516;55.01%;136;14.5%;69;7.36%;118;12.58%;938
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;2;2.27%;6;6.82%;58;65.91%;12;13.64%;6;6.82%;4;4.55%;88
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;2;1.14%;8;4.55%;121;68.75%;32;18.18%;8;4.55%;5;2.84%;176
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;42;6.16%;34;4.99%;410;60.12%;91;13.34%;57;8.36%;48;7.04%;682
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;10;2.7%;11;2.96%;239;64.42%;65;17.52%;30;8.09%;16;4.31%;371
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;4;3.96%;4;3.96%;52;51.49%;17;16.83%;12;11.88%;12;11.88%;101
CENTRO-OESTE;52;GO;521440;NAZARIO;5;2.31%;20;9.26%;136;62.96%;25;11.57%;12;5.56%;18;8.33%;216
CENTRO-OESTE;52;GO;521450;NEROPOLIS;20;2.81%;20;2.81%;430;60.48%;124;17.44%;68;9.56%;49;6.89%;711
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;45;5.45%;51;6.17%;508;61.5%;134;16.22%;47;5.69%;41;4.96%;826
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;3;3%;1;1%;58;58%;17;17%;12;12%;9;9%;100
CENTRO-OESTE;52;GO;521480;NOVA AURORA;0;-;5;5.26%;59;62.11%;21;22.11%;5;5.26%;5;5.26%;95
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;23;7.99%;21;7.29%;164;56.94%;26;9.03%;25;8.68%;29;10.07%;288
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;6;3.55%;7;4.14%;110;65.09%;20;11.83%;12;7.1%;14;8.28%;169
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;2;1.24%;9;5.59%;110;68.32%;25;15.53%;6;3.73%;9;5.59%;161
CENTRO-OESTE;52;GO;521490;NOVA ROMA;5;2.84%;13;7.39%;103;58.52%;35;19.89%;13;7.39%;7;3.98%;176
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;9;2.27%;14;3.54%;275;69.44%;58;14.65%;22;5.56%;18;4.55%;396
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;4;2.94%;1;0.74%;88;64.71%;18;13.24%;12;8.82%;13;9.56%;136
CENTRO-OESTE;52;GO;521523;NOVO GAMA;115;2.87%;213;5.31%;2.674;66.65%;589;14.68%;236;5.88%;185;4.61%;4.012
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;10;9.9%;10;9.9%;45;44.55%;16;15.84%;12;11.88%;8;7.92%;101
CENTRO-OESTE;52;GO;521530;ORIZONA;11;3.93%;4;1.43%;155;55.36%;44;15.71%;31;11.07%;35;12.5%;280
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;1;0.63%;5;3.16%;112;70.89%;23;14.56%;12;7.59%;5;3.16%;158
CENTRO-OESTE;52;GO;521550;OUVIDOR;7;5.15%;6;4.41%;86;63.24%;17;12.5%;8;5.88%;12;8.82%;136
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;46;4.51%;57;5.58%;655;64.15%;145;14.2%;62;6.07%;56;5.48%;1.021
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;5;3.29%;8;5.26%;95;62.5%;26;17.11%;12;7.89%;6;3.95%;152
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;17;5.92%;17;5.92%;172;59.93%;38;13.24%;20;6.97%;23;8.01%;287
CENTRO-OESTE;52;GO;521580;PALMELO;2;1.65%;4;3.31%;78;64.46%;24;19.83%;10;8.26%;3;2.48%;121
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;8;5.56%;2;1.39%;70;48.61%;26;18.06%;14;9.72%;24;16.67%;144
CENTRO-OESTE;52;GO;521600;PANAMA;2;3.33%;0;-;35;58.33%;14;23.33%;6;10%;3;5%;60
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;3;1.04%;13;4.5%;195;67.47%;52;17.99%;13;4.5%;13;4.5%;289
CENTRO-OESTE;52;GO;521640;PARAUNA;6;1.34%;14;3.13%;302;67.56%;80;17.9%;31;6.94%;14;3.13%;447
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;1.23%;2;2.47%;51;62.96%;22;27.16%;4;4.94%;1;1.23%;81
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;6;3.26%;11;5.98%;100;54.35%;17;9.24%;15;8.15%;35;19.02%;184
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;3;3.13%;7;7.29%;60;62.5%;11;11.46%;5;5.21%;10;10.42%;96
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;22;6.65%;18;5.44%;196;59.21%;49;14.8%;20;6.04%;26;7.85%;331
CENTRO-OESTE;52;GO;521720;PIRANHAS;9;4.11%;12;5.48%;129;58.9%;29;13.24%;20;9.13%;20;9.13%;219
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;40;6.78%;33;5.59%;379;64.24%;76;12.88%;28;4.75%;34;5.76%;590
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;19;4.19%;17;3.75%;267;58.94%;74;16.34%;36;7.95%;40;8.83%;453
