Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
CENTRO-OESTE;52;GO;520260;AURILANDIA;8;8.33%;8;8.33%;55;57.29%;14;14.58%;5;5.21%;6;6.25%;96
CENTRO-OESTE;52;GO;520280;AVELINOPOLIS;1;0.71%;2;1.43%;86;61.43%;36;25.71%;12;8.57%;3;2.14%;140
CENTRO-OESTE;52;GO;520310;BALIZA;4;2.76%;4;2.76%;94;64.83%;21;14.48%;10;6.9%;12;8.28%;145
CENTRO-OESTE;52;GO;520320;BARRO ALTO;15;2.96%;22;4.34%;345;68.05%;70;13.81%;31;6.11%;24;4.73%;507
CENTRO-OESTE;52;GO;520330;BELA VISTA DE GOIAS;16;1.72%;36;3.87%;593;63.76%;147;15.81%;72;7.74%;66;7.1%;930
CENTRO-OESTE;52;GO;520340;BOM JARDIM DE GOIAS;10;2.65%;12;3.18%;240;63.66%;66;17.51%;24;6.37%;25;6.63%;377
CENTRO-OESTE;52;GO;520350;BOM JESUS DE GOIAS;26;3.32%;29;3.71%;528;67.52%;106;13.55%;38;4.86%;55;7.03%;782
CENTRO-OESTE;52;GO;520355;BONFINOPOLIS;18;3.96%;20;4.4%;296;65.05%;76;16.7%;21;4.62%;24;5.27%;455
CENTRO-OESTE;52;GO;520357;BONOPOLIS;3;1.12%;8;2.99%;180;67.16%;38;14.18%;25;9.33%;14;5.22%;268
CENTRO-OESTE;52;GO;520360;BRAZABRANTES;3;1.56%;5;2.6%;121;63.02%;38;19.79%;16;8.33%;9;4.69%;192
CENTRO-OESTE;52;GO;520380;BRITANIA;10;3.56%;18;6.41%;198;70.46%;30;10.68%;16;5.69%;9;3.2%;281
CENTRO-OESTE;52;GO;520390;BURITI ALEGRE;2;0.58%;9;2.6%;255;73.7%;46;13.29%;20;5.78%;14;4.05%;346
CENTRO-OESTE;52;GO;520393;BURITI DE GOIAS;4;3.74%;4;3.74%;57;53.27%;25;23.36%;8;7.48%;9;8.41%;107
CENTRO-OESTE;52;GO;520396;BURITINOPOLIS;11;5.42%;21;10.34%;140;68.97%;19;9.36%;5;2.46%;7;3.45%;203
CENTRO-OESTE;52;GO;520400;CABECEIRAS;10;2.01%;14;2.82%;321;64.59%;85;17.1%;46;9.26%;21;4.23%;497
CENTRO-OESTE;52;GO;520410;CACHOEIRA ALTA;6;1.23%;12;2.45%;346;70.76%;83;16.97%;23;4.7%;19;3.89%;489
CENTRO-OESTE;52;GO;520420;CACHOEIRA DE GOIAS;2;2.17%;2;2.17%;55;59.78%;20;21.74%;8;8.7%;5;5.43%;92
CENTRO-OESTE;52;GO;520425;CACHOEIRA DOURADA;6;1.88%;13;4.06%;188;58.75%;69;21.56%;24;7.5%;20;6.25%;320
CENTRO-OESTE;52;GO;520430;CACU;2;0.38%;9;1.72%;368;70.23%;93;17.75%;30;5.73%;22;4.2%;524
CENTRO-OESTE;52;GO;520440;CAIAPONIA;11;2.07%;29;5.46%;359;67.61%;99;18.64%;23;4.33%;10;1.88%;531
CENTRO-OESTE;52;GO;520450;CALDAS NOVAS;73;2.19%;96;2.88%;2.396;71.76%;487;14.59%;176;5.27%;111;3.32%;3.339
CENTRO-OESTE;52;GO;520455;CALDAZINHA;5;2.4%;5;2.4%;107;51.44%;38;18.27%;20;9.62%;33;15.87%;208
CENTRO-OESTE;52;GO;520460;CAMPESTRE DE GOIAS;9;5.88%;7;4.58%;87;56.86%;30;19.61%;11;7.19%;9;5.88%;153
CENTRO-OESTE;52;GO;520465;CAMPINACU;2;0.81%;9;3.63%;158;63.71%;53;21.37%;15;6.05%;11;4.44%;248
CENTRO-OESTE;52;GO;520470;CAMPINORTE;17;2.56%;28;4.21%;473;71.13%;89;13.38%;33;4.96%;25;3.76%;665
CENTRO-OESTE;52;GO;520480;CAMPO ALEGRE DE GOIAS;6;1.98%;6;1.98%;173;57.1%;46;15.18%;35;11.55%;37;12.21%;303
CENTRO-OESTE;52;GO;520485;CAMPO LIMPO DE GOIAS;8;1.96%;14;3.43%;186;45.59%;79;19.36%;70;17.16%;51;12.5%;408
CENTRO-OESTE;52;GO;520490;CAMPOS BELOS;25;2.42%;64;6.19%;700;67.7%;144;13.93%;60;5.8%;41;3.97%;1.034
CENTRO-OESTE;52;GO;520495;CAMPOS VERDES;10;3.72%;19;7.06%;164;60.97%;47;17.47%;14;5.2%;15;5.58%;269
CENTRO-OESTE;52;GO;520500;CARMO DO RIO VERDE;11;3.65%;12;3.99%;174;57.81%;53;17.61%;28;9.3%;23;7.64%;301
CENTRO-OESTE;52;GO;520505;CASTELANDIA;1;0.65%;5;3.25%;106;68.83%;15;9.74%;10;6.49%;17;11.04%;154
CENTRO-OESTE;52;GO;520510;CATALAO;27;0.8%;57;1.68%;2.350;69.4%;646;19.08%;205;6.05%;101;2.98%;3.386
CENTRO-OESTE;52;GO;520520;CATURAI;10;4.13%;6;2.48%;145;59.92%;39;16.12%;15;6.2%;27;11.16%;242
CENTRO-OESTE;52;GO;520530;CAVALCANTE;16;2.36%;39;5.75%;506;74.63%;72;10.62%;22;3.24%;23;3.39%;678
CENTRO-OESTE;52;GO;520540;CERES;16;2.6%;11;1.79%;415;67.48%;107;17.4%;44;7.15%;22;3.58%;615
CENTRO-OESTE;52;GO;520545;CEZARINA;0;-;7;1.86%;238;63.3%;77;20.48%;33;8.78%;21;5.59%;376
CENTRO-OESTE;52;GO;520547;CHAPADAO DO CEU;5;0.82%;20;3.28%;441;72.3%;95;15.57%;37;6.07%;12;1.97%;610
CENTRO-OESTE;52;GO;520549;CIDADE OCIDENTAL;103;2.25%;176;3.85%;3.060;66.99%;752;16.46%;328;7.18%;149;3.26%;4.568
CENTRO-OESTE;52;GO;520551;COCALZINHO DE GOIAS;32;3.06%;53;5.06%;715;68.29%;143;13.66%;66;6.3%;38;3.63%;1.047
CENTRO-OESTE;52;GO;520552;COLINAS DO SUL;60;28.85%;10;4.81%;82;39.42%;31;14.9%;11;5.29%;14;6.73%;208
CENTRO-OESTE;52;GO;520570;CORREGO DO OURO;1;1.01%;3;3.03%;76;76.77%;14;14.14%;2;2.02%;3;3.03%;99
CENTRO-OESTE;52;GO;520580;CORUMBA DE GOIAS;10;2.46%;9;2.22%;257;63.3%;82;20.2%;28;6.9%;20;4.93%;406
CENTRO-OESTE;52;GO;520590;CORUMBAIBA;8;2.22%;8;2.22%;240;66.67%;66;18.33%;20;5.56%;18;5%;360
CENTRO-OESTE;52;GO;520620;CRISTALINA;96;3.17%;127;4.19%;1.934;63.81%;458;15.11%;224;7.39%;192;6.33%;3.031
CENTRO-OESTE;52;GO;520630;CRISTIANOPOLIS;12;7.79%;6;3.9%;79;51.3%;17;11.04%;20;12.99%;20;12.99%;154
CENTRO-OESTE;52;GO;520640;CRIXAS;21;3.95%;11;2.07%;331;62.34%;91;17.14%;40;7.53%;37;6.97%;531
CENTRO-OESTE;52;GO;520650;CROMINIA;7;4.55%;8;5.19%;91;59.09%;21;13.64%;15;9.74%;12;7.79%;154
CENTRO-OESTE;52;GO;520660;CUMARI;0;-;7;13.21%;42;79.25%;1;1.89%;1;1.89%;2;3.77%;53
CENTRO-OESTE;52;GO;520670;DAMIANOPOLIS;5;2.25%;9;4.05%;148;66.67%;28;12.61%;13;5.86%;19;8.56%;222
CENTRO-OESTE;52;GO;520680;DAMOLANDIA;1;0.93%;1;0.93%;80;74.77%;10;9.35%;11;10.28%;4;3.74%;107
CENTRO-OESTE;52;GO;520690;DAVINOPOLIS;1;0.92%;2;1.83%;80;73.39%;16;14.68%;8;7.34%;2;1.83%;109
CENTRO-OESTE;52;GO;520710;DIORAMA;0;-;1;1.49%;44;65.67%;18;26.87%;2;2.99%;2;2.99%;67
CENTRO-OESTE;52;GO;520830;DIVINOPOLIS DE GOIAS;5;1.75%;13;4.55%;197;68.88%;37;12.94%;17;5.94%;17;5.94%;286
CENTRO-OESTE;52;GO;520725;DOVERLANDIA;5;1.75%;12;4.21%;166;58.25%;67;23.51%;17;5.96%;18;6.32%;285
CENTRO-OESTE;52;GO;520735;EDEALINA;2;0.79%;8;3.15%;165;64.96%;46;18.11%;20;7.87%;13;5.12%;254
CENTRO-OESTE;52;GO;520740;EDEIA;3;0.49%;10;1.62%;428;69.48%;116;18.83%;41;6.66%;18;2.92%;616
CENTRO-OESTE;52;GO;520750;ESTRELA DO NORTE;4;3.77%;7;6.6%;59;55.66%;20;18.87%;10;9.43%;6;5.66%;106
CENTRO-OESTE;52;GO;520753;FAINA;4;2.82%;8;5.63%;68;47.89%;23;16.2%;13;9.15%;26;18.31%;142
CENTRO-OESTE;52;GO;520760;FAZENDA NOVA;6;2.36%;11;4.33%;158;62.2%;42;16.54%;16;6.3%;21;8.27%;254
CENTRO-OESTE;52;GO;520780;FIRMINOPOLIS;13;3.11%;8;1.91%;293;70.1%;60;14.35%;25;5.98%;19;4.55%;418
CENTRO-OESTE;52;GO;520790;FLORES DE GOIAS;22;3.08%;30;4.2%;520;72.73%;97;13.57%;35;4.9%;11;1.54%;715
CENTRO-OESTE;52;GO;520800;FORMOSA;113;3.97%;145;5.09%;1.923;67.5%;380;13.34%;138;4.84%;150;5.27%;2.849
CENTRO-OESTE;52;GO;520810;FORMOSO;6;2.59%;8;3.45%;151;65.09%;36;15.52%;21;9.05%;10;4.31%;232
CENTRO-OESTE;52;GO;520815;GAMELEIRA DE GOIAS;8;3.49%;12;5.24%;163;71.18%;24;10.48%;15;6.55%;7;3.06%;229
CENTRO-OESTE;52;GO;520840;GOIANAPOLIS;18;3.01%;23;3.85%;385;64.38%;98;16.39%;41;6.86%;33;5.52%;598
CENTRO-OESTE;52;GO;520850;GOIANDIRA;0;-;2;1.23%;108;66.26%;29;17.79%;17;10.43%;7;4.29%;163
CENTRO-OESTE;52;GO;520860;GOIANESIA;78;3.94%;83;4.19%;1.281;64.73%;318;16.07%;127;6.42%;92;4.65%;1.979
CENTRO-OESTE;52;GO;520870;GOIANIA;517;1.56%;905;2.73%;22.281;67.3%;5.873;17.74%;2.207;6.67%;1.325;4%;33.108
CENTRO-OESTE;52;GO;520880;GOIANIRA;50;1.35%;106;2.86%;2.535;68.4%;617;16.65%;248;6.69%;150;4.05%;3.706
CENTRO-OESTE;52;GO;520890;GOIAS;22;2.45%;44;4.91%;612;68.23%;135;15.05%;47;5.24%;37;4.12%;897
CENTRO-OESTE;52;GO;520910;GOIATUBA;28;2.45%;39;3.42%;779;68.27%;148;12.97%;83;7.27%;64;5.61%;1.141
CENTRO-OESTE;52;GO;520915;GOUVELANDIA;3;1.56%;15;7.81%;125;65.1%;26;13.54%;14;7.29%;9;4.69%;192
CENTRO-OESTE;52;GO;520920;GUAPO;16;1.6%;26;2.6%;703;70.3%;138;13.8%;76;7.6%;41;4.1%;1.000
CENTRO-OESTE;52;GO;520929;GUARAITA;0;-;5;5.15%;59;60.82%;18;18.56%;8;8.25%;7;7.22%;97
CENTRO-OESTE;52;GO;520940;GUARANI DE GOIAS;6;3.33%;11;6.11%;102;56.67%;35;19.44%;10;5.56%;16;8.89%;180
CENTRO-OESTE;52;GO;520945;GUARINOS;0;-;2;4.17%;29;60.42%;8;16.67%;4;8.33%;5;10.42%;48
CENTRO-OESTE;52;GO;520960;HEITORAI;9;4.57%;6;3.05%;117;59.39%;28;14.21%;13;6.6%;24;12.18%;197
CENTRO-OESTE;52;GO;520970;HIDROLANDIA;14;1.08%;39;3.01%;889;68.65%;238;18.38%;75;5.79%;40;3.09%;1.295
CENTRO-OESTE;52;GO;520980;HIDROLINA;3;3.57%;7;8.33%;47;55.95%;17;20.24%;4;4.76%;6;7.14%;84
CENTRO-OESTE;52;GO;520990;IACIARA;23;2.96%;30;3.87%;501;64.56%;103;13.27%;59;7.6%;60;7.73%;776
CENTRO-OESTE;52;GO;520993;INACIOLANDIA;4;1.16%;13;3.77%;227;65.8%;60;17.39%;24;6.96%;17;4.93%;345
CENTRO-OESTE;52;GO;520995;INDIARA;8;1.34%;18;3.02%;411;68.84%;102;17.09%;33;5.53%;25;4.19%;597
CENTRO-OESTE;52;GO;521000;INHUMAS;59;3.13%;64;3.39%;1.132;59.99%;327;17.33%;180;9.54%;125;6.62%;1.887
CENTRO-OESTE;52;GO;521010;IPAMERI;20;1.88%;36;3.38%;671;63%;186;17.46%;93;8.73%;59;5.54%;1.065
CENTRO-OESTE;52;GO;521015;IPIRANGA DE GOIAS;4;2.56%;7;4.49%;99;63.46%;24;15.38%;15;9.62%;7;4.49%;156
CENTRO-OESTE;52;GO;521020;IPORA;26;4.15%;21;3.35%;420;67.09%;87;13.9%;33;5.27%;39;6.23%;626
CENTRO-OESTE;52;GO;521030;ISRAELANDIA;7;9.59%;9;12.33%;46;63.01%;10;13.7%;0;-;1;1.37%;73
CENTRO-OESTE;52;GO;521040;ITABERAI;68;3.35%;48;2.36%;1.233;60.71%;378;18.61%;194;9.55%;110;5.42%;2.031
CENTRO-OESTE;52;GO;521056;ITAGUARI;0;-;4;2.31%;121;69.94%;30;17.34%;11;6.36%;7;4.05%;173
CENTRO-OESTE;52;GO;521060;ITAGUARU;4;2.72%;6;4.08%;94;63.95%;25;17.01%;10;6.8%;8;5.44%;147
CENTRO-OESTE;52;GO;521080;ITAJA;1;0.46%;2;0.92%;135;61.93%;51;23.39%;16;7.34%;13;5.96%;218
CENTRO-OESTE;52;GO;521090;ITAPACI;22;5.7%;9;2.33%;231;59.84%;59;15.28%;36;9.33%;29;7.51%;386
CENTRO-OESTE;52;GO;521100;ITAPIRAPUA;5;2.11%;11;4.64%;148;62.45%;40;16.88%;22;9.28%;11;4.64%;237
CENTRO-OESTE;52;GO;521120;ITAPURANGA;21;2.22%;28;2.95%;641;67.62%;160;16.88%;64;6.75%;34;3.59%;948
CENTRO-OESTE;52;GO;521130;ITARUMA;4;1.56%;3;1.17%;163;63.67%;44;17.19%;35;13.67%;7;2.73%;256
CENTRO-OESTE;52;GO;521140;ITAUCU;7;1.81%;12;3.11%;252;65.28%;57;14.77%;32;8.29%;26;6.74%;386
CENTRO-OESTE;52;GO;521150;ITUMBIARA;92;3.86%;111;4.66%;1.411;59.26%;395;16.59%;192;8.06%;180;7.56%;2.381
CENTRO-OESTE;52;GO;521160;IVOLANDIA;3;2.07%;8;5.52%;87;60%;29;20%;10;6.9%;8;5.52%;145
CENTRO-OESTE;52;GO;521170;JANDAIA;2;1.48%;6;4.44%;99;73.33%;15;11.11%;7;5.19%;6;4.44%;135
CENTRO-OESTE;52;GO;521180;JARAGUA;37;2.12%;47;2.69%;1.198;68.57%;291;16.66%;115;6.58%;59;3.38%;1.747
CENTRO-OESTE;52;GO;521190;JATAI;76;2.02%;112;2.97%;2.492;66.1%;630;16.71%;290;7.69%;170;4.51%;3.770
CENTRO-OESTE;52;GO;521200;JAUPACI;2;2.74%;6;8.22%;48;65.75%;8;10.96%;4;5.48%;5;6.85%;73
CENTRO-OESTE;52;GO;521205;JESUPOLIS;1;1.01%;3;3.03%;62;62.63%;15;15.15%;11;11.11%;7;7.07%;99
CENTRO-OESTE;52;GO;521210;JOVIANIA;1;0.3%;3;0.89%;258;76.33%;50;14.79%;19;5.62%;7;2.07%;338
CENTRO-OESTE;52;GO;521220;JUSSARA;31;4.45%;24;3.44%;401;57.53%;126;18.08%;50;7.17%;65;9.33%;697
CENTRO-OESTE;52;GO;521225;LAGOA SANTA;0;-;4;5.41%;37;50%;14;18.92%;6;8.11%;13;17.57%;74
CENTRO-OESTE;52;GO;521230;LEOPOLDO DE BULHOES;43;10.62%;18;4.44%;225;55.56%;55;13.58%;25;6.17%;39;9.63%;405
CENTRO-OESTE;52;GO;521250;LUZIANIA;175;1.69%;382;3.69%;6.887;66.47%;1.856;17.91%;694;6.7%;367;3.54%;10.361
CENTRO-OESTE;52;GO;521260;MAIRIPOTABA;5;4.42%;7;6.19%;69;61.06%;18;15.93%;3;2.65%;11;9.73%;113
CENTRO-OESTE;52;GO;521270;MAMBAI;32;6.27%;38;7.45%;291;57.06%;78;15.29%;37;7.25%;34;6.67%;510
CENTRO-OESTE;52;GO;521280;MARA ROSA;5;1.26%;9;2.26%;261;65.58%;65;16.33%;36;9.05%;22;5.53%;398
CENTRO-OESTE;52;GO;521290;MARZAGAO;7;4.07%;9;5.23%;117;68.02%;23;13.37%;10;5.81%;6;3.49%;172
CENTRO-OESTE;52;GO;521295;MATRINCHA;3;1.14%;10;3.79%;190;71.97%;40;15.15%;12;4.55%;9;3.41%;264
CENTRO-OESTE;52;GO;521300;MAURILANDIA;17;4.8%;20;5.65%;205;57.91%;52;14.69%;28;7.91%;32;9.04%;354
CENTRO-OESTE;52;GO;521305;MIMOSO DE GOIAS;7;4.9%;4;2.8%;68;47.55%;23;16.08%;20;13.99%;21;14.69%;143
CENTRO-OESTE;52;GO;521308;MINACU;26;3.54%;33;4.5%;452;61.58%;108;14.71%;57;7.77%;58;7.9%;734
CENTRO-OESTE;52;GO;521310;MINEIROS;56;1.88%;111;3.72%;1.934;64.86%;548;18.38%;228;7.65%;105;3.52%;2.982
CENTRO-OESTE;52;GO;521340;MOIPORA;5;9.43%;3;5.66%;30;56.6%;8;15.09%;3;5.66%;4;7.55%;53
CENTRO-OESTE;52;GO;521350;MONTE ALEGRE DE GOIAS;27;7.2%;19;5.07%;220;58.67%;50;13.33%;33;8.8%;26;6.93%;375
CENTRO-OESTE;52;GO;521370;MONTES CLAROS DE GOIAS;3;1.36%;6;2.73%;151;68.64%;36;16.36%;15;6.82%;9;4.09%;220
CENTRO-OESTE;52;GO;521375;MONTIVIDIU;23;5.4%;14;3.29%;261;61.27%;83;19.48%;28;6.57%;17;3.99%;426
CENTRO-OESTE;52;GO;521377;MONTIVIDIU DO NORTE;7;2.72%;9;3.5%;165;64.2%;35;13.62%;22;8.56%;19;7.39%;257
CENTRO-OESTE;52;GO;521380;MORRINHOS;37;3.48%;52;4.9%;635;59.79%;149;14.03%;84;7.91%;105;9.89%;1.062
CENTRO-OESTE;52;GO;521385;MORRO AGUDO DE GOIAS;3;2.94%;7;6.86%;70;68.63%;14;13.73%;6;5.88%;2;1.96%;102
CENTRO-OESTE;52;GO;521390;MOSSAMEDES;2;1.06%;5;2.65%;122;64.55%;35;18.52%;11;5.82%;14;7.41%;189
CENTRO-OESTE;52;GO;521400;MOZARLANDIA;38;5.5%;23;3.33%;425;61.51%;124;17.95%;43;6.22%;38;5.5%;691
CENTRO-OESTE;52;GO;521405;MUNDO NOVO;6;1.74%;8;2.33%;242;70.35%;59;17.15%;16;4.65%;13;3.78%;344
CENTRO-OESTE;52;GO;521410;MUTUNOPOLIS;10;5.13%;5;2.56%;105;53.85%;35;17.95%;19;9.74%;21;10.77%;195
CENTRO-OESTE;52;GO;521440;NAZARIO;11;3.69%;8;2.68%;164;55.03%;48;16.11%;31;10.4%;36;12.08%;298
CENTRO-OESTE;52;GO;521450;NEROPOLIS;36;3.17%;30;2.65%;660;58.2%;199;17.55%;106;9.35%;103;9.08%;1.134
CENTRO-OESTE;52;GO;521460;NIQUELANDIA;35;3.14%;59;5.3%;766;68.76%;139;12.48%;72;6.46%;43;3.86%;1.114
CENTRO-OESTE;52;GO;521470;NOVA AMERICA;6;6%;6;6%;46;46%;17;17%;11;11%;14;14%;100
CENTRO-OESTE;52;GO;521480;NOVA AURORA;2;2.2%;2;2.2%;49;53.85%;22;24.18%;11;12.09%;5;5.49%;91
CENTRO-OESTE;52;GO;521483;NOVA CRIXAS;15;4.08%;17;4.62%;248;67.39%;46;12.5%;19;5.16%;23;6.25%;368
CENTRO-OESTE;52;GO;521486;NOVA GLORIA;11;5.42%;7;3.45%;135;66.5%;26;12.81%;15;7.39%;9;4.43%;203
CENTRO-OESTE;52;GO;521487;NOVA IGUACU DE GOIAS;2;0.97%;5;2.43%;142;68.93%;39;18.93%;16;7.77%;2;0.97%;206
CENTRO-OESTE;52;GO;521490;NOVA ROMA;11;5.95%;11;5.95%;109;58.92%;27;14.59%;16;8.65%;11;5.95%;185
CENTRO-OESTE;52;GO;521500;NOVA VENEZA;6;1.34%;18;4.03%;299;66.89%;76;17%;32;7.16%;16;3.58%;447
CENTRO-OESTE;52;GO;521520;NOVO BRASIL;3;2%;5;3.33%;99;66%;31;20.67%;7;4.67%;5;3.33%;150
CENTRO-OESTE;52;GO;521523;NOVO GAMA;149;2.4%;243;3.91%;4.326;69.7%;937;15.1%;328;5.28%;224;3.61%;6.207
CENTRO-OESTE;52;GO;521525;NOVO PLANALTO;6;5.22%;11;9.57%;60;52.17%;14;12.17%;12;10.43%;12;10.43%;115
CENTRO-OESTE;52;GO;521530;ORIZONA;19;3.47%;12;2.19%;302;55.21%;96;17.55%;57;10.42%;61;11.15%;547
CENTRO-OESTE;52;GO;521540;OURO VERDE DE GOIAS;2;1.11%;6;3.33%;127;70.56%;33;18.33%;7;3.89%;5;2.78%;180
CENTRO-OESTE;52;GO;521550;OUVIDOR;11;7.33%;7;4.67%;86;57.33%;19;12.67%;11;7.33%;16;10.67%;150
CENTRO-OESTE;52;GO;521560;PADRE BERNARDO;61;3.53%;78;4.51%;1.182;68.4%;239;13.83%;101;5.84%;67;3.88%;1.728
CENTRO-OESTE;52;GO;521565;PALESTINA DE GOIAS;2;1.52%;7;5.3%;86;65.15%;21;15.91%;6;4.55%;10;7.58%;132
CENTRO-OESTE;52;GO;521570;PALMEIRAS DE GOIAS;16;2.02%;44;5.54%;539;67.88%;105;13.22%;46;5.79%;44;5.54%;794
CENTRO-OESTE;52;GO;521580;PALMELO;0;-;3;2.22%;84;62.22%;27;20%;13;9.63%;8;5.93%;135
CENTRO-OESTE;52;GO;521590;PALMINOPOLIS;6;2.63%;7;3.07%;133;58.33%;44;19.3%;22;9.65%;16;7.02%;228
CENTRO-OESTE;52;GO;521600;PANAMA;4;4.3%;2;2.15%;47;50.54%;23;24.73%;7;7.53%;10;10.75%;93
CENTRO-OESTE;52;GO;521630;PARANAIGUARA;3;0.99%;17;5.59%;211;69.41%;40;13.16%;13;4.28%;20;6.58%;304
CENTRO-OESTE;52;GO;521640;PARAUNA;3;0.68%;12;2.7%;295;66.44%;84;18.92%;23;5.18%;27;6.08%;444
CENTRO-OESTE;52;GO;521645;PEROLANDIA;1;0.85%;2;1.69%;77;65.25%;27;22.88%;5;4.24%;6;5.08%;118
CENTRO-OESTE;52;GO;521680;PETROLINA DE GOIAS;3;1.4%;4;1.87%;110;51.4%;20;9.35%;22;10.28%;55;25.7%;214
CENTRO-OESTE;52;GO;521690;PILAR DE GOIAS;4;4.82%;5;6.02%;43;51.81%;15;18.07%;8;9.64%;8;9.64%;83
CENTRO-OESTE;52;GO;521710;PIRACANJUBA;14;2.43%;20;3.47%;377;65.34%;90;15.6%;45;7.8%;31;5.37%;577
CENTRO-OESTE;52;GO;521720;PIRANHAS;6;1.52%;13;3.3%;261;66.24%;71;18.02%;29;7.36%;14;3.55%;394
CENTRO-OESTE;52;GO;521730;PIRENOPOLIS;27;3.11%;29;3.34%;591;68.17%;119;13.73%;49;5.65%;52;6%;867
CENTRO-OESTE;52;GO;521740;PIRES DO RIO;36;3.99%;23;2.55%;551;61.09%;156;17.29%;73;8.09%;63;6.98%;902
